Ion Pair,SCL (Å),Peak Distance (Å),Peak Value,f_KF,f_NI (avg)
Li-Cl,0.134236642290878,2.372940256,4.024965383,0.8885456573378933,"[0.0, 1.0, 1.0, 1.0, 1.0, 0.8776885068378389, 0.49413194277267286, 0.2574392070067432, 0.188664812928513, 0.1846127563344422, 0.21756702598515573, 0.2769095793156941, 0.34754949866491563, 0.4264199977716891, 0.5047027163179506, 0.5778220909876743, 0.6357889165705268, 0.6693556545976642, 0.6759636280661208, 0.6554116554001668, 0.6108522653793143, 0.5525576272379211, 0.4905981333206923, 0.43948708377511136, 0.40730597996069134, 0.39276120082854654, 0.3963346428806579, 0.41338009704458295, 0.4407439280436801, 0.47314793988805326, 0.50690631365342, 0.5361095358753656, 0.5574794385350278, 0.5694105494904402, 0.5680548094005461, 0.5571605856543904, 0.5393461925116803, 0.5176409331101494, 0.49537372415148967, 0.47610942452494875, 0.4617731214360577, 0.45622051926752344, 0.4568531056887125, 0.46296583192703356, 0.4742753130865962, 0.4884123212097664, 0.5040109059225695, 0.516475756925664, 0.525576966755206, 0.5294054652958955]"
Effective,0.134236642290878,,,,
