Ion Pair,SCL (Å),Peak Distance (Å),Peak Value,f_KF,f_NI (avg)
Li-Cl,0.132493071423555,2.372940256,4.024965383,0.8885456573378933,"[1.0, 1.0, 1.0, 1.0, 1.0]"
Effective,0.132493071423555,,,,
