r (A),g(r)_weighted_Li-Li,g(r)_unweighted_Li-Li,g(r)_weighted_Be-F,g(r)_unweighted_Be-F,g(r)_weighted_Be-Be,g(r)_unweighted_Be-Be,g(r)_weighted_F-F,g(r)_unweighted_F-F,g(r)_weighted_Be-Li,g(r)_unweighted_Be-Li,g(r)_weighted_Li-F,g(r)_unweighted_Li-F,S_i_Be-F,S_i_Li-F,Average_SCL,lambda_BC
8.266111392337338,0.05690907855233199,1.0243634139419757,0.16628873766666663,0.997732426,0.05410217842030768,0.9738392115655381,0.48795573490162764,0.9759114698032554,0.05688075200971825,1.0238535361749284,0.16506812075057523,0.9904087245034515,1.2910053711325278e-09,3.3709919100015213e-11,1.95931,0
8.27601092693894,0.05689854081220878,1.024173734619758,0.16628873766666663,0.997732426,0.054104584152695534,0.9738825147485195,0.48766024164071303,0.9753204832814262,0.05681653089513755,1.0226975561124758,0.16523713897539563,0.9914228338523741,1.2910053711325278e-09,3.3709919100015213e-11,1.95931,0
8.28591046154054,0.05688800307208555,1.0239840552975399,0.16628873766666663,0.997732426,0.05410698988508338,0.9739258179315008,0.48736474837979843,0.974729496759597,0.05675230978055685,1.0215415760500233,0.16540615720021606,0.9924369432012966,1.2910053711325278e-09,3.3709919100015213e-11,1.95931,0
8.295809996142141,0.05687746533196234,1.023794375975322,0.16628873766666663,0.997732426,0.05410939561747123,0.9739691211144821,0.4870692551188838,0.9741385102377678,0.05668808866597617,1.020385595987571,0.16557517542503647,0.993451052550219,1.2910053711325278e-09,3.3709919100015213e-11,1.95931,0
8.305709530743744,0.05686692759183912,1.023604696653104,0.16628873766666663,0.997732426,0.054120177607223645,0.9741631969300255,0.4867737618579691,0.9735475237159383,0.05662386755139546,1.0192296159251182,0.16574419364985693,0.9944651618991418,1.2910053711325278e-09,3.3709919100015213e-11,1.95931,0
8.315609065345345,0.056856389851715906,1.0234150173308862,0.16628873766666663,0.997732426,0.054132797514571715,0.9743903552622908,0.4864782685970545,0.9729565371941091,0.05655964643681478,1.0180736358626659,0.16591321187467736,0.9954792712480643,1.2910053711325278e-09,3.3709919100015213e-11,1.95931,0
8.325508599946946,0.056845852111592696,1.0232253380086684,0.16628873766666663,0.997732426,0.05414541742191978,0.974617513594556,0.4861827753361399,0.9723655506722799,0.056495425322234075,1.0169176558002133,0.16608223009949777,0.9964933805969869,1.2910053711325278e-09,3.3709919100015213e-11,1.95931,0
8.33540813454855,0.05683531437146947,1.0230356586864504,0.16628873766666663,0.997732426,0.05415803732926785,0.9748446719268212,0.48588728207522525,0.9717745641504506,0.056431204207653365,1.0157616757377605,0.16625124832431823,0.9975074899459095,1.2910053711325278e-09,3.3709919100015213e-11,1.95931,0
8.34530766915015,0.05682477663134626,1.0228459793642326,0.16629680748555134,0.9977808449133083,0.05417065723661592,0.9750718302590865,0.48559178881431064,0.9711835776286214,0.056366983093072684,1.0146056956753082,0.16642026654913863,0.9985215992948321,1.2910053711325278e-09,3.3709919100015213e-11,1.95931,0
8.355207203751752,0.056814238891223036,1.0226563000420146,0.1663503457863572,0.9981020747181435,0.05418327714396399,0.9752989885913517,0.48529629555339604,0.9705925911067922,0.05630276197849199,1.0134497156128557,0.16658928477395907,0.9995357086437546,1.2910053711325278e-09,3.3709919100015213e-11,1.95931,0
