r (A),g(r)_weighted_Be-F,g(r)_weighted_Li-F,g(r)_weighted_Be-Li,g(r)_weighted_Li-Li,g(r)_weighted_Be-Be,g(r)_weighted_F-F,S_i_Be-F,S_i_Li-F,Average_SCL,lambda_BC
0.5381088423631816,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.5430913316443221,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.5480738209254626,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.5530563102066033,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.5580387994877438,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.5630212887688844,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.568003778050025,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.5729862673311655,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.5779687566123061,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.5829512458934466,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.5879337351745872,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.5929162244557278,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.5978987137368683,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.602881203018009,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.6078636922991495,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.61284618158029,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.6178286708614307,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.6228111601425712,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.6277936494237117,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.6327761387048524,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.6377586279859929,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.6427411172671335,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.6477236065482741,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.6527060958294146,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.6576885851105552,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.6626710743916958,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.6676535636728363,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.6726360529539769,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.6776185422351175,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.6826010315162581,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.6875835207973986,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.6925660100785392,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.6975484993596798,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.7025309886408203,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.7075134779219608,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.7124959672031015,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.717478456484242,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.7224609457653826,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.7274434350465232,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.7324259243276637,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.7374084136088043,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.7423909028899449,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.7473733921710854,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.752355881452226,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.7573383707333666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.7623208600145072,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.7673033492956477,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.7722858385767883,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.7772683278579289,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.7822508171390694,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.78723330642021,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.7922157957013506,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.7971982849824911,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.8021807742636318,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.8071632635447723,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.8121457528259128,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.8171282421070535,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.822110731388194,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.8270932206693346,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.8320757099504751,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.8370581992316157,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.8420406885127563,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.8470231777938968,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.8520056670750374,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.856988156356178,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.8619706456373185,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.8669531349184592,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.8719356241995997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.8769181134807402,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.8819006027618809,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.8868830920430214,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.8918655813241619,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.8968480706053026,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.9018305598864431,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.9068130491675837,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.9117955384487243,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.9167780277298648,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.9217605170110054,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.926743006292146,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.9317254955732865,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.9367079848544271,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.9416904741355677,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.9466729634167083,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.9516554526978488,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.9566379419789894,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.96162043126013,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.9666029205412705,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.971585409822411,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.9765678991035517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.9815503883846922,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.9865328776658328,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.9915153669469734,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
0.9964978562281139,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
1.0014803455092545,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
1.006462834790395,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
1.0114453240715358,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
1.0164278133526763,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
1.0214103026338168,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
1.0263927919149574,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
1.031375281196098,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
1.0363577704772384,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
1.041340259758379,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
1.0463227490395197,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
1.0513052383206603,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
1.0562877276018008,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
1.0612702168829413,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
1.0662527061640819,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
1.0712351954452224,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
1.0762176847263631,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
1.0812001740075037,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
1.0861826632886442,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
1.0911651525697847,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
1.0961476418509253,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
1.1011301311320658,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
1.1061126204132066,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
1.111095109694347,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
1.1160775989754876,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
1.1210600882566282,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
1.1260425775377687,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
1.1310250668189092,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
