r (A),g(r)_weighted_Th-Th,g(r)_unweighted_Th-Th,g(r)_weighted_Th-F,g(r)_unweighted_Th-F,g(r)_weighted_F-F,g(r)_unweighted_F-F,S_i_Th-F,Average_SCL,lambda_BC
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.007961797024024024,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.015923594048048047,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.02388539107207207,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.031847188096096095,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.03980898512012012,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.04777078214414414,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.055732579168168164,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.06369437619219219,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.07165617321621622,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.07961797024024024,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.08757976726426427,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.09554156428828828,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.1035033613123123,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.11146515833633633,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.11942695536036035,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.12738875238438438,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.1353505494084084,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.14331234643243243,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.15127414345645646,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.15923594048048048,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.1671977375045045,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.17515953452852853,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.18312133155255256,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.19108312857657656,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.19904492560060058,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.2070067226246246,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.21496851964864863,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.22293031667267266,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.23089211369669668,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.2388539107207207,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.24681570774474473,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.25477750476876876,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.26273930179279276,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.2707010988168168,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.2786628958408408,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.28662469286486486,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.29458648988888886,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.3025482869129129,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.3105100839369369,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.31847188096096096,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.32643367798498496,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.334395475009009,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.342357272033033,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.35031906905705706,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.35828086608108106,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.3662426631051051,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.3742044601291291,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.3821662571531531,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.39012805417717716,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.39808985120120116,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.4060516482252252,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.4140134452492492,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.42197524227327327,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.42993703929729726,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.4378988363213213,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.4458606333453453,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.45382243036936937,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.46178422739339337,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.4697460244174174,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.4777078214414414,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.48566961846546547,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.49363141548948947,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.5015932125135135,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.5095550095375375,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.5175168065615615,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.5254786035855855,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.5334404006096096,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.5414021976336336,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.5493639946576576,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.5573257916816816,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.5652875887057057,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.5732493857297297,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.5812111827537537,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.5891729797777777,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.5971347768018018,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.6050965738258258,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.6130583708498498,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.6210201678738738,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.6289819648978979,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.6369437619219219,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.6449055589459459,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.6528673559699699,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.6608291529939939,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.668790950018018,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.676752747042042,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.684714544066066,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.69267634109009,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.7006381381141141,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.7085999351381381,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.7165617321621621,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.7245235291861861,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.7324853262102102,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.7404471232342342,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.7484089202582582,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.7563707172822822,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.7643325143063062,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.7722943113303303,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.7802561083543543,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.7882179053783783,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.7961797024024023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.8041414994264264,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.8121032964504504,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.8200650934744744,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.8280268904984984,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.8359886875225225,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.8439504845465465,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.8519122815705705,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.8598740785945945,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.8678358756186186,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.8757976726426426,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.8837594696666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.8917212666906906,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.8996830637147146,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.9076448607387387,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.9156066577627627,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.9235684547867867,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.9315302518108107,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.9394920488348348,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.9474538458588588,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.9554156428828828,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.9633774399069068,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.9713392369309309,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.9793010339549549,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.9872628309789789,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
0.9952246280030029,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
1.003186425027027,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
1.011148222051051,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
1.019110019075075,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
1.027071816099099,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
1.035033613123123,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
1.042995410147147,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
1.050957207171171,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
1.0589190041951952,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
1.0668808012192192,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
1.0748425982432432,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
1.0828043952672672,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
1.0907661922912912,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
1.0987279893153152,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
1.1066897863393392,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
1.1146515833633632,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
1.1226133803873874,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
1.1305751774114114,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
1.1385369744354354,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
1.1464987714594594,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
1.1544605684834834,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.22417,0
