r (A),g(r)_weighted_Mg-Mg,g(r)_unweighted_Mg-Mg,g(r)_weighted_Cl-Cl,g(r)_unweighted_Cl-Cl,g(r)_weighted_Mg-Cl,g(r)_unweighted_Mg-Cl,S_i_Mg-Cl,Average_SCL,lambda_BC
2.402133309207207,-0.0021575194616904607,-0.015102636231833222,-0.008473353792831737,-0.014828369137455538,1.214595162742286,4.251083069598001,0.9818780114997195,4.67943,4.76796
2.4117804309309308,-0.002074968876458181,-0.014524782135207267,-0.008363374668253598,-0.014635905669443793,1.2068632315140875,4.224021310299306,0.9818780114997195,4.67943,4.76796
2.4214275526546545,-0.001992418291225902,-0.013946928038581313,-0.008253395543675457,-0.014443442201432049,1.1991313002858892,4.196959551000612,0.9818780114997195,4.67943,4.76796
2.431074674378378,-0.0019098677059936225,-0.013369073941955356,-0.008143416419097318,-0.014250978733420305,1.1913993690576907,4.169897791701917,0.9818780114997195,4.67943,4.76796
2.440721796102102,-0.0018273171207613434,-0.012791219845329401,-0.008033437294519179,-0.01405851526540856,1.1836674378294925,4.142836032403223,0.9818780114997195,4.67943,4.76796
2.4503689178258257,-0.001744766535529064,-0.012213365748703447,-0.007923458169941038,-0.013866051797396814,1.1759355066012942,4.115774273104529,0.9818780114997195,4.67943,4.76796
2.4600160395495494,-0.0016622159502967847,-0.011635511652077492,-0.007813479045362897,-0.01367358832938507,1.1682035753730957,4.0887125138058344,0.9818780114997195,4.67943,4.76796
2.469663161273273,-0.0015796653650645056,-0.011057657555451537,-0.007703499920784758,-0.013481124861373326,1.1604716441448975,4.0616507545071405,0.9818780114997195,4.67943,4.76796
2.479310282996997,-0.0014971147798322263,-0.010479803458825583,-0.007593520796206619,-0.013288661393361581,1.145700982567925,4.009953438987737,0.9818780114997195,4.67943,4.76796
2.4889574047207206,-0.0014145641945999471,-0.009901949362199628,-0.007483541671628479,-0.013096197925349837,1.1224939858813836,3.9287289505848424,0.9818780114997195,4.67943,4.76796
2.4986045264444443,-0.0013320136093676678,-0.009324095265573673,-0.00737356254705034,-0.012903734457338093,1.0992869891948422,3.8475044621819476,0.9818780114997195,4.67943,4.76796
2.508251648168168,-0.0012494630241353885,-0.008746241168947719,-0.0072635834224722,-0.012711270989326348,1.0760799925083009,3.766279973779053,0.9818780114997195,4.67943,4.76796
2.5178987698918918,-0.0011669124389031094,-0.008168387072321764,-0.007153604297894059,-0.012518807521314602,1.0528729958217597,3.6850554853761586,0.9818780114997195,4.67943,4.76796
2.5275458916156155,-0.0010843618536708298,-0.007590532975695808,-0.00704362517331592,-0.012326344053302858,1.0240278688548936,3.5840975409921274,0.9818780114997195,4.67943,4.76796
2.537193013339339,-0.0010018112684385505,-0.007012678879069853,-0.00693364604873778,-0.012133880585291114,0.98939619032794,3.4628866661477895,0.9818780114997195,4.67943,4.76796
2.546840135063063,-0.0009192606832062716,-0.0064348247824439,-0.006823666924159641,-0.01194141711727937,0.9547645118009863,3.3416757913034516,0.9818780114997195,4.67943,4.76796
2.5564872567867867,-0.000836710097973992,-0.005856970685817944,-0.006713687799581501,-0.011748953649267625,0.9198138599017712,3.2193485096561987,0.9818780114997195,4.67943,4.76796
2.5661343785105104,-0.000754159512741713,-0.005279116589191991,-0.006603708675003361,-0.011556490181255881,0.8834792770773934,3.0921774697708764,0.9818780114997195,4.67943,4.76796
2.575781500234234,-0.0006716089275094336,-0.004701262492566034,-0.00554192659685275,-0.009698371544492311,0.8471446942530155,2.965006429885554,0.9818780114997195,4.67943,4.76796
2.585428621957958,-0.000589058342277154,-0.004123408395940078,-0.0037563918847087277,-0.006573685798240273,0.8108101114286379,2.837835390000232,0.9818780114997195,4.67943,4.76796
2.5950757436816816,-0.000506507757044875,-0.003545554299314125,-0.0019708571725647055,-0.003449000051988234,0.7830019470563667,2.7405068146972833,0.9818780114997195,4.67943,4.76796
2.6047228654054053,-0.00042395717181259554,-0.0029677002026881685,-0.00018532246042068343,-0.00032431430573619593,0.7561245841511262,2.646436044528941,0.9818780114997195,4.67943,4.76796
2.614369987129129,-0.00034140658658031654,-0.0023898461060622156,0.0016002122517233394,0.0028003714405158437,0.7292472212458853,2.5523652743605982,0.9818780114997195,4.67943,4.76796
2.6240171088528528,-0.00025885600134803704,-0.0018119920094362592,0.0033857469638673625,0.005925057186767883,0.7023698583406447,2.458294504192256,0.9818780114997195,4.67943,4.76796
2.6336642305765765,-0.00017630541611575806,-0.0012341379128103062,0.005171281676011385,0.009049742933019921,0.6716359594460174,2.3507258580610606,0.9818780114997195,4.67943,4.76796
2.6433113523003002,-9.375483088347857e-05,-0.0006562838161843498,0.0069568163881554065,0.01217442867927196,0.638203145079155,2.233711007777042,0.9818780114997195,4.67943,4.76796
2.652958474024024,0.001287217374944003,0.009010521624608019,0.008742351100299427,0.015299114425523997,0.6047703307122925,2.116696157493023,0.9818780114997195,4.67943,4.76796
2.6626055957477477,0.0027080203209097265,0.018956142246368084,0.01052788581244345,0.018423800171776035,0.5832600022956578,2.041410008034802,0.9818780114997195,4.67943,4.76796
2.6722527174714714,0.004128823266875451,0.028901762868128154,0.012313420524587473,0.021548485918028073,0.5623864244423117,1.9683524855480905,0.9818780114997195,4.67943,4.76796
2.681899839195195,0.005549626212841176,0.038847383489888226,0.014098955236731495,0.024673171664280114,0.5415128465889656,1.8952949630613791,0.9818780114997195,4.67943,4.76796
2.691546960918919,0.0069704291588069,0.048793004111648296,0.015884489948875518,0.027797857410532156,0.5206392687356194,1.8222374405746677,0.9818780114997195,4.67943,4.76796
2.7011940826426426,0.008391232104772625,0.058738624733408365,0.01767002466101954,0.03092254315678419,0.49976569088227324,1.7491799180879561,0.9818780114997195,4.67943,4.76796
2.7108412043663663,0.00981203505073835,0.06868424535516844,0.01945555937316356,0.03404722890303623,0.4788921130289272,1.676122395601245,0.9818780114997195,4.67943,4.76796
2.72048832609009,0.011232837996704074,0.0786298659769285,0.021241094085307582,0.03717191464928826,0.45801853517558105,1.6030648731145334,0.9818780114997195,4.67943,4.76796
2.730135447813814,0.012653640942669797,0.08857548659868857,0.02302662879745161,0.04029660039554031,0.42210739965530547,1.477375898793569,0.9818780114997195,4.67943,4.76796
2.7397825695375375,0.014074443888635522,0.09852110722044864,0.024812163509595628,0.043421286141792345,0.3197117562762973,1.1189911469670404,0.9818780114997195,4.67943,4.76796
2.7494296912612612,0.015495246834601246,0.1084667278422087,0.02659769822173965,0.04654597188804438,0.30563170401961315,1.069710964068646,0.9818780114997195,4.67943,4.76796
2.759076812984985,0.01691604978056697,0.11841234846396878,0.028383232933883677,0.04967065763429643,0.29155165176292897,1.0204307811702513,0.9818780114997195,4.67943,4.76796
2.7687239347087087,0.018336852726532692,0.12835796908572883,0.030168767646027696,0.05279534338054846,0.2774715995062449,0.971150598271857,0.9818780114997195,4.67943,4.76796
2.7783710564324324,0.019757655672498417,0.1383035897074889,0.03195430235817172,0.0559200291268005,0.26339154724956076,0.9218704153734625,0.9818780114997195,4.67943,4.76796
2.788018178156156,0.02117845861846414,0.14824921032924898,0.034549101206013046,0.06046092711052282,0.24931149499287664,0.8725902324750681,0.9818780114997195,4.67943,4.76796
2.79766529987988,0.022599261564429863,0.15819483095100903,0.04191278305837506,0.07334737035215634,0.2352314427361925,0.8233100495766736,0.9818780114997195,4.67943,4.76796
2.8073124216036036,0.02402006451039559,0.1681404515727691,0.049276464910737075,0.08623381359378987,0.22115139047950838,0.7740298666782792,0.9818780114997195,4.67943,4.76796
2.8169595433273273,0.025440867456361316,0.17808607219452918,0.05664014676309909,0.0991202568354234,0.20991881509333452,0.7347158528266707,0.9818780114997195,4.67943,4.76796
2.826606665051051,0.02686167040232704,0.18803169281628926,0.06400382861546111,0.11200670007705693,0.2050377352303849,0.717632073306347,0.9818780114997195,4.67943,4.76796
2.836253786774775,0.029222472525815262,0.20455730768070682,0.07136751046782312,0.12489314331869045,0.2001566553674353,0.7005482937860235,0.9818780114997195,4.67943,4.76796
2.8459009084984985,0.03319297721279887,0.23235084048959204,0.07873119232018515,0.137779586560324,0.19527557550448568,0.6834645142656998,0.9818780114997195,4.67943,4.76796
2.8555480302222223,0.037163481899782476,0.2601443732984773,0.08609487417254716,0.1506660298019575,0.19039449564153607,0.6663807347453762,0.9818780114997195,4.67943,4.76796
2.865195151945946,0.04113398658676607,0.2879379061073625,0.09345855602490918,0.16355247304359105,0.18551341577858646,0.6492969552250525,0.9818780114997195,4.67943,4.76796
2.8748422736696697,0.04510449127374967,0.31573143891624766,0.1008222378772712,0.17643891628522457,0.18063233591563682,0.6322131757047288,0.9818780114997195,4.67943,4.76796
2.884489395393393,0.0490749959607331,0.34352497172513163,0.10818591972963287,0.1893253595268575,0.17575125605268746,0.615129396184406,0.9818780114997195,4.67943,4.76796
2.8941365171171167,0.053045500647716695,0.3713185045340168,0.1155496015819949,0.20221180276849104,0.17087017618973782,0.5980456166640823,0.9818780114997195,4.67943,4.76796
2.9037836388408405,0.0570160053347003,0.399112037342902,0.12291328343435691,0.21509824601012456,0.16598909632678818,0.5809618371437586,0.9818780114997195,4.67943,4.76796
2.913430760564564,0.060986510021683905,0.42690557015178726,0.13392372137105413,0.23436651239934467,0.1611080164638386,0.563878057623435,0.9818780114997195,4.67943,4.76796
2.923077882288288,0.06495701470866751,0.45469910296067245,0.1461993545501542,0.25584887046276983,0.15622693660088896,0.5467942781031113,0.9818780114997195,4.67943,4.76796
2.9327250040120116,0.06892751939565112,0.4824926357695577,0.1584749877292543,0.277331228526195,0.15134585673793938,0.5297104985827877,0.9818780114997195,4.67943,4.76796
2.9423721257357354,0.07458927262806038,0.5221249083964226,0.17075062090835444,0.2988135865896202,0.14646477687498974,0.512626719062464,0.9818780114997195,4.67943,4.76796
2.952019247459459,0.08071686450199626,0.5650180515139738,0.18302625408745454,0.3202959446530454,0.14350640819789584,0.5022724286926353,0.9818780114997195,4.67943,4.76796
2.961666369183183,0.08684445637593215,0.607911194631525,0.19530188726655465,0.3417783027164706,0.14126537053839935,0.49442879688439767,0.9818780114997195,4.67943,4.76796
2.9713134909069066,0.09297204824986806,0.6508043377490763,0.20757752044565472,0.3632606607798957,0.1390243328789029,0.48658516507616006,0.9818780114997195,4.67943,4.76796
2.9809606126306303,0.09909964012380394,0.6936974808666275,0.21985315362475483,0.3847430188433209,0.1367832952194064,0.4787415332679224,0.9818780114997195,4.67943,4.76796
2.990607734354354,0.10522723199773985,0.7365906239841788,0.233487913001763,0.40860384775308517,0.13454225755990995,0.47089790145968474,0.9818780114997195,4.67943,4.76796
3.0002548560780777,0.11135482387167574,0.7794837671017301,0.2494333663400211,0.43650839109503686,0.1323012199004135,0.46305426965144714,0.9818780114997195,4.67943,4.76796
3.0099019778018015,0.11748241574561162,0.8223769102192813,0.2653788196782792,0.4644129344369885,0.130060182240917,0.4552106378432095,0.9818780114997195,4.67943,4.76796
3.019549099525525,0.1263660893937923,0.8845626257565459,0.2813242730165373,0.4923174777789402,0.12781914458142055,0.4473670060349718,0.9818780114997195,4.67943,4.76796
3.029196221249249,0.1356897898465121,0.9498285289255846,0.2972697263547954,0.5202220211208919,0.12557810692192406,0.43952337422673415,0.9818780114997195,4.67943,4.76796
3.0388433429729726,0.14501349029923194,1.0150944320946234,0.3132151796930535,0.5481265644628436,0.12333706926242759,0.4316797424184965,0.9818780114997195,4.67943,4.76796
3.0484904646966964,0.15433719075195176,1.0803603352636622,0.32916063303131166,0.5760311078047953,0.12109603160293113,0.4238361106102589,0.9818780114997195,4.67943,4.76796
3.05813758642042,0.16467367756810314,1.1527157429767219,0.3451060863695697,0.6039356511467469,0.11885499394343466,0.4159924788020212,0.9818780114997195,4.67943,4.76796
3.067784708144144,0.17658887017832722,1.2361220912482904,0.3610515397078278,0.6318401944886985,0.1166139562839382,0.4081488469937836,0.9818780114997195,4.67943,4.76796
3.0774318298678676,0.18808931445847396,1.3166252012093176,0.3846237500936941,0.6730915626639645,0.11437291862444172,0.40030521518554596,0.9818780114997195,4.67943,4.76796
3.0870789515915913,0.19539857372819522,1.3677900160973664,0.40886693631367343,0.7155171385489284,0.11213188096494524,0.3924615833773083,0.9818780114997195,4.67943,4.76796
3.096726073315315,0.20270783299791645,1.418954830985415,0.4331101225336528,0.7579427144338923,0.10989084330544877,0.38461795156907064,0.9818780114997195,4.67943,4.76796
3.1063731950390387,0.2100170922676377,1.4701196458734638,0.45735330875363206,0.800368290318856,0.10764980564595229,0.376774319760833,0.9818780114997195,4.67943,4.76796
3.1160203167627625,0.21732635153735896,1.5212844607615126,0.48159649497361146,0.8427938662038199,0.10540876798645582,0.3689306879525953,0.9818780114997195,4.67943,4.76796
3.125667438486486,0.22493714329654804,1.574560003075836,0.5058396811935908,0.8852194420887838,0.10316773032695936,0.3610870561443577,0.9818780114997195,4.67943,4.76796
3.13531456021021,0.23266834174448592,1.6286783922114012,0.5300828674135701,0.9276450179737477,0.10082659139432804,0.35289306988014807,0.9818780114997195,4.67943,4.76796
3.1449616819339337,0.2403995401924238,1.6827967813469664,0.5543260536335495,0.9700705938587115,0.09735138183931175,0.3407298364375911,0.9818780114997195,4.67943,4.76796
3.1546088036576574,0.24813073864036167,1.7369151704825314,0.5785692398535289,1.0124961697436754,0.09387617228429548,0.32856660299503415,0.9818780114997195,4.67943,4.76796
3.164255925381381,0.25483413087723944,1.783838916140676,0.6028124260735083,1.0549217456286393,0.09040096272927921,0.31640336955247716,0.9818780114997195,4.67943,4.76796
3.173903047105105,0.2593477842189619,1.815434489532733,0.6240799017146396,1.0921398280006192,0.08692575317426293,0.30424013610992023,0.9818780114997195,4.67943,4.76796
3.1835501688288286,0.2638614375606843,1.84703006292479,0.6453111462751367,1.1292945059814892,0.08345054361924666,0.29207690266736325,0.9818780114997195,4.67943,4.76796
3.1931972905525523,0.26837509090240674,1.878625636316847,0.6665423908356339,1.1664491839623592,0.0799753340642304,0.2799136692248063,0.9818780114997195,4.67943,4.76796
3.202844412276276,0.2728887442441292,1.910221209708904,0.6877736353961311,1.2036038619432292,0.0765001245092141,0.26775043578224933,0.9818780114997195,4.67943,4.76796
3.2124915339999998,0.27740239758585156,1.9418167831009607,0.7090048799566282,1.2407585399240992,0.07302491495419784,0.2555872023396924,0.9818780114997195,4.67943,4.76796
3.2221386557237235,0.281916050927574,1.9734123564930177,0.7302361245171254,1.2779132179049693,0.06954970539918157,0.24342396889713544,0.9818780114997195,4.67943,4.76796
3.231785777447447,0.2864297042692964,2.0050079298850747,0.7514673690776226,1.3150678958858393,0.06607449584416529,0.23126073545457848,0.9818780114997195,4.67943,4.76796
3.241432899171171,0.2909433576110188,2.0366035032771315,0.7726986136381199,1.3522225738667095,0.06259928628914901,0.21909750201202152,0.9818780114997195,4.67943,4.76796
3.2510800208948947,0.29391431494843817,2.057400204639067,0.7939298581986168,1.3893772518475793,0.05912407673413274,0.20693426856946456,0.9818780114997195,4.67943,4.76796
3.2607271426186184,0.2965513397539702,2.075859378277791,0.812110389930406,1.4211931823782102,0.05564886717911647,0.1947710351269076,0.9818780114997195,4.67943,4.76796
3.270374264342342,0.29918836455950226,2.0943185519165155,0.8279259620295216,1.4488704335516627,0.0521736576241002,0.18260780168435067,0.9818780114997195,4.67943,4.76796
3.280021386066066,0.3018253893650343,2.11277772555524,0.8437415341286373,1.476547684725115,0.048698448069083924,0.17044456824179371,0.9818780114997195,4.67943,4.76796
3.2896685077897896,0.30446241417056635,2.131236899193964,0.8595571062277528,1.5042249358985673,0.04564570129558294,0.15975995453454025,0.9818780114997195,4.67943,4.76796
3.2993156295135133,0.3070994389760984,2.149696072832689,0.8753726783268686,1.5319021870720197,0.0430974538196014,0.15084108836860488,0.9818780114997195,4.67943,4.76796
3.308962751237237,0.3097364637816305,2.168155246471413,0.8911882504259843,1.5595794382454722,0.04054920634361987,0.14192222220266953,0.9818780114997195,4.67943,4.76796
3.3186098729609608,0.3123734885871625,2.1866144201101374,0.9070038225250999,1.5872566894189246,0.03800095886763834,0.13300335603673416,0.9818780114997195,4.67943,4.76796
3.3282569946846845,0.3150105133926946,2.2050735937488617,0.9228193946242155,1.6149339405923768,0.0354527113916568,0.12408448987079879,0.9818780114997195,4.67943,4.76796
3.3379041164084082,0.3176475381982266,2.223532767387586,0.9388755512972189,1.6430322147701328,0.03290446391567527,0.11516562370486343,0.9818780114997195,4.67943,4.76796
3.347551238132132,0.3202845630037587,2.2419919410263103,0.9567845549732905,1.6743729712032582,0.030356216439693738,0.10624675753892807,0.9818780114997195,4.67943,4.76796
3.3571983598558557,0.3219978819548042,2.2539851736836294,0.9746935586493622,1.7057137276363836,0.027807968963712203,0.09732789137299269,0.9818780114997195,4.67943,4.76796
3.3668454815795794,0.3233307638306262,2.263315346814383,0.9926025623254338,1.7370544840695088,0.02525972148773067,0.08840902520705733,0.9818780114997195,4.67943,4.76796
3.376492603303303,0.32466364570644807,2.272645519945136,1.0105115660015054,1.7683952405026342,0.02271147401174914,0.07949015904112197,0.9818780114997195,4.67943,4.76796
3.386139725027027,0.32599652758226993,2.281975693075889,1.028420569677577,1.7997359969357596,0.020163226535767607,0.07057129287518661,0.9818780114997195,4.67943,4.76796
3.3957868467507506,0.32732940945809186,2.291305866206643,1.0463295733536486,1.831076753368885,0.01761497905978607,0.06165242670925124,0.9818780114997195,4.67943,4.76796
3.4054339684744743,0.3286622913339137,2.300636039337396,1.0641856305599537,1.8623248534799186,0.015066731583804538,0.05273356054331588,0.9818780114997195,4.67943,4.76796
3.415081090198198,0.3299951732097357,2.3099662124681495,1.080641749975384,1.8911230624569217,0.012518484107823007,0.04381469437738052,0.9818780114997195,4.67943,4.76796
3.424728211921922,0.33132805508555757,2.3192963855989026,1.0970978693908144,1.9199212714339249,0.009970236631841475,0.03489582821144516,0.9818780114997195,4.67943,4.76796
3.4343753336456455,0.33266093696137944,2.3286265587296557,1.1135539888062447,1.948719480410928,0.01192586898934584,0.04174054146271044,0.9818780114997195,4.67943,4.76796
3.4440224553693692,0.33399381883720136,2.3379567318604093,1.1300101082216751,1.9775176893879312,0.014683173551710903,0.05139110743098815,0.9818780114997195,4.67943,4.76796
3.453669577093093,0.33532670071302323,2.3472869049911624,1.1464662276371054,2.0063158983649343,0.017440478114075966,0.06104167339926587,0.9818780114997195,4.67943,4.76796
3.4633166988168167,0.3366595825888452,2.356617078121916,1.1629223470525356,2.035114107341937,0.020197782676441026,0.07069223936754358,0.9818780114997195,4.67943,4.76796
3.4729638205405404,0.3379924644646671,2.365947251252669,1.1793784664679663,2.0639123163189406,0.02295508723880609,0.0803428053358213,0.9818780114997195,4.67943,4.76796
3.482610942264264,0.33932534634048894,2.3752774243834223,1.1921070050461278,2.0861872588307233,0.02571239180117115,0.08999337130409901,0.9818780114997195,4.67943,4.76796
3.492258063987988,0.34065822821631087,2.384607597514176,1.2012513220300047,2.102189813552508,0.02846969636353621,0.09964393727237672,0.9818780114997195,4.67943,4.76796
3.5019051857117116,0.34199111009213273,2.393937770644929,1.2103956390138815,2.1181923682742925,0.031227000925901277,0.10929450324065446,0.9818780114997195,4.67943,4.76796
3.5115523074354353,0.3433239919679547,2.4032679437756825,1.2195399559977587,2.1341949229960773,0.033984305488266336,0.11894506920893216,0.9818780114997195,4.67943,4.76796
3.521199429159159,0.3446568738437766,2.4125981169064357,1.2286842729816356,2.150197477717862,0.036741610050631396,0.12859563517720987,0.9818780114997195,4.67943,4.76796
3.530846550882883,0.34598975571959845,2.421928290037189,1.2378285899655126,2.166200032439647,0.039498914612996455,0.13824620114548758,0.9818780114997195,4.67943,4.76796
3.5404936726066065,0.34732263759542037,2.4312584631679424,1.2469729069493898,2.1822025871614317,0.04225621917536152,0.14789676711376532,0.9818780114997195,4.67943,4.76796
3.5501407943303303,0.34865551947124224,2.4405886362986955,1.2561172239332665,2.198205141883216,0.04501352373772658,0.15754733308204302,0.9818780114997195,4.67943,4.76796
3.559787916054054,0.3499884013470642,2.449918809429449,1.2652615409171435,2.214207696605001,0.047770828300091654,0.16719789905032076,0.9818780114997195,4.67943,4.76796
3.5694350377777777,0.3513212832228861,2.459248982560202,1.2744058579010205,2.2302102513267856,0.050528132862456714,0.17684846501859847,0.9818780114997195,4.67943,4.76796
3.5790821595015014,0.35265416509870795,2.4685791556909553,1.2835501748848976,2.2462128060485704,0.05328543742482177,0.18649903098687617,0.9818780114997195,4.67943,4.76796
3.588729281225225,0.3539870469745299,2.477909328821709,1.2926944918687746,2.2622153607703552,0.05604274198718683,0.19614959695515388,0.9818780114997195,4.67943,4.76796
3.598376402948949,0.35531992885035174,2.487239501952462,1.3018388088526514,2.2782179154921396,0.0588000465495519,0.20580016292343162,0.9818780114997195,4.67943,4.76796
3.6080235246726726,0.3544988669564817,2.4814920686953714,1.2986296213911577,2.2726018374345256,0.06155735111191696,0.21545072889170933,0.9818780114997195,4.67943,4.76796
3.6176706463963964,0.35324194465272046,2.472693612569043,1.2929206455940008,2.262611129789501,0.06431465567428202,0.22510129485998703,0.9818780114997195,4.67943,4.76796
3.62731776812012,0.3519850223489593,2.4638951564427147,1.2872116697968439,2.2526204221444766,0.06707196023664708,0.23475186082826474,0.9818780114997195,4.67943,4.76796
3.636964889843844,0.3507281000451981,2.4550967003163864,1.281502693999687,2.242629714499452,0.06982926479901215,0.24440242679654248,0.9818780114997195,4.67943,4.76796
3.6466120115675675,0.34947117774143693,2.446298244190058,1.2757937182025303,2.2326390068544275,0.07258656936137721,0.2540529927648202,0.9818780114997195,4.67943,4.76796
3.6562591332912913,0.3482142554376757,2.4374997880637297,1.2700847424053734,2.222648299209403,0.07534387392374226,0.26370355873309786,0.9818780114997195,4.67943,4.76796
3.665906255015015,0.3469573331339146,2.428701331937402,1.2643757666082163,2.212657591564378,0.07810117848610733,0.2733541247013756,0.9818780114997195,4.67943,4.76796
3.6755533767387387,0.3457004108301534,2.4199028758110734,1.2586667908110594,2.2026668839193535,0.08090640871065524,0.2831724304872933,0.9818780114997195,4.67943,4.76796
3.6852004984624624,0.3444434885263922,2.411104419684745,1.2529578150139025,2.192676176274329,0.08374666474624705,0.2931133266118646,0.9818780114997195,4.67943,4.76796
3.694847620186186,0.343186566222631,2.4023059635584167,1.2472488392167456,2.1826854686293045,0.08658692078183886,0.30305422273643595,0.9818780114997195,4.67943,4.76796
3.70449474190991,0.3419296439188698,2.3935075074320884,1.236122433631897,2.1632142588558194,0.08942717681743066,0.3129951188610073,0.9818780114997195,4.67943,4.76796
3.714141863633633,0.3406727216151087,2.3847090513057605,1.2227867485098562,2.139876809892248,0.09226743285302236,0.3229360149855782,0.9818780114997195,4.67943,4.76796
3.723788985357357,0.3394157993113475,2.375910595179432,1.2094510633878146,2.1165393609286753,0.09510768888861418,0.33287691111014955,0.9818780114997195,4.67943,4.76796
3.7334361070810806,0.33815887700758634,2.3671121390531042,1.1961153782657732,2.0932019119651026,0.09794794492420598,0.3428178072347209,0.9818780114997195,4.67943,4.76796
3.7430832288048044,0.33690195470382517,2.358313682926776,1.1827796931437315,2.06986446300153,0.10078820095979779,0.3527587033592922,0.9818780114997195,4.67943,4.76796
3.752730350528528,0.335645032400064,2.3495152268004476,1.1694440080216904,2.0465270140379577,0.1036284569953896,0.36269959948386354,0.9818780114997195,4.67943,4.76796
3.762377472252252,0.3343881100963028,2.340716770674119,1.1561083228996487,2.023189565074385,0.1064687130309814,0.3726404956084349,0.9818780114997195,4.67943,4.76796
3.7720245939759756,0.3331311877925416,2.331918314547791,1.142772637777607,1.9998521161108123,0.10930896906657321,0.3825813917330062,0.9818780114997195,4.67943,4.76796
3.7816717156996993,0.33187426548878046,2.323119858421463,1.1298259408349751,1.9771953964612063,0.11214922510216505,0.3925222878575776,0.9818780114997195,4.67943,4.76796
3.791318837423423,0.3306173431850193,2.3143214022951346,1.1168959302931725,1.9545678780130515,0.11498948113775685,0.4024631839821489,0.9818780114997195,4.67943,4.76796
3.8009659591471467,0.32816342866882026,2.2971440006817416,1.1039659197513698,1.931940359564897,0.11782973717334866,0.41240408010672025,0.9818780114997195,4.67943,4.76796
3.8106130808708705,0.3249683803396805,2.2747786623777633,1.0910359092095672,1.9093128411167422,0.12066999320894047,0.4223449762312916,0.9818780114997195,4.67943,4.76796
3.820260202594594,0.3217733320105407,2.2524133240737845,1.0781058986677645,1.8866853226685876,0.12351024924453227,0.4322858723558629,0.9818780114997195,4.67943,4.76796
3.829907324318318,0.3185782836814009,2.230047985769806,1.0651758881259616,1.8640578042204328,0.1263505052801241,0.4422267684804343,0.9818780114997195,4.67943,4.76796
3.8395544460420417,0.31538323535226115,2.2076826474658278,1.0522458775841592,1.8414302857722782,0.12919076131571589,0.45216766460500557,0.9818780114997195,4.67943,4.76796
3.8492015677657654,0.3121881870231214,2.1853173091618494,1.0391959689296766,1.8185929456269339,0.13226472948497214,0.4629265531974024,0.9818780114997195,4.67943,4.76796
3.858848689489489,0.3089931386939816,2.162951970857871,1.024973076074307,1.793702883130037,0.13561964498612578,0.4746687574514401,0.9818780114997195,4.67943,4.76796
3.868495811213213,0.3057980903648418,2.1405866325538923,1.0107501832189374,1.7688128206331402,0.1389745604872794,0.4864109617054779,0.9818780114997195,4.67943,4.76796
3.8781429329369366,0.30123400481070045,2.108638033674903,0.9965272903635678,1.7439227581362433,0.14232947598843307,0.49815316595951564,0.9818780114997195,4.67943,4.76796
3.8877900546606603,0.2962102713317239,2.073471899322067,0.9823043975081981,1.7190326956393465,0.1456843914895867,0.5098953702135534,0.9818780114997195,4.67943,4.76796
3.897437176384384,0.2911865378527474,2.0383057649692313,0.9680815046528285,1.6941426331424496,0.14903930699074036,0.5216375744675912,0.9818780114997195,4.67943,4.76796
3.9070842981081078,0.2861628043737708,2.003139630616395,0.9538586117974589,1.6692525706455528,0.152394222491894,0.5333797787216289,0.9818780114997195,4.67943,4.76796
3.9167314198318315,0.2811390708947943,1.9679734962635596,0.9396357189420892,1.644362508148656,0.15574913799304765,0.5451219829756667,0.9818780114997195,4.67943,4.76796
3.926378541555555,0.2761153374158177,1.9328073619107236,0.9254128260867196,1.619472445651759,0.1591040534942013,0.5568641872297044,0.9818780114997195,4.67943,4.76796
3.936025663279279,0.2711651033126911,1.8981557231888375,0.9111899332313499,1.594582383154862,0.16245896899535492,0.5686063914837421,0.9818780114997195,4.67943,4.76796
3.9456727850030027,0.26621884512216976,1.863531915855188,0.8971536396319194,1.5700188693558588,0.16581388449650858,0.58034859573778,0.9818780114997195,4.67943,4.76796
3.9553199067267264,0.2612725869316484,1.8289081085215384,0.8835731771270964,1.5462530599724185,0.1691687999976622,0.5920907999918177,0.9818780114997195,4.67943,4.76796
3.96496702845045,0.25632632874112704,1.794284301187889,0.8699927146222733,1.5224872505889782,0.17252371549881587,0.6038330042458555,0.9818780114997195,4.67943,4.76796
3.974614150174174,0.2513800705506057,1.7596604938542395,0.8564122521174503,1.4987214412055379,0.1758786309999695,0.6155752084998932,0.9818780114997195,4.67943,4.76796
3.9842612718978976,0.24643381236008433,1.72503668652059,0.8428317896126274,1.4749556318220978,0.17923354650112314,0.6273174127539309,0.9818780114997195,4.67943,4.76796
3.9939083936216213,0.24148755416956294,1.6904128791869404,0.8292513271078044,1.4511898224386575,0.18258846200227682,0.6390596170079688,0.9818780114997195,4.67943,4.76796
4.0035555153453455,0.23668648395081943,1.6568053876557358,0.8156708646029807,1.427424013055216,0.1859433775034306,0.650801821262007,0.9818780114997195,4.67943,4.76796
4.013202637069069,0.2324324438238556,1.627027106766989,0.8020904020981576,1.4036582036717757,0.18929829300458428,0.6625440255160449,0.9818780114997195,4.67943,4.76796
4.022849758792793,0.22817840369689177,1.5972488258782422,0.7885099395933346,1.3798923942883354,0.19280066691354192,0.6748023341973967,0.9818780114997195,4.67943,4.76796
