r (A),g(r)_weighted_Na-Cl,g(r)_unweighted_Na-Cl,g(r)_weighted_Na-Na,g(r)_unweighted_Na-Na,g(r)_weighted_Cl-Cl,g(r)_unweighted_Cl-Cl,S_i_Na-Cl,Average_SCL,lambda_BC
2.637389247687688,1.3903513127289753,4.171053938186926,0.009257202212205419,0.02777160663661626,0.0,0.0,1.0,4.63223,4.48028
2.652289751911912,1.402242896582572,4.206728689747716,0.010615409917028267,0.0318462297510848,0.0,0.0,0.7084462369906632,4.63223,4.48028
2.667190256136136,1.4022532170477842,4.2067596511433525,0.011973617621851115,0.03592085286555335,0.0,0.0,0.7084462369906632,4.63223,4.48028
2.6820907603603605,1.3924985308039226,4.177495592411768,0.013331825326674002,0.03999547598002201,0.0,0.0,0.7084462369906632,4.63223,4.48028
2.6969912645845846,1.382743844560061,4.148231533680184,0.014690033031496852,0.044070099094490556,0.0,0.0,0.7084462369906632,4.63223,4.48028
2.7118917688088087,1.3613724361059845,4.084117308317953,0.016048240736319698,0.0481447222089591,0.0,0.0,0.7084462369906632,4.63223,4.48028
2.726792273033033,1.3369039603260178,4.010711880978054,0.01740644844114259,0.05221934532342777,0.0,0.0,0.7084462369906632,4.63223,4.48028
2.7416927772572572,1.309662566997932,3.928987700993796,0.01876465614596544,0.056293968437896316,0.0,0.0,0.7084462369906632,4.63223,4.48028
2.7565932814814813,1.2805961202322669,3.841788360696801,0.020122863850788285,0.060368591552364854,0.0,0.0,0.7084462369906632,4.63223,4.48028
2.771493785705706,1.2524681298491465,3.7574043895474394,0.023152504237263883,0.06945751271179165,0.0,0.0,0.7084462369906632,4.63223,4.48028
2.78639428992993,1.2239168175112873,3.6717504525338622,0.026652589991751133,0.0799577699752534,0.0,0.0,0.7084462369906632,4.63223,4.48028
2.8012947941541544,1.1926177676414953,3.577853302924486,0.030152675746238485,0.09045802723871546,0.0,0.0,0.7084462369906632,4.63223,4.48028
2.8161952983783785,1.1417880938514147,3.425364281554244,0.033652761500725735,0.10095828450217721,0.0,0.0,0.7084462369906632,4.63223,4.48028
2.8310958026026025,1.108891047197968,3.3266731415939046,0.037152847255212985,0.11145854176563896,0.0,0.0,0.7084462369906632,4.63223,4.48028
2.845996306826827,1.0670023585579649,3.201007075673895,0.04065293300970034,0.12195879902910102,0.0,0.0,0.7084462369906632,4.63223,4.48028
2.860896811051051,1.027469829489711,3.0824094884691333,0.04415301876418759,0.13245905629256277,0.0,0.0,0.7084462369906632,4.63223,4.48028
2.875797315275275,0.992275649007121,2.976826947021363,0.048278979154179544,0.14483693746253865,0.013490023637291185,0.04047007091187356,0.7084462369906632,4.63223,4.48028
