r (A),g(r)_weighted_Li-Li,g(r)_unweighted_Li-Li,g(r)_weighted_Ca-Li,g(r)_unweighted_Ca-Li,g(r)_weighted_Li-Cl,g(r)_unweighted_Li-Cl,g(r)_weighted_Ca-Ca,g(r)_unweighted_Ca-Ca,g(r)_weighted_Ca-Cl,g(r)_unweighted_Ca-Cl,g(r)_weighted_Cl-Cl,g(r)_unweighted_Cl-Cl,S_i_Li-Cl,S_i_Ca-Cl,Average_SCL,lambda_BC
8.642708642708644,0.12382104372729787,0.9551909087534407,0.054374316785098686,0.9787377021317762,0.25520307159278005,1.060074297385394,0.02501128153229846,1.0504738243565352,0.1014168449790714,0.9829632667202306,0.3952215908968665,0.8839867536036424,2.6425957903916956e-05,3.1135283600097435e-13,2.76694,0
8.652608652608654,0.12391426269588819,0.9559100265111375,0.05425738218114307,0.9766328792605752,0.2555063061358168,1.0613338870257008,0.024910418814448276,1.0462375902068277,0.10166287648062118,0.9853478797352515,0.39504719569720614,0.8835966862339879,2.6425957903916956e-05,3.1135283600097435e-13,2.76694,0
8.662508662508664,0.12400748166447853,0.9566291442688344,0.05414044757718745,0.9745280563893741,0.2558095406788536,1.0625934766660072,0.024809556096598098,1.0420013560571202,0.10190890798217096,0.9877324927502724,0.39510852279367364,0.8837338557160277,2.6425957903916956e-05,3.1135283600097435e-13,2.76694,0
8.672408672408674,0.12385515519665329,0.9554540543741825,0.05402351297323183,0.972423233518173,0.2561127752218903,1.0638530663063137,0.02470869337874792,1.0377651219074127,0.10215493948372073,0.9901171057652933,0.3951698498901412,0.8838710251980675,2.6425957903916956e-05,3.1135283600097435e-13,2.76694,0
8.682308682308683,0.12354368486814825,0.9530512832685722,0.05390657836927622,0.9703184106469719,0.2564160097649271,1.0651126559466204,0.02460783066089774,1.0335288877577051,0.10240097098527051,0.9925017187803142,0.3952311769866087,0.8840081946801073,2.6425957903916956e-05,3.1135283600097435e-13,2.76694,0
8.692208692208693,0.1232322145396432,0.9506485121629619,0.053789643765320604,0.9682135877757708,0.25661862751296494,1.0659542989000084,0.024506967943047565,1.0292926536079978,0.1026470024868203,0.9948863317953351,0.39529250408307626,0.8841453641621471,2.6425957903916956e-05,3.1135283600097435e-13,2.76694,0
8.702108702108703,0.12292074421113816,0.9482457410573516,0.05369366681982451,0.966486002756841,0.25679056835239655,1.0666685146945702,0.024418122945348317,1.0255611637046294,0.10289303398837006,0.997270944810356,0.39535383117954376,0.8842825336441869,2.6425957903916956e-05,3.1135283600097435e-13,2.76694,0
8.712008712008712,0.12260927388263311,0.9458429699517412,0.0535983638815055,0.9647705498670989,0.2569625091918281,1.0673827304891321,0.024329664442621766,1.0218459065901142,0.10316366462360699,0.999893980198037,0.3954151582760113,0.8844197031262266,2.6425957903916956e-05,3.1135283600097435e-13,2.76694,0
8.721908721908722,0.12229780355412807,0.943440198846131,0.053503060943186485,0.9630550969773567,0.2571344500312597,1.068096946283694,0.02424120593989521,1.0181306494755988,0.10347549965202334,1.0029163812426878,0.3954764853724788,0.8845568726082664,2.6425957903916956e-05,3.1135283600097435e-13,2.76694,0
8.731808731808734,0.12198633322562298,0.9410374277405202,0.05340775800486747,0.9613396440876143,0.2573063908706913,1.068811162078256,0.024152747437168644,1.014415392361083,0.10378733468043973,1.005938782287339,0.3955378124689463,0.8846940420903062,2.6425957903916956e-05,3.1135283600097435e-13,2.76694,0
8.741708741708743,0.12167486289711794,0.9386346566349099,0.053312455066548456,0.9596241911978721,0.25747833171012285,1.069525377872818,0.024064288934442086,1.0107001352465677,0.10409916970885606,1.0089611833319896,0.39566576284133204,0.8849802269468849,2.6425957903916956e-05,3.1135283600097435e-13,2.76694,0
8.751608751608753,0.12144059527860049,0.936827449292061,0.053217152128229445,0.95790873830813,0.2576502725495544,1.0702395936673799,0.023975830431715535,1.0069848781320525,0.1044110047372724,1.0119835843766403,0.395794982465519,0.8852692507216936,2.6425957903916956e-05,3.1135283600097435e-13,2.76694,0
