r (A),g(r)_weighted_Li-Cl,g(r)_unweighted_Li-Cl,g(r)_weighted_K-Cl,g(r)_unweighted_K-Cl,g(r)_weighted_Ce-Cl,g(r)_unweighted_Ce-Cl,S_i_Li-Cl,S_i_K-Cl,S_i_Ce-Cl,Average_SCL,lambda_BC
1.0379001494074074,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.0448659222222223,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.051831695037037,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.058797467851852,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.0657632406666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.0727290134814815,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.0796947862962962,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.0866605591111111,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.0936263319259258,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.1005921047407408,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.1075578775555555,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.1145236503703704,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.1214894231851853,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.128455196,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.135420968814815,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.1423867416296296,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.1493525144444445,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.1563182872592592,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.1632840600740741,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.1702498328888888,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.1772156057037038,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.1841813785185185,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.1911471513333334,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.198112924148148,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.205078696962963,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.2120444697777777,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.2190102425925926,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.2259760154074075,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.2329417882222222,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.2399075610370371,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.2468733338518518,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.2538391066666668,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.2608048794814815,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.2677706522962964,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.274736425111111,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.281702197925926,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.2886679707407407,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.2956337435555556,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.3025995163703703,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.3095652891851852,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.316531062,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.3234968348148148,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.3304626076296295,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.3374283804444445,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.3443941532592594,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.351359926074074,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.358325698888889,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.3652914717037037,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.3722572445185186,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.3792230173333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.3861887901481482,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.393154562962963,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.4001203357777778,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.4070861085925925,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.4140518814074075,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.4210176542222221,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.427983427037037,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.4349491998518518,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.4419149726666667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.4488807454814814,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.4558465182962963,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.4628122911111112,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.469778063925926,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.4767438367407408,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.4837096095555555,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.4906753823703704,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.4976411551851851,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.504606928,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.5115727008148148,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.5185384736296297,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.5255042464444444,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.5324700192592593,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.539435792074074,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.546401564888889,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.5533673377037036,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.5603331105185185,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.5672988833333334,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.5742646561481481,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.581230428962963,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.5881962017777778,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.5951619745925927,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.6021277474074074,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.6090935202222223,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.616059293037037,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.623025065851852,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.6299908386666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.6369566114814815,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.6439223842962962,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.6508881571111111,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.6578539299259258,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.6648197027407408,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.6717854755555557,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.6787512483703704,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.6857170211851853,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.692682794,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.699648566814815,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.7066143396296296,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.7135801124444445,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.7205458852592592,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.7275116580740741,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.7344774308888888,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.7414432037037038,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.7484089765185185,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.7553747493333334,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.762340522148148,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.769306294962963,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.7762720677777777,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.7832378405925926,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.7902036134074075,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.7971693862222222,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.8041351590370371,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
1.8111009318518518,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.8225,0
