r (A),g(r)_weighted_Mg-Cl,g(r)_unweighted_Mg-Cl,g(r)_weighted_Mg-Mg,g(r)_unweighted_Mg-Mg,g(r)_weighted_Cl-Cl,g(r)_unweighted_Cl-Cl,S_i_Mg-Cl,Average_SCL,lambda_BC
2.591895627027027,1.0546680771330976,3.6913382699658412,0.0,0.0,0.0,0.0,0.8571964363864817,4.53692,4.76796
2.602831895495495,1.0067866255548663,3.523753189442032,0.0,0.0,0.0,0.0,0.8571964363864817,4.53692,4.76796
2.6137681639639636,0.961736299820826,3.3660770493728904,0.0,0.0,0.0,0.0,0.8571964363864817,4.53692,4.76796
2.6247044324324325,0.9164773202392532,3.2076706208373857,0.0,0.0,0.0,0.0,0.8571964363864817,4.53692,4.76796
2.635640700900901,0.8652261553858951,3.0282915438506324,0.0,0.0,0.0,0.0,0.8571964363864817,4.53692,4.76796
2.6465769693693693,0.8210195764303443,2.8735685175062047,0.0,0.0,0.0,0.0,0.8571964363864817,4.53692,4.76796
2.6575132378378377,0.7864297437939173,2.75250410327871,0.0,0.0,0.0,0.0,0.8571964363864817,4.53692,4.76796
2.668449506306306,0.744657052845122,2.6062996849579263,0.0,0.0,0.0,0.0,0.8571964363864817,4.53692,4.76796
2.6793857747747745,0.7025868818643641,2.459054086525274,0.0,0.0,0.0,0.0,0.8571964363864817,4.53692,4.76796
2.6903220432432433,0.6715973167167413,2.350590608508594,0.0,0.0,0.0,0.0,0.8571964363864817,4.53692,4.76796
2.7012583117117117,0.6393375217879552,2.2376813262578428,0.0,0.0,0.0,0.0,0.8571964363864817,4.53692,4.76796
2.71219458018018,0.604173215884582,2.1146062555960365,0.0,0.0,0.0,0.0,0.8571964363864817,4.53692,4.76796
2.7231308486486485,0.5713627502455801,1.99976962585953,0.0,0.0,0.0,0.0,0.8571964363864817,4.53692,4.76796
2.734067117117117,0.5445096101333912,1.9057836354668687,0.0,0.0,0.0,0.0,0.8571964363864817,4.53692,4.76796
2.7450033855855853,0.5183261336508027,1.8141414677778094,0.0,0.0,0.0,0.0,0.8571964363864817,4.53692,4.76796
2.7559396540540537,0.4970619331827628,1.7397167661396695,0.0,0.0,0.0,0.0,0.8571964363864817,4.53692,4.76796
2.7668759225225226,0.4757977327147219,1.6652920645015266,0.0,0.0,0.0,0.0,0.8571964363864817,4.53692,4.76796
2.777812190990991,0.45453353224668197,1.5908673628633867,0.0,0.0,0.01636914260599264,0.028645999560487117,0.8571964363864817,4.53692,4.76796
2.7887484594594594,0.42828758519192206,1.499006548171727,0.0,0.0,0.01934812607409874,0.033859220629672795,0.8571964363864817,4.53692,4.76796
2.7996847279279278,0.4014929147966195,1.4052252017881681,0.0,0.0,0.022327109542204848,0.03907244169885848,0.8571964363864817,4.53692,4.76796
2.810620996396396,0.38194926587522626,1.3368224305632916,0.0,0.0,0.025306093010310952,0.04428566276804416,0.8571964363864817,4.53692,4.76796
2.8215572648648646,0.36531914685546174,1.278617013994116,0.0,0.0,0.028285076478417052,0.049498883837229835,0.8571964363864817,4.53692,4.76796
2.832493533333333,0.3486890278356973,1.2204115974249403,0.0,0.0,0.031264059946523155,0.05471210490641551,0.8571964363864817,4.53692,4.76796
2.843429801801802,0.3333764717602972,1.1668176511610402,0.0,0.0,0.03424304341462938,0.05992532597560141,0.8571964363864817,4.53692,4.76796
2.8543660702702702,0.31888508967291335,1.1160978138551965,0.0,0.0,0.03722202688273548,0.06513854704478708,0.8571964363864817,4.53692,4.76796
2.8653023387387386,0.30439370758552947,1.065377976549353,0.0,0.0,0.04020101035084158,0.07035176811397276,0.8571964363864817,4.53692,4.76796
2.876238607207207,0.29018594782948365,1.0156508174031926,0.0,0.0,0.045724243811040954,0.08001742666932166,0.8571964363864817,4.53692,4.76796
2.8871748756756754,0.2774738175005425,0.9711583612518987,0.00266370365129691,0.018645925559078368,0.05389959003207454,0.09432428255613043,0.8571964363864817,4.53692,4.76796
