r (A),g(r)_weighted_K-K,g(r)_unweighted_K-K,g(r)_weighted_K-Cl,g(r)_unweighted_K-Cl,g(r)_weighted_Ca-K,g(r)_unweighted_Ca-K,g(r)_weighted_Cl-Cl,g(r)_unweighted_Cl-Cl,g(r)_weighted_Ca-Cl,g(r)_unweighted_Ca-Cl,g(r)_weighted_Ca-Ca,g(r)_unweighted_Ca-Ca,S_i_K-Cl,S_i_Ca-Cl,Average_SCL,lambda_BC
0.5479321881481481,0.0034840527107874598,0.025161380414475045,0.004181801261181065,0.016914125758670125,0.0027734488592930074,0.05099707238731067,0.022203215179952426,0.05029657970877913,0.005579520674317092,0.057459043624973456,0.0005774221671411984,0.02703297676840583,1.0,1.0,4.00596,0
0.5627411662062062,0.003480482614987856,0.025135597641943553,0.004173780818387228,0.016881685484830603,0.002769935759921099,0.05093247491605291,0.0221793475019314,0.0502425126486566,0.005575306709794619,0.057415647357540414,0.0005767261969227935,0.027000393767931858,1.0,1.0,4.00596,0
0.5775501442642642,0.003476912519188252,0.025109814869412064,0.004165760375593392,0.01684924521099108,0.0027664226605491897,0.05086787744479515,0.022155479823910373,0.05018844558853406,0.005571092745272146,0.05737225109010737,0.0005760302267043885,0.026967810767457884,1.0,1.0,4.00596,0
0.5923591223223222,0.0034733424233886483,0.025084032096880576,0.004157739952538136,0.01681680501698817,0.0027629095611772813,0.050803279973537396,0.022131612145889348,0.05013437852841153,0.005566878780749673,0.05732885482267433,0.000575334256482493,0.0269352277668205,1.0,1.0,4.00596,0
0.6071681003803804,0.003469772327589044,0.025058249324349084,0.0041497195331214485,0.01678436483770217,0.0027593964618053725,0.050738682502279635,0.02210774446786832,0.05008031146828899,0.0055626648162272,0.05728545855524128,0.0005746382862596513,0.026902644766138815,1.0,1.0,4.00596,0
0.6219770784384384,0.00346620223178944,0.025032466551817595,0.0041416991137047604,0.01675192465841617,0.002755883362433464,0.05067408503102188,0.02208387678984729,0.050026244408166456,0.005558450851704727,0.05724206228780824,0.0005739423160368097,0.026870061765457132,1.0,1.0,4.00596,0
0.6367860564964964,0.003462632135989836,0.025006683779286103,0.004133678694288074,0.016719484479130173,0.0027523702630615557,0.050609487559764126,0.022060009111826265,0.04997217734804393,0.0055542368871822545,0.0571986660203752,0.000573246345813968,0.026837478764775446,1.0,1.0,4.00596,0
0.6515950345545545,0.003459062040190232,0.024980901006754614,0.004125658274871386,0.016687044299844172,0.002748857163689647,0.050544890088506364,0.022036141433805237,0.04991811028792139,0.005550022922659781,0.05715526975294215,0.0005725503755911264,0.026804895764093763,1.0,1.0,4.00596,0
0.6664040126126126,0.0034554919443789554,0.024955118234138825,0.004117637855454699,0.016654604120558174,0.0027453440614303324,0.05048029256415614,0.022012273755784212,0.04986404322779886,0.005545808958152923,0.05711187348566991,0.0005718544053682846,0.02677231276341208,1.0,1.0,4.00596,0
0.6812129906706706,0.0034519218485565563,0.02492933546144271,0.0041096174360380116,0.016622163941272177,0.002741830956919361,0.05041569499840334,0.021988406077763187,0.04980997616767632,0.005541594993657356,0.05706847721851395,0.000571158435145443,0.026739729762730396,1.0,1.0,4.00596,0
0.6960219687287287,0.0034483517527341577,0.0249035526887466,0.004101597016621324,0.016589723761986176,0.002738317852408389,0.050351097432650545,0.02196453839974216,0.04975590910755379,0.0055373810291617885,0.057025080951357984,0.0005704624649226014,0.026707146762048713,1.0,1.0,4.00596,0
