r (A),g(r)_weighted_Na-F,g(r)_unweighted_Na-F,g(r)_weighted_Na-Na,g(r)_unweighted_Na-Na,g(r)_weighted_F-F,g(r)_unweighted_F-F,S_i_Na-F,Average_SCL,lambda_BC
1.7716733895376253,0.020306883906385003,0.06092065171915501,0.0,0.0,0.0,0.0,1.0,3.9325,5.22361
1.7844192412609177,0.025050977961828067,0.0751529338854842,0.0,0.0,0.0,0.0,1.0,3.9325,5.22361
1.79716509298421,0.029795072017271128,0.08938521605181339,0.0,0.0,0.0,0.0,1.0,3.9325,5.22361
1.8099109447075021,0.043406672677464994,0.130220018032395,0.0,0.0,0.0,0.0,1.0,3.9325,5.22361
1.8226567964307945,0.060875427108030934,0.1826262813240928,0.0,0.0,0.0,0.0,1.0,3.9325,5.22361
1.8354026481540866,0.08136801737663307,0.24410405212989925,0.0,0.0,0.0,0.0,1.0,3.9325,5.22361
1.848148499877379,0.1063300712948416,0.3189902138845248,0.0,0.0,0.0,0.0,1.0,3.9325,5.22361
1.8608943516006713,0.13340610090131266,0.400218302703938,0.0,0.0,0.0,0.0,1.0,3.9325,5.22361
1.8736402033239634,0.16336056560316287,0.49008169680948865,0.0,0.0,0.0,0.0,1.0,3.9325,5.22361
1.8863860550472558,0.2072088290971761,0.6216264872915284,0.0,0.0,0.0,0.0,1.0,3.9325,5.22361
1.899131906770548,0.2918560806842075,0.8755682420526225,0.0,0.0,0.0,0.0,1.0,3.9325,5.22361
1.9118777584938402,0.3528845856830449,1.0586537570491348,0.0,0.0,0.0,0.0,1.0,3.9325,5.22361
1.9246236102171326,0.38895612513628053,1.1668683754088416,0.0,0.0,0.0,0.0,1.0,3.9325,5.22361
1.937369461940425,0.44434845958296376,1.3330453787488914,0.0,0.0,0.0,0.0,1.0,3.9325,5.22361
1.950115313663717,0.5583969962007926,1.675190988602378,0.0,0.0,0.0,0.0,1.0,3.9325,5.22361
1.9628611653870094,0.6299208537967919,1.8897625613903757,0.0,0.0,0.0,0.0,1.0,3.9325,5.22361
1.9756070171103017,0.669668124266555,2.009004372799665,0.0,0.0,0.0,0.0,1.0,3.9325,5.22361
1.9883528688335939,0.7453619522085,2.2360858566255,0.0,0.0,0.0,0.0,1.0,3.9325,5.22361
2.0010987205568864,0.8565531948209788,2.5696595844629364,0.0,0.0,0.0,0.0,1.0,3.9325,5.22361
2.0138445722801785,0.9224053142478158,2.7672159427434475,0.0,0.0,0.0,0.0,1.0,3.9325,5.22361
2.0265904240034707,0.9563921107364537,2.8691763322093613,0.0,0.0,0.0,0.0,1.0,3.9325,5.22361
2.039336275726763,1.0270997033636917,3.0812991100910754,0.0,0.0,0.0,0.0,1.0,3.9325,5.22361
2.0520821274500554,1.1101649533365037,3.3304948600095114,0.0,0.0,0.0,0.0,1.0,3.9325,5.22361
2.0648279791733475,1.155825421090555,3.467476263271665,0.0,0.0,0.0,0.0,1.0,3.9325,5.22361
2.0775738308966396,1.179174542294048,3.537523626882144,0.0,0.0,0.0,0.0,1.0,3.9325,5.22361
2.090319682619932,1.2282604755784376,3.684781426735313,0.0014460229301334095,0.004338068790400228,0.0,0.0,1.0,3.9325,5.22361
2.1030655343432243,1.2628803705200256,3.788641111560077,0.001706946755590647,0.005120840266771941,0.0,0.0,1.0,3.9325,5.22361
2.1158113860665164,1.281596175455344,3.844788526366032,0.0019678705810478843,0.005903611743143654,0.007645292668808765,0.022935878006426297,1.0,3.9325,5.22361
2.128557237789809,1.2927374311589512,3.878212293476854,0.002228794406505131,0.006686383219515393,0.009044680539981111,0.027134041619943337,1.0,3.9325,5.22361
2.141303089513101,1.3038786868625583,3.911636060587675,0.0024897182319623683,0.007469154695887105,0.010444068411153407,0.031332205233460225,1.0,3.9325,5.22361
2.1540489412363932,1.315019942566165,3.9450598276984956,0.0027506420574196057,0.008251926172258818,0.011843456282325707,0.03553036884697712,1.0,3.9325,5.22361
2.166794792959686,1.3261200905523762,3.9783602716571287,0.0030115658828768523,0.009034697648630557,0.013242844153498053,0.03972853246049416,0.7454349972512762,3.9325,5.22361
2.179540644682978,1.3185321668501349,3.9555965005504046,0.00327248970833409,0.009817469125002271,0.01464223202467035,0.043926696074011055,0.7454349972512762,3.9325,5.22361
2.19228649640627,1.3109442431478935,3.932832729443681,0.003533413533791327,0.010600240601373982,0.016041619895842647,0.04812485968752794,0.7454349972512762,3.9325,5.22361
2.2050323481295626,1.303356319445652,3.910068958336956,0.003794337359248574,0.011383012077745723,0.017441007767014995,0.05232302330104499,0.7454349972512762,3.9325,5.22361
2.2177781998528547,1.2957683957434105,3.8873051872302318,0.0040552611847058115,0.012165783554117435,0.01884039563818729,0.05652118691456188,0.7454349972512762,3.9325,5.22361
2.230524051576147,1.2708694930415256,3.8126084791245773,0.004316185010163049,0.012948555030489148,0.02023978350935959,0.060719350528078773,0.7454349972512762,3.9325,5.22361
2.2432699032994394,1.2405015472953198,3.7215046418859594,0.004577108835620295,0.013731326506860887,0.021639171380531938,0.06491751414159581,0.7454349972512762,3.9325,5.22361
2.2560157550227316,1.210739098392841,3.632217295178523,0.004838032661077533,0.0145140979832326,0.023038559251704234,0.06911567775511271,0.7454349972512762,3.9325,5.22361
2.2687616067460237,1.1782168322625557,3.5346504967876675,0.005771583753189898,0.017314751259569695,0.02443794712287653,0.07331384136862959,0.7454349972512762,3.9325,5.22361
2.2815074584693162,1.1447340772472654,3.4342022317417964,0.007498074078884758,0.022494222236654274,0.026654714709636027,0.07996414412890808,0.7454349972512762,3.9325,5.22361
2.2942533101926084,1.1182354332901179,3.3547062998703536,0.009224564404579557,0.027673693213738672,0.02999213217489093,0.08997639652467279,0.7454349972512762,3.9325,5.22361
2.3069991619159005,1.0942334583687638,3.2827003751062915,0.010951054730274357,0.03285316419082307,0.033329549640145825,0.09998864892043749,0.7454349972512762,3.9325,5.22361
2.319745013639193,1.0550277577850742,3.1650832733552225,0.012677545055969214,0.03803263516790764,0.03666696710540085,0.11000090131620255,0.7454349972512762,3.9325,5.22361
2.332490865362485,1.0110784988868522,3.0332354966605566,0.01440403538166401,0.04321210614499203,0.04000438457065575,0.12001315371196725,0.7454349972512762,3.9325,5.22361
2.3452367170857773,0.9854738389024861,2.9564215167074583,0.01613052570735881,0.04839157712207643,0.04334180203591065,0.13002540610773194,0.7454349972512762,3.9325,5.22361
2.35798256880907,0.9614718639811315,2.8844155919433945,0.017857016033053667,0.05357104809916101,0.046679219501165665,0.140037658503497,0.7454349972512762,3.9325,5.22361
2.370728420532362,0.9203171827465282,2.7609515482395848,0.01958350635874847,0.05875051907624541,0.05001663696642057,0.15004991089926173,0.7454349972512762,3.9325,5.22361
2.383474272255654,0.8766258932436164,2.6298776797308494,0.021309996684443267,0.0639299900533298,0.05335405443167547,0.16006216329502643,0.7454349972512762,3.9325,5.22361
2.3962201239789467,0.8519670275421004,2.5559010826263013,0.025951880440706544,0.07785564132211964,0.05693735290802671,0.17081205872408015,0.7454349972512762,3.9325,5.22361
2.408965975702239,0.830845289611309,2.492535868833927,0.030670597062558397,0.09201179118767519,0.06163107244820261,0.18489321734460784,0.7454349972512762,3.9325,5.22361
2.421711827425531,0.7895486602132176,2.368645980639653,0.03538931368441025,0.10616794105323075,0.06632479198837851,0.19897437596513556,0.7454349972512762,3.9325,5.22361
2.4344576791488235,0.7471564763934163,2.241469429180249,0.04010803030626227,0.1203240909187868,0.07101851152855458,0.21305553458566376,0.7454349972512762,3.9325,5.22361
2.4472035308721156,0.7225853251432328,2.1677559754296984,0.04482674692811412,0.13448024078434237,0.07571223106873048,0.22713669320619145,0.7454349972512762,3.9325,5.22361
2.4599493825954077,0.6933029157391811,2.0799087472175435,0.05037362145086392,0.15112086435259178,0.08040595060890637,0.24121785182671915,0.7454349972512762,3.9325,5.22361
2.4726952343187003,0.6699028426165162,2.009708527849549,0.056568416882946955,0.16970525064884087,0.08542904402168117,0.2562871320650435,0.7454349972512762,3.9325,5.22361
2.4854410860419924,0.6471489703910721,1.9414469111732164,0.06276321231502976,0.18828963694508932,0.09148954268932308,0.27446862806796923,0.7454349972512762,3.9325,5.22361
2.4981869377652846,0.6219220945933052,1.8657662837799156,0.06895800774711258,0.20687402324133775,0.09755004135696496,0.2926501240708949,0.7454349972512762,3.9325,5.22361
2.510932789488577,0.5956399320544215,1.7869197961632644,0.0751528031791956,0.22545840953758683,0.10361054002460708,0.31083162007382126,0.7454349972512762,3.9325,5.22361
2.5236786412118692,0.5693577695155395,1.7080733085466187,0.08334767231511916,0.2500430169453575,0.10967103869224899,0.329013116076747,0.7454349972512762,3.9325,5.22361
2.5364244929351614,0.5443379143799875,1.6330137431399625,0.09166835695452187,0.2750050708635656,0.11573153735989089,0.34719461207967267,0.7454349972512762,3.9325,5.22361
2.549170344658454,0.5250403265432179,1.5751209796296537,0.09998904159392485,0.29996712478177456,0.12265675219457646,0.3679702565837294,0.7454349972512762,3.9325,5.22361
2.561916196381746,0.5057427387064488,1.5172282161193467,0.10830972623332755,0.32492917869998267,0.12961732492176917,0.38885197476530753,0.7454349972512762,3.9325,5.22361
2.574662048105038,0.4909328184872983,1.472798455461895,0.11644211712653654,0.34932635137960966,0.1365778976489619,0.40973369294688566,0.7454349972512762,3.9325,5.22361
2.5874078998283307,0.47620847502958674,1.4286254250887602,0.12457078596656875,0.37371235789970625,0.14353847037615483,0.4306154111284645,0.7454349972512762,3.9325,5.22361
2.600153751551623,0.45540676343108044,1.3662202902932414,0.13269945480660067,0.39809836441980206,0.15049904310334755,0.45149712931004266,0.7454349972512762,3.9325,5.22361
2.612899603274915,0.43478144618981185,1.3043443385694355,0.141873377669743,0.425620133009229,0.15843954147720613,0.4753186244316184,0.7454349972512762,3.9325,5.22361
2.6256454549982076,0.4226204455629919,1.2678613366889757,0.15153817290474203,0.4546145187142261,0.1668402326996803,0.5005206980990409,0.7454349972512762,3.9325,5.22361
2.6383913067214997,0.41040783934619585,1.2312235180385875,0.16120296813974072,0.4836089044192222,0.17524092392215418,0.5257227717664625,0.7454349972512762,3.9325,5.22361
2.651137158444792,0.39696673339023736,1.190900200170712,0.17191430650518458,0.5157429195155537,0.18364161514462807,0.5509248454338842,0.7454349972512762,3.9325,5.22361
2.6638830101680844,0.38351599259895536,1.1505479777968661,0.18433113512010518,0.5529934053603156,0.19198468191682266,0.575954045750468,0.7454349972512762,3.9325,5.22361
2.6766288618913765,0.3699148734768549,1.1097446204305648,0.1967479637350254,0.5902438912050763,0.20030536655622544,0.6009160996686763,0.7454349972512762,3.9325,5.22361
2.6893747136146686,0.35631375435475454,1.0689412630642636,0.2091647923499456,0.6274943770498368,0.2086260511956282,0.6258781535868846,0.7454349972512762,3.9325,5.22361
2.702120565337961,0.34421383885863477,1.0326415165759044,0.22158162096486622,0.6647448628945987,0.21694673583503124,0.6508402075050937,0.7454349972512762,3.9325,5.22361
2.7148664170612533,0.33418634711371353,1.0025590413411407,0.23399844957978638,0.7019953487393592,0.2274078827317519,0.6822236481952557,0.7454349972512762,3.9325,5.22361
2.7276122687845454,0.3241588553687923,0.9724765661063769,0.2464152781947066,0.7392458345841199,0.23854479909526005,0.7156343972857802,0.7454349972512762,3.9325,5.22361
2.740358120507838,0.31413136362387073,0.9423940908716122,0.2588321068096272,0.7764963204288817,0.2496817154587686,0.7490451463763058,0.7454349972512762,3.9325,5.22361
2.75310397223113,0.3051965176219486,0.9155895528658459,0.27362564617919494,0.8208769385375848,0.2596706848253463,0.7790120544760388,0.7454349972512762,3.9325,5.22361
2.7658498239544222,0.29754497895005033,0.892634936850151,0.28850975375054516,0.8655292612516355,0.26831139579703367,0.8049341873911011,0.7454349972512762,3.9325,5.22361
2.778595675677715,0.2898934402781518,0.8696803208344553,0.30082834395335384,0.9024850318600616,0.2769521067687214,0.8308563203061643,0.7454349972512762,3.9325,5.22361
2.791341527401007,0.28224190160625345,0.8467257048187604,0.3103651286554386,0.9310953859663158,0.2857001509168612,0.8571004527505837,0.7454349972512762,3.9325,5.22361
2.804087379124299,0.2745903629343552,0.8237710888030656,0.3199019133575233,0.95970574007257,0.2950129171863466,0.8850387515590399,0.7454349972512762,3.9325,5.22361
2.8168332308475916,0.26693882426245663,0.8008164727873699,0.32985254908842476,0.9895576472652744,0.3043256834558324,0.9129770503674972,0.7454349972512762,3.9325,5.22361
2.8295790825708838,0.25928728559055836,0.7778618567716751,0.34169352338295933,1.025080570148878,0.3136384497253178,0.9409153491759534,0.7454349972512762,3.9325,5.22361
2.842324934294176,0.2520853886829555,0.7562561660488666,0.3535344976774939,1.0606034930324817,0.32393559408269124,0.9718067822480738,0.7454349972512762,3.9325,5.22361
2.8550707860174684,0.24668761121175303,0.7400628336352592,0.3644999112076672,1.0934997336230017,0.3343935974412816,1.003180792323845,0.7454349972512762,3.9325,5.22361
2.8678166377407606,0.2412898337405507,0.7238695012216522,0.3747178948170436,1.1241536844511308,0.34485160079987165,1.034554802399615,0.7454349972512762,3.9325,5.22361
2.8805624894640527,0.23589205626934842,0.7076761688080453,0.38493587842641996,1.15480763527926,0.356736662522983,1.070209987568949,0.7454349972512762,3.9325,5.22361
2.893308341187345,0.23049427879814613,0.6914828363944384,0.3951538620357963,1.185461586107389,0.3690256736827161,1.1070770210481484,0.7454349972512762,3.9325,5.22361
2.9060541929106374,0.22509650132694362,0.6752895039808309,0.4065043508596108,1.2195130525788325,0.3788923557196576,1.136677067158973,0.7454349972512762,3.9325,5.22361
2.9188000446339295,0.2201009173207869,0.6603027519623608,0.4180653021133965,1.2541959063401895,0.3869996894708706,1.160999068412612,0.7454349972512762,3.9325,5.22361
2.9315458963572216,0.21625478267278325,0.6487643480183498,0.4296262533671822,1.2888787601015466,0.3951070232220836,1.1853210696662508,0.7454349972512762,3.9325,5.22361
2.944291748080514,0.2124086480247795,0.6372259440743385,0.4411872046209682,1.3235616138629047,0.4032143569732969,1.2096430709198907,0.7454349972512762,3.9325,5.22361
2.9570375998038063,0.20856251337677584,0.6256875401303276,0.4512705192494936,1.3538115577484808,0.41099149259596,1.2329744777878802,0.7454349972512762,3.9325,5.22361
2.9697834515270984,0.20471637872877219,0.6141491361863166,0.4604446074416555,1.3813338223249665,0.4185654491266984,1.2556963473800953,0.7454349972512762,3.9325,5.22361
