r (A),g(r)_weighted_Th-F,g(r)_unweighted_Th-F,g(r)_weighted_Th-Th,g(r)_unweighted_Th-Th,g(r)_weighted_F-F,g(r)_unweighted_F-F,S_i_Th-F,Average_SCL,lambda_BC
0.69267634109009,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
0.7006381381141141,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
0.7085999351381381,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
0.7165617321621621,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
0.7245235291861861,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
0.7324853262102102,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
0.7404471232342342,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
0.7484089202582582,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
0.7563707172822822,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
0.7643325143063062,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
0.7722943113303303,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
0.7802561083543543,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
0.7882179053783783,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
0.7961797024024023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
0.8041414994264264,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
0.8121032964504504,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
0.8200650934744744,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
0.8280268904984984,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
0.8359886875225225,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
0.8439504845465465,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
0.8519122815705705,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
0.8598740785945945,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
0.8678358756186186,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
0.8757976726426426,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
0.8837594696666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
0.8917212666906906,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
0.8996830637147146,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
0.9076448607387387,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
0.9156066577627627,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
0.9235684547867867,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
0.9315302518108107,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
0.9394920488348348,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
0.9474538458588588,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
0.9554156428828828,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
0.9633774399069068,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
0.9713392369309309,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
0.9793010339549549,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
0.9872628309789789,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
0.9952246280030029,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
1.003186425027027,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
1.011148222051051,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
1.019110019075075,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
1.027071816099099,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
1.035033613123123,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
1.042995410147147,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
1.050957207171171,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
1.0589190041951952,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
1.0668808012192192,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
1.0748425982432432,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
1.0828043952672672,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
1.0907661922912912,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
1.0987279893153152,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
1.1066897863393392,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
1.1146515833633632,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
1.1226133803873874,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
1.1305751774114114,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
1.1385369744354354,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
1.1464987714594594,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
1.1544605684834834,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
1.1624223655075074,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
1.1703841625315314,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
1.1783459595555554,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
1.1863077565795794,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
1.1942695536036037,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
1.2022313506276276,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
1.2101931476516516,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
1.2181549446756756,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
1.2261167416996996,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
1.2340785387237236,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
1.2420403357477476,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
1.2500021327717716,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
1.2579639297957959,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
1.2659257268198199,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
1.2738875238438438,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
1.2818493208678678,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
1.2898111178918918,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
1.2977729149159158,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
1.3057347119399398,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
1.3136965089639638,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
1.3216583059879878,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
1.329620103012012,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
1.337581900036036,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
1.34554369706006,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
1.353505494084084,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
1.361467291108108,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
1.369429088132132,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
1.377390885156156,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
1.38535268218018,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
1.3933144792042043,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
1.4012762762282283,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
1.4092380732522523,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
1.4171998702762763,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
1.4251616673003003,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
1.4331234643243242,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
1.4410852613483482,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
1.4490470583723722,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
1.4570088553963962,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
1.4649706524204205,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
1.4729324494444445,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
1.4808942464684685,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
1.4888560434924925,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
1.4968178405165165,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
1.5047796375405404,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
1.5127414345645644,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
1.5207032315885884,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
1.5286650286126124,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
1.5366268256366367,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
1.5445886226606607,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
1.5525504196846847,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.63732,0
1.5605122167087087,0.0,0.0,-0.005582791,-0.016748373,0.0,0.0,1.0,4.63732,0
1.5684740137327327,0.0,0.0,-0.005582791,-0.016748373,0.004882709666666666,0.014648129,1.0,4.63732,0
1.5764358107567567,0.0,0.0,-0.005582791,-0.016748373,0.004882709666666666,0.014648129,1.0,4.63732,0
1.5843976077807806,0.0,0.0,-0.005582791,-0.016748373,0.004882709666666666,0.014648129,1.0,4.63732,0
1.5923594048048046,0.0,0.0,-0.005582791,-0.016748373,0.004882709666666666,0.014648129,1.0,4.63732,0
1.6003212018288289,0.0,0.0,-0.005582791,-0.016748373,0.004882709666666666,0.014648129,1.0,4.63732,0
1.6082829988528529,0.0,0.0,-0.005582791,-0.016748373,0.004882709666666666,0.014648129,1.0,4.63732,0
1.6162447958768769,0.0,0.0,-0.005582791,-0.016748373,0.004882709666666666,0.014648129,1.0,4.63732,0
1.6242065929009009,0.0,0.0,-0.005582791,-0.016748373,0.004882709666666666,0.014648129,1.0,4.63732,0
1.6321683899249249,0.0,0.0,-0.005582791,-0.016748373,0.004882709666666666,0.014648129,1.0,4.63732,0
1.6401301869489489,0.0,0.0,-0.005582791,-0.016748373,0.004882709666666666,0.014648129,1.0,4.63732,0
1.6480919839729729,0.0,0.0,-0.005582791,-0.016748373,0.004882709666666666,0.014648129,1.0,4.63732,0
1.6560537809969968,0.0,0.0,-0.005582791,-0.016748373,0.004882709666666666,0.014648129,1.0,4.63732,0
1.6640155780210208,0.0,0.0,-0.005582791,-0.016748373,0.004882709666666666,0.014648129,1.0,4.63732,0
1.671977375045045,0.0,0.0,-0.005582791,-0.016748373,0.004882709666666666,0.014648129,1.0,4.63732,0
1.679939172069069,0.0,0.0,-0.005582791,-0.016748373,0.004882709666666666,0.014648129,1.0,4.63732,0
1.687900969093093,0.0,0.0,-0.005582791,-0.016748373,0.004882709666666666,0.014648129,1.0,4.63732,0
1.695862766117117,0.0,0.0,-0.005582791,-0.016748373,0.004882709666666666,0.014648129,1.0,4.63732,0
1.703824563141141,0.0,0.0,-0.005582791,-0.016748373,0.004882709666666666,0.014648129,1.0,4.63732,0
1.711786360165165,0.0,0.0,-0.005582791,-0.016748373,0.004882709666666666,0.014648129,1.0,4.63732,0
1.719748157189189,0.0,0.0,-0.005582791,-0.016748373,0.004882709666666666,0.014648129,1.0,4.63732,0
1.727709954213213,0.0,0.0,-0.005582791,-0.016748373,0.004880345625166396,0.01464103687549919,1.0,4.63732,0
1.7356717512372373,0.0,0.0,-0.005582791,-0.016748373,0.004852803016669963,0.014558409050009892,1.0,4.63732,0
1.7436335482612613,0.0,0.0,-0.005582791,-0.016748373,0.004825260408173532,0.014475781224520597,1.0,4.63732,0
1.7515953452852853,0.0,0.0,-0.005582791,-0.016748373,0.0047977177996771,0.0143931533990313,1.0,4.63732,0
1.7595571423093093,0.0,0.0,-0.005582791,-0.016748373,0.004770175191180667,0.014310525573542003,1.0,4.63732,0
1.7675189393333333,0.0,0.0,-0.005582791,-0.016748373,0.004742632582684236,0.014227897748052708,1.0,4.63732,0
1.7754807363573573,0.0,0.0,-0.005582791,-0.016748373,0.004715089974187804,0.014145269922563411,1.0,4.63732,0
1.7834425333813813,0.0,0.0,-0.005582791,-0.016748373,0.004709508702981712,0.014128526108945137,1.0,4.63732,0
1.7914043304054053,0.0,0.0,-0.005582791,-0.016748373,0.004805907736221715,0.014417723208665146,1.0,4.63732,0
1.7993661274294293,0.0,0.0,-0.005582791,-0.016748373,0.004902306769461718,0.014706920308385154,1.0,4.63732,0
