r (A),g(r)_weighted_K-F,g(r)_weighted_K-K,g(r)_weighted_F-F,S_i_K-F,Average_SCL,lambda_BC
1.6245796286530692,0.0,0.0,0.0,1.0,4.692586036562379,4.63533
1.6320661707205948,0.0,0.0,0.0,1.0,4.692586036562379,4.63533
1.6395527127881204,0.0,0.0,0.0,1.0,4.692586036562379,4.63533
1.6470392548556463,0.0,0.0,0.0,1.0,4.692586036562379,4.63533
1.654525796923172,0.0,0.0,0.0,1.0,4.692586036562379,4.63533
1.6620123389906976,0.0,0.0,0.0,1.0,4.692586036562379,4.63533
1.6694988810582232,0.0,0.0,0.0,1.0,4.692586036562379,4.63533
1.6769854231257488,0.0,0.0,0.0,1.0,4.692586036562379,4.63533
1.6844719651932745,0.0,0.0,0.0,1.0,4.692586036562379,4.63533
1.6919585072608,0.0,0.0,0.0,1.0,4.692586036562379,4.63533
1.6994450493283257,0.0,0.0,0.0,1.0,4.692586036562379,4.63533
1.7069315913958514,0.0,0.0,0.0,1.0,4.692586036562379,4.63533
1.7144181334633772,0.0,0.0,0.0,1.0,4.692586036562379,4.63533
1.7219046755309029,0.0,0.0,0.0,1.0,4.692586036562379,4.63533
1.7293912175984285,0.0,0.0,0.0,1.0,4.692586036562379,4.63533
1.7368777596659541,0.0,0.0,0.0,1.0,4.692586036562379,4.63533
1.7443643017334798,0.0,0.0,0.0,1.0,4.692586036562379,4.63533
1.7518508438010054,0.0,0.0,0.0,1.0,4.692586036562379,4.63533
1.759337385868531,0.0,0.0,0.0,1.0,4.692586036562379,4.63533
1.766823927936057,0.0,0.0,0.0,1.0,4.692586036562379,4.63533
1.7743104700035826,0.0,0.0,0.0,1.0,4.692586036562379,4.63533
1.7817970120711082,0.0,0.0,0.0,1.0,4.692586036562379,4.63533
1.7892835541386338,0.0,0.0,0.0,1.0,4.692586036562379,4.63533
1.7967700962061595,0.0,0.0,0.0,1.0,4.692586036562379,4.63533
1.804256638273685,0.0,0.0,0.0,1.0,4.692586036562379,4.63533
