r (A),g(r)_weighted_U-Cl,g(r)_weighted_Na-Cl,g(r)_weighted_Cl-Cl,g(r)_weighted_Na-Na,g(r)_weighted_Na-U,g(r)_weighted_U-U,S_i_U-Cl,S_i_Na-Cl,Average_SCL,lambda_BC
0.3218989776028014,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.32539787953326665,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.32889678146373186,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.3323956833941971,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.3358945853246623,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.3393934872551276,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.3428923891855928,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.34639129111605804,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.34989019304652325,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.3533890949769885,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.3568879969074537,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.36038689883791897,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.36388580076838417,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.36738470269884943,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.37088360462931463,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.3743825065597799,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.37788140849024515,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.38138031042071036,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.3848792123511756,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.3883781142816408,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.3918770162121061,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.3953759181425713,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.39887482007303654,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.40237372200350174,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.405872623933967,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.4093715258644322,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.41287042779489747,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.41636932972536267,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.41986823165582793,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.42336713358629313,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.4268660355167584,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.4303649374472236,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.43386383937768885,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.43736274130815406,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.4408616432386193,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.4443605451690845,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.4478594470995498,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.45135834903001504,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.45485725096048024,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.4583561528909455,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.4618550548214107,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.46535395675187596,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.46885285868234117,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.4723517606128064,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.47585066254327163,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.4793495644737369,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.4828484664042021,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.48634736833466735,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.48984627026513256,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.4933451721955978,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.496844074126063,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.5003429760565282,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.5038418779869935,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.5073407799174587,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.5108396818479239,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.5143385837783891,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.5178374857088545,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.5213363876393197,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.5248352895697849,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.5283341915002502,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.5318330934307154,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.5353319953611806,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.5388308972916458,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.5423297992221111,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.5458287011525763,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.5493276030830415,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.5528265050135067,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.556325406943972,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.5598243088744372,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.5633232108049024,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.5668221127353676,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.570321014665833,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.5738199165962982,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.5773188185267634,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.5808177204572286,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.5843166223876939,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.5878155243181591,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.5913144262486243,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.5948133281790895,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.5983122301095548,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.60181113204002,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.6053100339704852,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.6088089359009505,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.6123078378314157,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.6158067397618809,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.6193056416923461,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.6228045436228115,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.6263034455532767,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.6298023474837419,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.6333012494142071,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.6368001513446724,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.6402990532751376,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.6437979552056028,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.647296857136068,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.6507957590665333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.6542946609969985,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.6577935629274637,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.6612924648579289,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.6647913667883942,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.6682902687188594,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.6717891706493246,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.67528807257979,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.6787869745102552,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.6822858764407204,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.6857847783711856,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.6892836803016509,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.6927825822321161,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.6962814841625813,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.6997803860930465,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.7032792880235118,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.706778189953977,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.7102770918844422,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.7137759938149074,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.7172748957453727,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.7207737976758379,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.7242726996063031,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.7277716015367683,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.7312705034672337,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.7347694053976989,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.7382683073281641,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.7417672092586293,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.7452661111890946,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.7487650131195598,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.752263915050025,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.7557628169804903,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.7592617189109555,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.7627606208414207,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.7662595227718859,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.7697584247023512,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.7732573266328164,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.7767562285632816,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.7802551304937468,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.7837540324242122,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.7872529343546774,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.7907518362851426,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.7942507382156078,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.7977496401460731,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.8012485420765383,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.8047474440070035,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.8082463459374687,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.811745247867934,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.8152441497983992,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.8187430517288644,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.8222419536593297,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.8257408555897949,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.8292397575202601,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.8327386594507253,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.8362375613811907,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.8397364633116559,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.8432353652421211,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.8467342671725863,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.8502331691030516,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.8537320710335168,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.857230972963982,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.8607298748944472,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.8642287768249125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.8677276787553777,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.8712265806858429,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.8747254826163081,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.8782243845467734,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.8817232864772386,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.8852221884077038,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.888721090338169,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.8922199922686344,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
0.8957188941990996,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.70037473884,2.5393
