r (A),g(r)_weighted_Li-F,g(r)_unweighted_Li-F,g(r)_weighted_Li-Li,g(r)_unweighted_Li-Li,g(r)_weighted_F-F,g(r)_unweighted_F-F,S_i_Li-F,Average_SCL,lambda_BC
2.0359720055855854,0.9294931430992646,2.788479429297794,0.02011191276098849,0.06033573828296547,0.0299693068941004,0.0899079206823012,0.752800327649007,3.44935,3.28553
2.0462546924824823,0.8948904563427026,2.684671369028108,0.02191228457564348,0.06573685372693044,0.03323763198696719,0.09971289596090158,0.752800327649007,3.44935,3.28553
2.056537379379379,0.8554125298693657,2.566237589608097,0.023712656390298466,0.0711379691708954,0.036505957079833985,0.10951787123950196,0.752800327649007,3.44935,3.28553
2.0668200662762763,0.8287724870876498,2.4863174612629497,0.025513028204953537,0.07653908461486061,0.03977428217270092,0.11932284651810277,0.752800327649007,3.44935,3.28553
2.077102753173173,0.8024538693718678,2.4073616081156035,0.027313400019608528,0.08194020005882559,0.0430426072655677,0.12912782179670312,0.752800327649007,3.44935,3.28553
2.08738544007007,0.7761352516560858,2.3284057549682573,0.02911377183426352,0.08734131550279056,0.0463109323584345,0.1389327970753035,0.752800327649007,3.44935,3.28553
2.097668126966967,0.7498166339403036,2.249449901820911,0.03248593595606975,0.09745780786820926,0.049579257451301297,0.1487377723539039,0.752800327649007,3.44935,3.28553
2.1079508138638636,0.7234980162245216,2.170494048673565,0.03669175431351725,0.11007526294055175,0.05284758254416808,0.15854274763250426,0.752800327649007,3.44935,3.28553
2.1182335007607604,0.7007641546793846,2.102292464038154,0.04089757267096475,0.12269271801289425,0.0573215273587928,0.1719645820763784,0.752800327649007,3.44935,3.28553
2.1285161876576577,0.6780578962697287,2.034173688809186,0.04510339102841243,0.1353101730852373,0.06333821667490964,0.19001465002472895,0.752800327649007,3.44935,3.28553
2.1387988745545545,0.6553516378600737,1.9660549135802212,0.04930920938585993,0.1479276281575798,0.06935490599102624,0.20806471797307874,0.752800327649007,3.44935,3.28553
2.1490815614514513,0.6326453794504188,1.8979361383512565,0.05351502774330742,0.16054508322992228,0.07537159530714282,0.22611478592142847,0.752800327649007,3.44935,3.28553
2.159364248348348,0.6099768673970443,1.8299306021911328,0.057752254174679926,0.1732567625240398,0.08138828462325942,0.24416485386977826,0.752800327649007,3.44935,3.28553
2.169646935245245,0.5913990196134077,1.7741970588402232,0.06539324982902342,0.1961797494870703,0.08740497393937599,0.262214921818128,0.752800327649007,3.44935,3.28553
2.179929622142142,0.5728211718297712,1.7184635154893138,0.07303424548336691,0.21910273645010075,0.09355025671241753,0.2806507701372526,0.752800327649007,3.44935,3.28553
2.190212309039039,0.554243324046134,1.662729972138402,0.08067524113771074,0.24202572341313222,0.09993639187132006,0.2998091756139602,0.752800327649007,3.44935,3.28553
2.200494995935936,0.5356654762624975,1.6069964287874925,0.08795491321125333,0.26386473963376,0.10632252703022234,0.31896758109066703,0.752800327649007,3.44935,3.28553
2.2107776828328327,0.517154527948426,1.5514635838452782,0.09517963161562161,0.28553889484686484,0.11277723414781346,0.3383317024434404,0.752800327649007,3.44935,3.28553
2.2210603697297295,0.5011569367642438,1.5034708102927314,0.10240435001998988,0.30721305005996963,0.12180813241313196,0.3654243972393959,0.752800327649007,3.44935,3.28553
2.2313430566266264,0.4851593455800616,1.4554780367401847,0.10962906842435816,0.32888720527307447,0.13083903067845043,0.39251709203535134,0.752800327649007,3.44935,3.28553
2.241625743523523,0.4691617543958793,1.407485263187638,0.11685378682872641,0.35056136048617925,0.13986992894376893,0.41960978683130684,0.752800327649007,3.44935,3.28553
2.2519084304204204,0.4531641632116964,1.3594924896350893,0.12567656277128392,0.37702968831385175,0.14890082720908782,0.44670248162726345,0.752800327649007,3.44935,3.28553
2.2621911173173173,0.43727677949720845,1.3118303384916254,0.1347074610366023,0.40412238310980697,0.15796636210398382,0.4738990863119515,0.752800327649007,3.44935,3.28553
2.272473804214214,0.4238594449793719,1.2715783349381158,0.14373835930192072,0.4312150779057622,0.16780819809081104,0.5034245942724331,0.752800327649007,3.44935,3.28553
2.282756491111111,0.4104421104615353,1.231326331384606,0.15276925756723914,0.4583077727017174,0.17765003407763824,0.5329501022329147,0.752800327649007,3.44935,3.28553
2.2930391780080077,0.39702477594369867,1.191074327831096,0.16180015583255755,0.4854004674976727,0.18749187006446547,0.5624756101933964,0.752800327649007,3.44935,3.28553
2.3033218649049045,0.3836074414258621,1.1508223242775864,0.1726588196277254,0.5179764588831762,0.19733370605129266,0.592001118153878,0.752800327649007,3.44935,3.28553
