r (A),g(r)_weighted_Na-Na,g(r)_unweighted_Na-Na,g(r)_weighted_Na-Cl,g(r)_unweighted_Na-Cl,g(r)_weighted_K-K,g(r)_unweighted_K-K,g(r)_weighted_K-Cl,g(r)_unweighted_K-Cl,g(r)_weighted_Ca-Ca,g(r)_unweighted_Ca-Ca,g(r)_weighted_Ca-Cl,g(r)_unweighted_Ca-Cl,S_i_Na-Cl,S_i_K-Cl,S_i_Ca-Cl,Average_SCL,lambda_BC
0.551882864074074,0.0012803562400034456,0.03370122580091398,0.003073433430543054,0.02212100721206921,6.441499830262044e-06,0.00876431539212203,0.0007793683050957646,0.04033034044086875,0.0016471810219591974,0.027353298710540236,0.007099900798022515,0.04058916514747869,1.0,1.0,1.0,2.78889,0
0.5667986171571572,0.0012787263174224642,0.033658323374836444,0.0030654628356116265,0.022063638932603522,6.418579212532034e-06,0.008733129561482972,0.000778589272496739,0.040290027472368733,0.0016447446587230048,0.027312840151050708,0.007088587720431152,0.04052448982485869,1.0,1.0,1.0,2.78889,0
0.5817143702402402,0.0012770963915053372,0.03361542086094569,0.0030574922406802,0.022006270653137837,6.395658529819529e-06,0.008701943642428623,0.0007778102398977134,0.040249714503868717,0.0016423082954868122,0.02727238159156118,0.007077274642839786,0.040459814502238685,1.0,1.0,1.0,2.78889,0
0.5966301233233233,0.0012754664655882098,0.03357251834705493,0.0030495216457487725,0.021948902373672148,6.372737847107022e-06,0.008670757723374271,0.0007770312097864201,0.040209401664102556,0.0016398719322506194,0.027231923032071653,0.007065961550977794,0.040395139098035444,1.0,1.0,1.0,2.78889,0
0.6115458764064063,0.0012738365396710828,0.033529615833164175,0.003041551050817346,0.021891534094206463,6.3498171643945155e-06,0.00863957180431992,0.000776252180264704,0.04016908885484553,0.0016374355690144267,0.027191464472582125,0.007054648445628159,0.04033046361672519,1.0,1.0,1.0,2.78889,0
0.6264616294894895,0.0012722066137539558,0.03348671331927342,0.003033580455885919,0.021834165814740777,6.326896481682008e-06,0.008608385885265569,0.0007754731507429879,0.0401287760455885,0.0016349992057782343,0.0271510059130926,0.007043335340278524,0.04026578813541493,1.0,1.0,1.0,2.78889,0
0.6413773825725726,0.0012705766878368283,0.03344381080538266,0.0030256098609544916,0.02177679753527509,6.303975798969503e-06,0.00857719996621122,0.0007746941212212719,0.04008846323633148,0.001632562837802898,0.027110547274904247,0.007032022234928888,0.04020111265410468,1.0,1.0,1.0,2.78889,0
0.6562931356556556,0.0012689467619197013,0.03340090829149191,0.003017639266023065,0.021719429255809403,6.281055116256996e-06,0.008546014047156868,0.0007739150916995558,0.04004815042707446,0.0016301264650006354,0.02707008855655934,0.007020709129579253,0.04013643717279442,1.0,1.0,1.0,2.78889,0
0.6712088887387387,0.0012673168374290212,0.033358005815147744,0.0030096686710916376,0.021662060976343715,6.258134433544489e-06,0.008514828128102517,0.0007731360621778396,0.04000783761781743,0.0016276900921983724,0.027029629838214428,0.007009396024229616,0.04007176169148416,1.0,1.0,1.0,2.78889,0
0.6861246418218218,0.0012656869168561414,0.033315103441926966,0.0030019350451225228,0.02160639827867858,6.235213750831983e-06,0.008483642209048167,0.000772357032651879,0.03996752480834076,0.0016252537193961099,0.02698917111986952,0.006998082924779151,0.040007086243898655,1.0,1.0,1.0,2.78889,0
0.7010403949049049,0.0012640569962832611,0.03327220106870618,0.0030038563739139394,0.021620227023960423,6.212293068119476e-06,0.008452456289993816,0.0007715780031218683,0.039927211998654503,0.0016228173465938473,0.026948712401524612,0.0069867698471877855,0.03994241092127865,1.0,1.0,1.0,2.78889,0
0.7159561479879879,0.0012624270757103813,0.0332292986954854,0.003005777702705356,0.021634055769242266,6.189372385406969e-06,0.008421270370939465,0.0007707989735918576,0.039886899188968254,0.0016203809737915847,0.026908253683179704,0.006975456769596421,0.03987773559865864,1.0,1.0,1.0,2.78889,0
0.730871901071071,0.0012607971551375015,0.033186396322264625,0.003007699031496772,0.021647884514524107,6.1664517026944625e-06,0.008390084451885113,0.000770019944061847,0.039846586379282005,0.0016179446009945214,0.026867794964921136,0.006964143692005056,0.039813060276038634,1.0,1.0,1.0,2.78889,0
0.7457876541541542,0.0012591672345646215,0.03314349394904385,0.003009620360288189,0.02166171325980595,6.143531019981956e-06,0.008358898532830762,0.0007692409145318361,0.03980627356959575,0.0016155082282182066,0.02682733624700712,0.006952830614413692,0.03974838495341863,1.0,1.0,1.0,2.78889,0
0.7607034072372372,0.0012575373139917414,0.03310059157582306,0.0030115416890796054,0.021675542005087794,6.120610434353198e-06,0.008327712745868722,0.0007684618850018254,0.0397659607599095,0.0016130718554418918,0.026786877529093103,0.006941517536822327,0.039683709630798626,1.0,1.0,1.0,2.78889,0
