r (A),g(r)_weighted_Zn-Cl,g(r)_unweighted_Zn-Cl,g(r)_weighted_Zn-Zn,g(r)_unweighted_Zn-Zn,g(r)_weighted_Cl-Cl,g(r)_unweighted_Cl-Cl,S_i_Zn-Cl,Average_SCL,lambda_BC
2.4127872042042044,1.501629202214413,5.255702207750445,0.0,0.0,0.0,0.0,0.9902505595888287,4.51281,0
2.4237544187687687,1.3850199461623345,4.84756981156817,0.0,0.0,0.0,0.0,0.9902505595888287,4.51281,0
2.4347216333333335,1.2319948412916435,4.311981944520752,0.0,0.0,0.0,0.0,0.9902505595888287,4.51281,0
2.4456888478978978,1.1285803495857984,3.950031223550294,0.0,0.0,0.0,0.0,0.9902505595888287,4.51281,0
2.4566560624624625,0.9467512177303636,3.3136292620562724,0.0,0.0,0.0,0.0,0.9902505595888287,4.51281,0
2.467623277027027,0.8527493783486817,2.9846228242203856,0.0,0.0,0.0,0.0,0.9902505595888287,4.51281,0
2.4785904915915915,0.7845756367963215,2.7460147287871246,0.0,0.0,0.0,0.0,0.9902505595888287,4.51281,0
2.4895577061561562,0.6954380516809266,2.434033180883243,0.0,0.0,0.0,0.0,0.9902505595888287,4.51281,0
2.5005249207207205,0.5967384621795089,2.088584617628281,0.0,0.0,0.0,0.0,0.9902505595888287,4.51281,0
2.5114921352852853,0.5444478193661083,1.905567367781379,0.0,0.0,0.0,0.0,0.9902505595888287,4.51281,0
2.52245934984985,0.44140179765371684,1.5449062917880088,0.0,0.0,0.0,0.0,0.9902505595888287,4.51281,0
2.5334265644144143,0.41074200194110977,1.437597006793884,0.0,0.0,0.0,0.0,0.9902505595888287,4.51281,0
2.544393778978979,0.35674648008211074,1.2486126802873874,0.0,0.0,0.0,0.0,0.9902505595888287,4.51281,0
2.5553609935435437,0.3106018346105321,1.0871064211368622,0.0,0.0,0.0,0.0,0.9902505595888287,4.51281,0
2.566328208108108,0.2727837685862269,0.9547431900517939,0.0,0.0,0.0,0.0,0.9902505595888287,4.51281,0
2.5772954226726728,0.2381540324705169,0.833539113646809,0.0,0.0,0.0,0.0,0.9902505595888287,4.51281,0
2.5882626372372375,0.20927897693374495,0.7324764192681072,0.0,0.0,0.0,0.0,0.9902505595888287,4.51281,0
2.5992298518018018,0.18396931267119399,0.6438925943491789,0.0,0.0,0.0,0.0,0.9902505595888287,4.51281,0
2.6101970663663665,0.1584116335046174,0.5544407172661608,0.0,0.0,0.0,0.0,0.9902505595888287,4.51281,0
