r (A),g(r)_weighted_Li-Cl,g(r)_unweighted_Li-Cl,g(r)_weighted_K-Cl,g(r)_unweighted_K-Cl,g(r)_weighted_Eu-Cl,g(r)_unweighted_Eu-Cl,S_i_Li-Cl,S_i_K-Cl,S_i_Eu-Cl,Average_SCL,lambda_BC
1.823065141861862,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.84863,0
1.8299706916416418,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.84863,0
1.8368762414214215,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.84863,0
1.8437817912012013,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.84863,0
1.8506873409809812,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.84863,0
1.8575928907607608,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.84863,0
1.8644984405405407,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.84863,0
1.8714039903203203,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.84863,0
1.8783095401001002,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.84863,0
1.88521508987988,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.84863,0
1.8921206396596597,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.84863,0
1.8990261894394396,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.84863,0
1.9059317392192194,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.84863,0
1.912837288998999,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.84863,0
1.919742838778779,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.84863,0
1.9266483885585586,0.023497861646410812,0.11285298671424396,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.84863,0
1.9335539383383384,0.026155098840447127,0.1256148779138621,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.84863,0
1.9404594881181183,0.028812336034483445,0.1383767691134803,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.84863,0
1.947365037897898,0.03146957322851967,0.15113866031309803,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.84863,0
1.9542705876776778,0.034768432943640896,0.16698206671342447,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.84863,0
1.9611761374574577,0.038272554304688886,0.18381128153109919,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.84863,0
1.9680816872372373,0.041776675665736764,0.20064049634877335,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.84863,0
1.9749872370170172,0.045280797026784746,0.21746971116644803,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.84863,0
1.9818927867967968,0.05459782340579747,0.26221651706687293,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.84863,0
1.9887983365765767,0.06776523017939456,0.3254555131952196,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.84863,0
1.9957038863563565,0.08093263695299166,0.38869450932356625,0.0,0.0,0.00026572804391953393,0.022772370211817595,1.0,1.0,1.0,2.84863,0
2.002609436136136,0.09410004372658833,0.4519335054519109,0.0,0.0,0.00024880336110870346,0.021321958215398708,1.0,1.0,1.0,2.84863,0
2.0095149859159163,0.10726745050018582,0.5151725015802595,0.0,0.0,0.00023187867829787192,0.019871546218979727,1.0,1.0,1.0,2.84863,0
2.016420535695696,0.12043485727378252,0.5784114977086042,0.0,0.0,0.0002149539954870415,0.018421134222560843,1.0,1.0,1.0,2.84863,0
2.0233260854754755,0.13360226404737918,0.6416504938369488,0.0,0.0,0.000198029312676211,0.016970722226141953,1.0,1.0,1.0,2.84863,0
2.030231635255255,0.16748330815455956,0.8043707054897558,0.0,0.0,0.00018110462986538055,0.015520310229723068,1.0,1.0,1.0,2.84863,0
2.0371371850350353,0.19471779954464807,0.9351695731171132,0.0,0.0,0.000164179947054549,0.014069898233304087,1.0,1.0,1.0,2.84863,0
2.044042734814815,0.21496546691286217,1.0324128785243745,0.0,0.0,0.00014725526424371854,0.0126194862368852,1.0,1.0,1.0,2.84863,0
2.0509482845945946,0.24140292089893756,1.1593838211720313,0.0,0.0,0.00013033058143288806,0.011169074240466313,1.0,1.0,1.0,2.84863,0
2.0578538343743746,0.2678403748850147,1.2863547638196966,0.0,0.0,0.00011340589862205653,0.009718662244047334,1.0,1.0,1.0,2.84863,0
2.0647593841541543,0.2942778288710901,1.4133257064673534,0.00031171295654654896,0.0021532039650302105,9.648121581122607e-05,0.008268250247628447,1.0,1.0,1.0,2.84863,0
2.071664933933934,0.3087043425316967,1.4826118048780137,0.0003137345851720388,0.002167168667750462,7.95565330003956e-05,0.00681783825120956,1.0,1.0,1.0,2.84863,0
2.078570483713714,0.3655173721359269,1.755467274520353,0.0003157562137975287,0.0021811333704707145,6.263185018956404e-05,0.005367426254790579,1.0,1.0,1.0,2.84863,0
2.0854760334934936,0.37131814543856584,1.7833266007137663,0.0003177778424230186,0.0021950980731909662,4.570716737873359e-05,0.003917014258371692,1.0,1.0,1.0,2.84863,0
2.0923815832732733,0.3990942783073434,1.9167268054124789,0.0003197994710485084,0.002209062775911218,2.8782484567903123e-05,0.002466602261952805,1.0,1.0,1.0,2.84863,0
2.0992871330530534,0.47370421508726235,2.27505533465807,0.00032182109967399835,0.00222302747863147,2.5940242619259612e-05,0.0022230277226178924,1.0,1.0,1.0,2.84863,0
2.106192682832833,0.5142291561823714,2.4696841356877344,0.0003238427282994882,0.002236992181351722,2.6103194846750954e-05,0.0022369924077017024,1.0,1.0,1.0,2.84863,0
2.1130982326126126,0.5438352976452691,2.611873307598309,0.00032586435692497805,0.0022509568840719738,2.6266147074242286e-05,0.002250957092785512,1.0,1.0,1.0,2.84863,0
2.1200037823923927,0.5831273825544818,2.8005810803718223,0.000327885985550468,0.0022649215867922264,2.642909930173364e-05,0.002264921777869323,1.0,1.0,1.0,2.84863,0
2.1269093321721724,0.6224194674636921,2.989288853145323,0.0003299076141759578,0.0022788862895124777,2.6592051529224974e-05,0.0022788864629531324,1.0,1.0,1.0,2.84863,0
2.133814881951952,0.6454530859172037,3.0999122228982965,0.00033192924280144763,0.0022928509922327295,2.6755003756716313e-05,0.0022928511480369423,1.0,1.0,1.0,2.84863,0
2.1407204317317317,0.6618989478392214,3.1788966285824296,0.0003339508714269375,0.0023068156949529813,2.691795598420765e-05,0.002306815833120752,1.0,1.0,1.0,2.84863,0
2.1476259815115117,0.7024687479350379,3.373740873565549,0.0003359725000524274,0.0023207803976732335,2.7080908211698997e-05,0.0023207805182045627,1.0,1.0,1.0,2.84863,0
2.1545315312912914,0.7598838471713797,3.6494878980742915,0.00033799412867791727,0.0023347451003934852,2.7243860439190333e-05,0.0023347452032883723,1.0,1.0,1.0,2.84863,0
2.161437081071071,0.8184575934558994,3.9307995472242934,0.0003400157573034071,0.002348709803113737,2.7406812666681675e-05,0.0023487098883721823,1.0,1.0,1.0,2.84863,0
2.168342630850851,0.7971306277836407,3.8283727047360885,0.0003420373859288971,0.0023626745058339896,2.756976489417302e-05,0.0023626745734559927,1.0,1.0,1.0,2.84863,0
2.1752481806306307,0.8788812519967829,4.220995754740985,0.00034405901455438685,0.002376639208554241,2.773271712166436e-05,0.0023766392585398027,1.0,1.0,1.0,2.84863,0
2.1821537304104104,0.9064591355376681,4.353443829024453,0.0003460806431798767,0.0023906039112744928,2.7895669349155695e-05,0.0023906039436236122,1.0,1.0,1.0,2.84863,0
2.1890592801901905,0.9340370190785551,4.48589190330793,0.00034810227180536666,0.0024045686139947454,2.8058622472442682e-05,0.0024045687054753454,1.0,1.0,1.0,2.84863,0
2.19596482996997,0.9615958643886707,4.618248542837189,0.00035012390043085654,0.002418533316714997,2.8221575610535415e-05,0.002418533468595902,1.0,1.0,1.0,2.84863,0
2.2028703797497498,0.9852112584034843,4.731666001289732,0.0003521455290563463,0.0024324980194352485,2.8384528748628155e-05,0.0024324982317164593,1.0,1.0,1.0,2.84863,0
2.20977592952953,1.00500536639927,4.826731000832356,0.0003541671576818363,0.002446462722155501,2.8547481886720898e-05,0.002446462994837017,1.0,1.0,1.0,2.84863,0
2.2166814793093095,1.034479298958026,4.9682852141272456,0.0003561887863073261,0.002460427424875753,2.8710435024813638e-05,0.002460427757957574,1.0,1.0,1.0,2.84863,0
2.223587029089089,1.0500093217016488,5.042871126527732,0.000358210414932816,0.0024743921275960047,2.8873388162906375e-05,0.002474392521078131,1.0,1.0,1.0,2.84863,0
2.230492578868869,1.0655393444452723,5.117457038928223,0.0003602320435583059,0.002488356830316257,2.9036341300999125e-05,0.002488357284198689,1.0,1.0,1.0,2.84863,0
2.237398128648649,1.081069367188895,5.19204295132871,0.00036225367218379576,0.0025023215330365087,2.9199294439091858e-05,0.0025023220473192457,1.0,1.0,1.0,2.84863,0
2.2443036784284285,1.0965993899325177,5.266628863729197,0.0003642753008092856,0.0025162862357567604,4.152920845336676e-05,0.003558971403824389,1.0,1.0,1.0,2.84863,0
2.2512092282082086,1.1109680819269545,5.3356372624996835,0.00036629692943477557,0.002530250938477013,7.042299905446249e-05,0.006035112373688048,1.0,1.0,1.0,2.84863,0
2.258114777987988,1.1243123768788301,5.399725798025851,0.00036831855806026534,0.0025442156411972644,9.931678965555635e-05,0.008511253343551546,1.0,1.0,1.0,2.84863,0
2.265020327767768,1.136046700449238,5.456082137250198,0.00037034018668575516,0.002558180343917516,0.00012821058025665023,0.010987394313415045,1.0,1.0,1.0,2.84863,0
2.2719258775475475,1.1537208902849578,5.540965823294888,0.00037236181531124504,0.002572145046637768,0.00015710437085774407,0.013463535283278543,0.15526822603302481,1.0,1.0,2.84863,0
2.2788314273273276,1.1524711801133287,5.534963850540186,0.000374383443936735,0.0025861097493580206,0.0001859981614588398,0.0159396762531422,0.15526822603302481,1.0,1.0,2.84863,0
2.285736977107107,1.1502745929384683,5.524414319395974,0.0003764050725622248,0.002600074452078272,0.0002148919520599337,0.0184158172230057,0.15526822603302481,1.0,1.0,2.84863,0
2.292642526886887,1.1480780057636077,5.5138647882517615,0.0003784267011877146,0.0026140391547985237,0.00024378574266102754,0.0208919581928692,0.15526822603302481,1.0,1.0,2.84863,0
2.299548076666667,1.1458814185887471,5.503315257107548,0.0003804483298132046,0.0026280038575187763,0.00027267953326212327,0.023368099162732858,0.15526822603302481,1.0,1.0,2.84863,0
2.3064536264464466,1.1436848314138868,5.492765725963336,0.0003824699584386944,0.0026419685602390277,0.00030157332386321714,0.02584424013259636,0.15526822603302481,1.0,1.0,2.84863,0
2.313359176226226,1.1414882442390264,5.482216194819124,0.00038449158706418425,0.0026559332629592794,0.000330467114464311,0.028320381102459855,0.15526822603302481,1.0,1.0,2.84863,0
2.3202647260060063,1.139291657064166,5.471666663674911,0.00038651321568967424,0.002669897965679532,0.00037070108802926755,0.03176835342634118,0.15526822603302481,1.0,1.0,2.84863,0
2.327170275785786,1.1370950698893054,5.461117132530699,0.00038853484431516407,0.002683862668399784,0.00047506403958181767,0.04071205290983385,0.15526822603302481,1.0,1.0,2.84863,0
2.3340758255655656,1.134898482714445,5.450567601386487,0.0003905564729406539,0.0026978273711200356,0.0005794269911343677,0.04965575239332652,0.15526822603302481,1.0,1.0,2.84863,0
2.3409813753453457,1.1327018955395844,5.440018070242274,0.0003925781015661438,0.002711792073840288,0.0006837899426869245,0.058599451876819766,0.15526822603302481,1.0,1.0,2.84863,0
2.3478869251251253,1.130505308364724,5.429468539098061,0.00039459973019163365,0.0027257567765605396,0.0007881528942394745,0.06754315136031244,0.15526822603302481,1.0,1.0,2.84863,0
2.354792474904905,1.123715295130215,5.396858198426461,0.0003966213588171235,0.0027397214792807914,0.0008925158457920245,0.0764868508438051,0.15526822603302481,1.0,1.0,2.84863,0
2.361698024684685,1.1103389789259714,5.332615874695118,0.0003986429874426134,0.0027536861820010436,0.0009968787973445813,0.08543055032729835,0.15526822603302481,1.0,1.0,2.84863,0
2.3686035744644647,1.1094491106479651,5.328342111640997,0.0004006646160681033,0.0027676508847212953,0.0011012417488971314,0.09437424981079102,0.15526822603302481,1.0,1.0,2.84863,0
2.3755091242442443,1.0883261486241447,5.226895035795958,0.00040268625232554287,0.0027816156401603838,0.001476935121058113,0.1265704321586607,0.15526822603302481,1.0,1.0,2.84863,0
2.382414674024024,1.0733711668665487,5.155070868005799,0.0004047078896608065,0.0027955804030447033,0.0018972060057627406,0.16258681956954305,0.15526822603302481,1.0,1.0,2.84863,0
2.389320223803804,1.063516734227886,5.1077430654856375,0.0004067295269960703,0.002809545165929024,0.0025484827987000153,0.21839995852308142,0.15526822603302481,1.0,1.0,2.84863,0
2.3962257735835837,1.0492310285062911,5.0391332242046545,0.0004087511643313339,0.0028235099288133436,0.003052850686689093,0.2616232935494659,0.15526822603302481,1.0,1.0,2.84863,0
2.4031313233633633,1.0346741915518975,4.969221223183637,0.00041077280166659764,0.0028374746916976635,0.003367267592825353,0.2885682033970594,0.15526822603302481,1.0,1.0,2.84863,0
2.4100368731431434,1.0193057585666225,4.895411376585493,0.0004127944390018614,0.0028514394545819844,0.004428365929426568,0.3795022418064333,0.15526822603302481,1.0,1.0,2.84863,0
2.416942422922923,1.0011848056441417,4.8083820251414,0.0004148160763371251,0.002865404217466304,0.005731855910718739,0.4912087669572718,0.15526822603302481,1.0,1.0,2.84863,0
2.4238479727027027,0.9811958239440566,4.712381107263175,0.00041683771367238874,0.002879368980350624,0.008171536865928334,0.7002846216968536,0.15526822603302481,1.0,1.0,2.84863,0
2.4307535224824828,0.9612068422439699,4.616380189384943,0.0004188593479617179,0.0028933337221946948,0.009785564005796955,0.8386035699676627,0.15526822603302481,1.0,1.0,2.84863,0
2.4376590722622624,0.9412178605438847,4.520379271506718,0.00042088097565768187,0.002907298418494107,0.01231852913293102,1.0556736945879581,0.15526822603302481,1.0,1.0,2.84863,0
2.444564622042042,0.9104405971849981,4.372565562105984,0.00042290260335364586,0.0029212631147935196,0.014629665823739585,1.2537335589398921,0.15526822603302481,1.0,1.0,2.84863,0
2.451470171821822,0.8837937062641512,4.2445887584156115,0.0004249242310496099,0.0029352278110929327,0.017004305282364844,1.4572354854726428,0.15526822603302481,1.0,1.0,2.84863,0
2.458375721601602,0.8700828080642096,4.178739540487532,0.0004269458587455739,0.0029491925073923454,0.01896825596117567,1.6255421921188316,0.15526822603302481,1.0,1.0,2.84863,0
2.4652812713813814,0.8561919051631156,4.112025815462879,0.0004289674864415379,0.002963157203691758,0.02240441427250159,1.9200141944627878,0.15526822603302481,1.0,1.0,2.84863,0
2.4721868211611615,0.8308625001021016,3.990376490267071,0.00043098911413750197,0.002977121899991171,0.025836804802767448,2.214163305387715,0.15526822603302481,1.0,1.0,2.84863,0
2.479092370940941,0.7949402870975835,3.817853173552235,0.00043301074183346597,0.0029910865962905838,0.028253880445160962,2.4213019293231683,0.15526822603302481,1.0,1.0,2.84863,0
2.485997920720721,0.7610633612668111,3.655152740711635,0.0004350323695294299,0.003005051292589996,0.030898009296852044,2.647898566284417,0.15526822603302481,1.0,1.0,2.84863,0
2.492903470500501,0.7531766559838092,3.6172753261658004,0.0004370539972253941,0.0030190159888894095,0.035230299892830996,3.019167341162703,0.15526822603302481,1.0,1.0,2.84863,0
2.4998090202802805,0.7446811722067758,3.5764741361576418,0.0005270011653440066,0.0036403395334155854,0.03692033406043447,3.163999942071553,0.15526822603302481,1.0,1.0,2.84863,0
2.50671457006006,0.7329932148373275,3.5203404795049957,0.0007962562200332247,0.005500259178028346,0.039477397987211164,3.3831352863767097,0.15526822603302481,1.0,1.0,2.84863,0
2.51362011983984,0.7180281778456763,3.448468019525007,0.0010655112747224424,0.007360178822641106,0.04573754003091093,3.919617134867131,0.15526822603302481,1.0,1.0,2.84863,0
2.52052566961962,0.7022825123382305,3.3728464413976997,0.0013347663294116777,0.009220098467253985,0.04672535750484392,4.004271147617537,0.15526822603302481,1.0,1.0,2.84863,0
2.5274312193993995,0.6865368468307858,3.2972248632703973,0.0016040213841008956,0.011080018111866746,0.05420424895772463,4.645197421061866,0.15526822603302481,1.0,1.0,2.84863,0
2.534336769179179,0.6707911813233408,3.2216032851430945,0.0018732764387901135,0.012939937756479506,0.059185894301517473,5.072114619410642,0.15526822603302481,1.0,1.0,2.84863,0
2.5412423189589592,0.655045515815895,3.145981707015787,0.0021425314934793486,0.014799857401092385,0.06275427740298514,5.377918025952191,0.15526822603302481,1.0,1.0,2.84863,0
2.548147868738739,0.6392998503084502,3.0703601288884848,0.0024117865481685665,0.016659777045705145,0.06769885675191994,5.80165874151531,0.15526822603302481,1.0,1.0,2.84863,0
2.5550534185185185,0.6235541848010053,2.994738550761182,0.0026810416028577844,0.018519696690317906,0.07485751027021678,6.415141254434235,0.15526822603302481,1.0,1.0,2.84863,0
2.5619589682982986,0.6078085192935595,2.9191169726338746,0.0029502966575470193,0.020379616334930784,0.07831968396843121,6.711842724216742,0.15526822603302481,1.0,1.0,2.84863,0
2.5688645180780783,0.5896555171738715,2.831933698774157,0.003219551712236237,0.022239535979543545,0.08484153161522817,7.270752227659688,0.15526822603302481,1.0,1.0,2.84863,0
2.575770067857858,0.563723507098037,2.7073902474338176,0.003488806766925455,0.024099455624156305,0.09015147229066292,7.725803689598742,0.15526822603302481,1.0,1.0,2.84863,0
2.582675617637638,0.5538596201004661,2.6600170385419477,0.0037580618216146904,0.025959375268769184,0.09366089088089731,8.026553953613979,0.15526822603302481,1.0,1.0,2.84863,0
2.5895811674174176,0.542861864525915,2.607198208368484,0.004027316876303908,0.027819294913381944,0.10469462696465874,8.972123413324418,0.15526822603302481,1.0,1.0,2.84863,0
2.5964867171971973,0.5276478872111706,2.5341301647478462,0.005178248904358979,0.0357695303920229,0.11037351441483656,9.45879288749499,0.15526822603302481,1.0,1.0,2.84863,0
2.6033922669769773,0.5124339098964252,2.461062121127204,0.007586010085905893,0.05240150161449096,0.11382336830294244,9.754438573805823,0.15526822603302481,1.0,1.0,2.84863,0
2.610297816756757,0.4972199325816809,2.3879940775065664,0.009993771267452654,0.06903347283695796,0.11531069635003517,9.881899659264576,0.15526822603302481,1.0,1.0,2.84863,0
2.6172033665365366,0.4820059552669365,2.3149260338859285,0.012401532448999414,0.08566544405942496,0.11678470254818239,10.00821908849609,0.15526822603302481,1.0,1.0,2.84863,0
2.6241089163163163,0.4667919779521921,2.2418579902652906,0.014809293630546174,0.10229741528189196,0.11695605121124306,10.022903331577709,0.15526822603302481,1.0,1.0,2.84863,0
2.6310144660960963,0.4534387066940145,2.177726344306732,0.01721705481209309,0.11892938650436002,0.1171273998743037,10.037587574659327,0.15526822603302481,1.0,1.0,2.84863,0
2.637920015875876,0.4414533966049965,2.1201645941953706,0.019624815993639848,0.135561357726827,0.11729874853736437,10.052271817740944,0.15526822603302481,1.0,1.0,2.84863,0
2.6448255656556556,0.42835990185538525,2.057280574736238,0.02203257717518661,0.15219332894929402,0.11747009720042502,10.066956060822562,0.15526822603302481,1.0,1.0,2.84863,0
2.6517311154354357,0.41441191472515243,1.9902926917541692,0.024440338356733524,0.1688253001717621,0.11777879291165486,10.093410675530277,0.15526822603302481,1.0,1.0,2.84863,0
2.6586366652152154,0.40127720297232383,1.927210719732949,0.02684809953828028,0.18545727139422907,0.11845835516221022,10.151647822514692,0.15526822603302481,1.0,1.0,2.84863,0
2.665542214994995,0.39251078656597693,1.8851083238160802,0.02925586071982704,0.20208924261669606,0.12055027955880748,10.330921624826921,0.15526822603302481,1.0,1.0,2.84863,0
2.672447764774775,0.3837443701596294,1.8430059278992084,0.03290488461922737,0.227295422095814,0.1219496996008322,10.450849167320232,0.15526822603302481,1.0,1.0,2.84863,0
2.6793533145545547,0.3749779537532825,1.8009035319823394,0.03679069625285146,0.25413724833742046,0.12318437911487759,10.556658770898629,0.15526822603302481,1.0,1.0,2.84863,0
2.6862588643343344,0.3662115373469356,1.7588011360654705,0.040676507886475546,0.28097907457902693,0.12436299445662058,10.657663785287049,0.15526822603302481,1.0,1.0,2.84863,0
2.6931644141141144,0.35744512094058817,1.716698740148599,0.04558847894661595,0.31490925085396965,0.12565769211627548,10.768616825783456,0.15526822603302481,1.0,4.152037655911169e-36,2.84863,0
2.700069963893894,0.34867870453424127,1.67459634423173,0.05109900491406202,0.3529740348589776,0.1257181533856411,10.773798237534967,0.15526822603302481,1.0,4.152037655911169e-36,2.84863,0
2.7069755136736737,0.33991228812789437,1.632493948314861,0.05635644595335231,0.389290596791885,0.12484378066727238,10.698866216992055,0.15526822603302481,1.0,4.152037655911169e-36,2.84863,0
2.713881063453454,0.33142321230828115,1.5917235337510596,0.06118529553007101,0.4226465989623384,0.12178376673459299,10.436629047363862,0.15526822603302481,1.0,4.152037655911169e-36,2.84863,0
2.7207866132332335,0.3239724411696608,1.5559397765321967,0.06601414510678938,0.4560026011327897,0.12021864646954336,10.30250132197963,0.15526822603302481,1.0,4.152037655911169e-36,2.84863,0
2.727692163013013,0.31378589007466823,1.507016911435544,0.07101805569872315,0.49056786350294546,0.1168800949390657,10.016394028591021,0.15526822603302481,1.0,4.152037655911169e-36,2.84863,0
2.734597712792793,0.30592770082528864,1.469276450609667,0.07617869056541227,0.5262157222898766,0.11468048022890721,9.8278913784219,0.15526822603302481,1.0,4.152037655911169e-36,2.84863,0
2.741503262572573,0.29865708298059784,1.4343579141326865,0.08133932543210107,0.5618635810768055,0.1131105407776711,9.693350658269258,0.15526822603302481,1.0,4.152037655911169e-36,2.84863,0
2.7484088123523525,0.2898609246349764,1.3921126768488747,0.0884170220760903,0.6107538314082601,0.11087333072802828,9.501626161522154,0.15526822603302481,1.0,4.152037655911169e-36,2.84863,0
2.755314362132132,0.28007237496733145,1.3451012899313257,0.09650412052329627,0.6666166759785762,0.10620494735326863,9.101554897185022,0.15526822603302481,1.0,4.152037655911169e-36,2.84863,0
2.762219911911912,0.2739314942947679,1.315608532871858,0.10216497588835033,0.7057198828280378,0.10236001504710755,8.772051768257494,0.15526822603302481,1.0,4.152037655911169e-36,2.84863,0
2.769125461691692,0.2677906136222046,1.286115775812392,0.10779829865081432,0.7446329040986857,0.09490572446331383,8.133233740860959,0.15526822603302481,1.0,4.152037655911169e-36,2.84863,0
2.7760310114714715,0.2616497329496414,1.2566230187529261,0.11321161719469758,0.7820262132565627,0.08965577309137972,7.683323244127969,0.15526822603302481,1.0,4.152037655911169e-36,2.84863,0
2.7829365612512516,0.2555088522770777,1.2271302616934583,0.11894310784190808,0.8216173439039162,0.08343118840311543,7.149888590994825,0.15526822603302481,1.0,4.152037655911169e-36,2.84863,0
2.789842111031031,0.24936797160451452,1.1976375046339924,0.12892508913116074,0.8905693756994458,0.07888238030176484,6.760064692175028,0.15526822603302481,1.0,4.152037655911169e-36,2.84863,0
2.796747660810811,0.2432270909319513,1.1681447475745266,0.1389070704204134,0.9595214074949755,0.073562340236587,6.3041477324181665,0.15526822603302481,1.0,4.152037655911169e-36,2.84863,0
2.803653210590591,0.23708621025938767,1.1386519905150587,0.14888905170966674,1.0284734392905097,0.07036573867112228,6.030205271567172,0.15526822603302481,1.0,4.152037655911169e-36,2.84863,0
2.8105587603703706,0.23094532958682443,1.1091592334555929,0.15883872410938177,1.097202292589294,0.06961914379532137,5.966223560569696,0.15526822603302481,1.0,4.152037655911169e-36,2.84863,0
2.81746431015015,0.2248044489142612,1.079666476396127,0.16827667291052115,1.1623963384368259,0.06851383837190933,5.871501061853336,0.15526822603302481,1.0,4.152037655911169e-36,2.84863,0
2.8243698599299303,0.21907318779299784,1.0521409957840393,0.17771462171166114,1.227590384284362,0.06836100926661144,5.858403908411607,0.15526822603302481,1.0,4.152037655911169e-36,2.84863,0
2.83127540970971,0.2150106521347283,1.0326298892175036,0.18715257051280054,1.292784430131894,0.06820818016131355,5.845306754969879,0.15526822603302481,1.0,4.152037655911169e-36,2.84863,0
2.8381809594894896,0.2109481164764588,1.013118782650968,0.19659051931393992,1.357978475979426,0.06805535105601566,5.8322096015281515,0.15526822603302481,1.0,4.152037655911169e-36,2.84863,0
2.8450865092692696,0.20647691046389882,0.9916449583377182,0.20637844582667805,1.4255900453224053,0.06790252195071776,5.819112448086423,0.15526822603302481,1.0,4.152037655911169e-36,2.84863,0
2.8519920590490493,0.20099750492363877,0.9653290624514481,0.21782581317410699,1.5046644509381388,0.06575307880661418,5.634909402352935,0.15526822603302481,1.0,4.152037655911169e-36,2.84863,0
2.858897608828829,0.19551809938337872,0.9390131665651782,0.22927318052153592,1.5837388565538724,0.06357216831662242,5.448009667028169,0.15526822603302481,1.0,4.152037655911169e-36,2.84863,0
2.8658031586086086,0.19146298607142137,0.9195377072401815,0.23605927651992656,1.6306148317224833,0.05866571990918453,5.027536698081044,0.15526822603302481,1.0,4.152037655911169e-36,2.84863,0
2.8727087083883887,0.1876413570090637,0.9011836007988877,0.24246339555395746,1.674852243761343,0.05383250013230078,4.613339278603542,0.15526822603302481,1.0,4.152037655911169e-36,2.84863,0
2.8796142581681683,0.18380737539095926,0.8827701688397849,0.2487795362554666,1.7184819322826386,0.05193373548890563,4.45061888685747,0.15526822603302481,1.0,4.152037655911169e-36,2.84863,0
2.886519807947948,0.17981137301268288,0.8635786011094253,0.25503212643480855,1.7616726360474904,0.04902291440198128,4.201167250387067,0.15526822603302481,1.0,4.152037655911169e-36,2.84863,0
2.893425357727728,0.17581537063440622,0.8443870333790644,0.2612847166141509,1.8048633398123448,0.044128638768125665,3.7817374641707953,0.15526822603302481,1.0,4.152037655911169e-36,2.84863,0
2.9003309075075077,0.17153864883215308,0.8238472567818219,0.26753730679349286,1.8480540435771964,0.04112878401798299,3.5246558180476075,0.15526822603302481,1.0,4.152037655911169e-36,2.84863,0
2.9072364572872873,0.16725885321342399,0.8032927175914915,0.27378989697283485,1.8912447473420482,0.03869276218763532,3.315893543104791,0.15526822603302481,1.0,4.152037655911169e-36,2.84863,0
2.9141420070670674,0.16310677557766706,0.7833515685067126,0.28718020184502796,1.9837402851060164,0.03601924108948107,3.086778048487633,0.15526822603302481,1.0,4.152037655911169e-36,2.84863,0
2.921047556846847,0.15996654924658868,0.7682700293541898,0.3019178203614724,2.0855425937950107,0.03441397916401704,2.9492102618347813,0.15526822603302481,1.0,4.152037655911169e-36,2.84863,0
2.9279531066266267,0.15698742868371882,0.7539622315485526,0.31665543887791686,2.187344902484005,0.03141722509082868,2.69239433762212,0.15526822603302481,1.0,4.152037655911169e-36,2.84863,0
2.9348586564064068,0.1544198363015465,0.7416308767489915,0.33139305739436214,2.289147211173005,0.029565591205240847,2.5337129590314555,0.15526822603302481,1.0,4.152037655911169e-36,2.84863,0
2.9417642061861864,0.15185224391937427,0.7292995219494312,0.33623049756004836,2.322562554124258,0.028512612472906717,2.4434747547223,0.15526822603302481,1.0,4.152037655911169e-36,2.84863,0
2.948669755965966,0.14928465153720208,0.7169681671498708,0.34057402264594927,2.352566104636838,0.027361312809686362,2.3448106402055275,0.15526822603302481,1.0,4.152037655911169e-36,2.84863,0
2.955575305745746,0.14671705915502972,0.7046368123503097,0.356498644069904,2.462567813810399,0.026210013146465937,2.246146525688749,0.15526822603302481,1.0,4.152037655911169e-36,2.84863,0
2.9624808555255258,0.14414946677285753,0.6923054575507493,0.37229842027177884,2.5717071359013834,0.02436857577435715,2.0883389682288525,0.15526822603302481,1.0,4.152037655911169e-36,2.84863,0
2.9693864053053054,0.14158187439068534,0.6799741027511891,0.38016629601819313,2.6260556668101858,0.02233617283064665,1.9141660372461577,0.15526822603302481,1.0,4.152037655911169e-36,2.84863,0
2.9762919550850855,0.13901428200851298,0.6676427479516279,0.38582401671358885,2.665137220459177,0.021892749276741893,1.8761655116666418,0.15526822603302481,1.0,4.152037655911169e-36,2.84863,0
