r (A),g(r)_weighted_Li-Cl,g(r)_unweighted_Li-Cl,g(r)_weighted_K-Cl,g(r)_unweighted_K-Cl,S_i_Li-Cl,S_i_K-Cl,Average_SCL,lambda_BC
4.762025874474475,0.1941654831648561,1.0679101574067085,0.15013094479946917,0.8257201963970804,0.0020127728309298517,0.02055979802327012,2.67993,0
4.769910023273273,0.19522680980536603,1.073747453929513,0.15042760684934037,0.827351837671372,0.0020127728309298517,0.02055979802327012,2.67993,0
4.777794172072072,0.19628813644587592,1.0795847504523175,0.15072426889921156,0.8289834789456636,0.0020127728309298517,0.02055979802327012,2.67993,0
4.785678320870871,0.19734946308638585,1.0854220469751221,0.15102093094908278,0.8306151202199552,0.0020127728309298517,0.02055979802327012,2.67993,0
4.79356246966967,0.19841078972689574,1.0912593434979265,0.1513241606328257,0.8322828834805414,0.0020127728309298517,0.02055979802327012,2.67993,0
4.801446618468468,0.19947211636740556,1.0970966400207305,0.15162956741874964,0.833962620803123,0.0020127728309298517,0.02055979802327012,2.67993,0
4.809330767267267,0.20053344300791548,1.102933936543535,0.15193497420467364,0.835642358125705,0.0020127728309298517,0.02055979802327012,2.67993,0
4.8172149160660656,0.20159476964842538,1.1087712330663395,0.1522403809905976,0.8373220954482868,0.0020127728309298517,0.02055979802327012,2.67993,0
4.825099064864864,0.2026560962889353,1.1146085295891441,0.15269864353836451,0.8398425394610048,0.0020127728309298517,0.02055979802327012,2.67993,0
4.832983213663663,0.2037174229294452,1.1204458261119485,0.1532693083726236,0.8429811960494298,0.0020127728309298517,0.02055979802327012,2.67993,0
4.840867362462462,0.20477874956995512,1.1262831226347532,0.1538399732068827,0.8461198526378548,0.0020127728309298517,0.02055979802327012,2.67993,0
4.848751511261261,0.20584007621046504,1.1321204191575578,0.15441063804114177,0.8492585092262798,0.0020127728309298517,0.02055979802327012,2.67993,0
4.85663566006006,0.20690140285097494,1.1379577156803622,0.15492805642906912,0.8521043103598802,0.0020127728309298517,0.02055979802327012,2.67993,0
4.864519808858859,0.2079627294914849,1.1437950122031668,0.1553660921742478,0.8545135069583628,0.0020127728309298517,0.02055979802327012,2.67993,0
4.872403957657657,0.20902405613199476,1.1496323087259712,0.15580412791942644,0.8569227035568454,0.0020127728309298517,0.02055979802327012,2.67993,0
4.880288106456456,0.21008538277250471,1.1554696052487758,0.15624216366460508,0.8593319001553279,0.0020127728309298517,0.02055979802327012,2.67993,0
4.888172255255255,0.21106018494799686,1.1608310172139826,0.15668598109229168,0.8617728960076042,0.0020127728309298517,0.02055979802327012,2.67993,0
4.896056404054054,0.21202693280073834,1.1661481304040608,0.15714952238310695,0.8643223731070883,0.0020127728309298517,0.02055979802327012,2.67993,0
4.903940552852853,0.21299368065347984,1.171465243594139,0.15761306367392225,0.8668718502065723,0.0020127728309298517,0.02055979802327012,2.67993,0
4.911824701651652,0.21396042850622132,1.1767823567842173,0.15807660496473755,0.8694213273060565,0.0020127728309298517,0.02055979802327012,2.67993,0
4.9197088504504505,0.21491197680749455,1.18201587244122,0.15853961678805017,0.871967892334276,0.0020127728309298517,0.02055979802327012,2.67993,0
4.927592999249249,0.21585831281120216,1.1872207204616119,0.15899295597221175,0.8744612578471646,0.0020127728309298517,0.02055979802327012,2.67993,0
4.935477148048048,0.21680464881490974,1.1924255684820035,0.1594462951563733,0.8769546233600531,0.0020127728309298517,0.02055979802327012,2.67993,0
4.943361296846847,0.21775098481861732,1.1976304165023952,0.15989963434053484,0.8794479888729416,0.0020127728309298517,0.02055979802327012,2.67993,0
4.951245445645646,0.21878526332316667,1.2033189482774167,0.1603529735246964,0.8819413543858302,0.0020127728309298517,0.02055979802327012,2.67993,0
4.959129594444445,0.21988469443363426,1.2093658193849883,0.16056917701890558,0.8831304736039807,0.0020127728309298517,0.02055979802327012,2.67993,0
4.967013743243243,0.22098412554410166,1.215412690492559,0.16075215706216428,0.8841368638419035,0.0020127728309298517,0.02055979802327012,2.67993,0
4.9748978920420415,0.22208355665456922,1.2214595616001307,0.16097969446353472,0.8853883195494409,0.0020127728309298517,0.02055979802327012,2.67993,0
4.98278204084084,0.22309384720799025,1.2270161596439464,0.16163707811608755,0.8890039296384815,0.0020127728309298517,0.02055979802327012,2.67993,0
4.990666189639639,0.22397282403580102,1.2318505321969055,0.1622944617686404,0.8926195397275222,0.0020127728309298517,0.02055979802327012,2.67993,0
4.998550338438438,0.2248518008636118,1.236684904749865,0.16295184542119326,0.8962351498165628,0.0020127728309298517,0.02055979802327012,2.67993,0
5.006434487237237,0.22573077769142255,1.241519277302824,0.16360922907374612,0.8998507599056036,0.0020127728309298517,0.02055979802327012,2.67993,0
5.014318636036036,0.22668453128882868,1.2467649220885577,0.16426661272629897,0.9034663699946442,0.0020127728309298517,0.02055979802327012,2.67993,0
5.0222027848348345,0.22764398922703258,1.2520419407486791,0.1649239963788518,0.9070819800836849,0.0020127728309298517,0.02055979802327012,2.67993,0
5.030086933633633,0.2286034471652365,1.2573189594088008,0.16558138003140468,0.9106975901727257,0.0020127728309298517,0.02055979802327012,2.67993,0
5.037971082432432,0.2295629051034404,1.2625959780689222,0.1662387636839575,0.9143132002617663,0.0020127728309298517,0.02055979802327012,2.67993,0
5.045855231231231,0.23052236304164433,1.2678729967290439,0.16689614733651037,0.917928810350807,0.0020127728309298517,0.02055979802327012,2.67993,0
5.05373938003003,0.23148182097984824,1.2731500153891653,0.1675535309890632,0.9215444204398476,0.0020127728309298517,0.02055979802327012,2.67993,0
5.061623528828829,0.23244127891805216,1.278427034049287,0.16821091464161605,0.9251600305288883,0.0020127728309298517,0.02055979802327012,2.67993,0
5.0695076776276276,0.23340073685625612,1.2837040527094086,0.1688682982941689,0.928775640617929,0.0020127728309298517,0.02055979802327012,2.67993,0
5.077391826426426,0.23436019479446002,1.28898107136953,0.16952568194672177,0.9323912507069697,0.0020127728309298517,0.02055979802327012,2.67993,0
5.085275975225225,0.23531965273266395,1.2942580900296516,0.1701240546829487,0.9356823007562178,0.0020127728309298517,0.02055979802327012,2.67993,0
5.093160124024024,0.23627911067086785,1.299535108689773,0.1704498659470879,0.9374742627089834,0.0020127728309298517,0.02055979802327012,2.67993,0
5.101044272822823,0.23723856860907178,1.3048121273498947,0.17077567721122705,0.9392662246617488,0.0020127728309298517,0.02055979802327012,2.67993,0
5.108928421621622,0.2381980265472757,1.3100891460100164,0.17111947341055408,0.9411571037580475,0.0020127728309298517,0.02055979802327012,2.67993,0
5.116812570420421,0.2391574844854796,1.3153661646701378,0.17182888840561436,0.945058886230879,0.0020127728309298517,0.02055979802327012,2.67993,0
5.124696719219219,0.24000028152006087,1.3200015483603347,0.17253830340067464,0.9489606687037104,0.0020127728309298517,0.02055979802327012,2.67993,0
