r (A),g(r)_weighted_Ca-Cl,g(r)_unweighted_Ca-Cl,g(r)_weighted_Cl-Cl,g(r)_unweighted_Cl-Cl,g(r)_weighted_Ca-Ca,g(r)_unweighted_Ca-Ca,S_i_Ca-Cl,Average_SCL,lambda_BC
4.8034722436997,0.20972498718509186,0.7340374551478214,0.4858647581566115,0.85026332677407,0.2556086676339377,1.7892606734375636,0.7527624678951269,4.7543,7.72598
4.813417320808809,0.21085736976077635,0.7380007941627171,0.48434417370658156,0.8476023039865176,0.2555925222138008,1.7891476554966055,0.7527624678951269,4.7543,7.72598
4.823362397917918,0.21198975233646075,0.7419641331776126,0.4828235892565517,0.8449412811989654,0.25557637679366396,1.7890346375556474,0.7527624678951269,4.7543,7.72598
4.833307475027027,0.21312213491214527,0.7459274721925083,0.48057068367997563,0.8409986964399573,0.25556023137352707,1.7889216196146893,0.7527624678951269,4.7543,7.72598
4.8432525521361365,0.2142545174878298,0.7498908112074042,0.4781673200476754,0.8367928100834319,0.25554408595339023,1.7888086016737312,0.7527624678951269,4.7543,7.72598
4.853197629245245,0.21538690006351421,0.7538541502222996,0.47576395641537544,0.8325869237269069,0.2555279405332534,1.7886955837327734,0.7527624678951269,4.7543,7.72598
4.863142706354354,0.2165192826391987,0.7578174892371954,0.4733605927830752,0.8283810373703815,0.2555117951131165,1.7885825657918153,0.7527624678951269,4.7543,7.72598
4.873087783463464,0.21765166521488322,0.7617808282520911,0.47095722915077504,0.8241751510138562,0.2554956496929796,1.7884695478508572,0.7527624678951269,4.7543,7.72598
4.883032860572572,0.21877907976563132,0.7657267791797095,0.468553865518475,0.8199692646573311,0.2554795042728428,1.7883565299098991,0.7527624678951269,4.7543,7.72598
4.892977937681682,0.2198682826142794,0.7695389891499778,0.46662922920577904,0.8166011511101132,0.2545556659368981,1.7818896615582867,0.7527624678951269,4.7543,7.72598
4.90292301479079,0.2209574854629274,0.7733511991202457,0.4671694070028202,0.8175464622549353,0.25322736611079977,1.7725915627755982,0.7527624678951269,4.7543,7.72598
4.9128680918999,0.22204668831157545,0.777163409090514,0.46770958479986147,0.8184917733997574,0.2518990662847013,1.763293463992909,0.7527624678951269,4.7543,7.72598
4.922813169009009,0.2231358911602235,0.7809756190607822,0.4682497625969027,0.8194370845445796,0.2505707664586029,1.7539953652102198,0.7527624678951269,4.7543,7.72598
4.932758246118118,0.2242250940088715,0.7847878290310502,0.46878994039394384,0.8203823956894016,0.24924246663250454,1.7446972664275315,0.7527624678951269,4.7543,7.72598
4.942703323227227,0.22531429685751955,0.7886000390013184,0.4693301181909851,0.8213277068342237,0.24791416680640604,1.7353991676448421,0.7527624678951269,4.7543,7.72598
4.9526484003363365,0.22640349970616763,0.7924122489715866,0.4698702959880263,0.822273017979046,0.24748721773524054,1.7324105241466836,0.7527624678951269,4.7543,7.72598
4.962593477445445,0.22835780888501295,0.7992523310975452,0.47041047378506745,0.8232183291238679,0.24717428932085525,1.7302200252459865,0.7527624678951269,4.7543,7.72598
4.972538554554554,0.23119219870484517,0.809172695466958,0.47095065158210864,0.82416364026869,0.24686136090646993,1.7280295263452892,0.7527624678951269,4.7543,7.72598
4.982483631663664,0.23402658852467745,0.8190930598363709,0.472157943158107,0.8262764005266872,0.24654843249208458,1.7258390274445918,0.7527624678951269,4.7543,7.72598
4.992428708772772,0.23686097834450945,0.829013424205783,0.47382715051736995,0.8291975134053973,0.24623550407769929,1.7236485285438947,0.7527624678951269,4.7543,7.72598
5.002373785881882,0.2396953681643417,0.8389337885751958,0.47549635787663297,0.8321186262841076,0.24592257566331394,1.7214580296431974,0.7527624678951269,4.7543,7.72598
5.012318862990991,0.24252975798417395,0.8488541529446088,0.47716556523589604,0.8350397391628179,0.24560964724892861,1.7192675307425,0.7527624678951269,4.7543,7.72598
5.0222639401001,0.24536414780400598,0.8587745173140208,0.47883477259515894,0.837960852041528,0.24529671883454332,1.717077031841803,0.7527624678951269,4.7543,7.72598
5.032209017209209,0.24819853762383823,0.8686948816834337,0.480503979954422,0.8408819649202384,0.24498379042015797,1.7148865329411056,0.7527624678951269,4.7543,7.72598
5.0421540943183185,0.250554529186591,0.8769408521530684,0.482173187313685,0.8438030777989487,0.24467086200577265,1.7126960340404083,0.7527624678951269,4.7543,7.72598
5.052099171427427,0.25181995880958546,0.881369855833549,0.48384239467294793,0.8467241906776588,0.24326619925284415,1.7028633947699088,0.7527624678951269,4.7543,7.72598
5.0620442485365365,0.25308538843258005,0.88579885951403,0.4854904645283703,0.8496083129246479,0.241436672791649,1.6900567095415426,0.7527624678951269,4.7543,7.72598
5.071989325645646,0.25435081805557463,0.8902278631945111,0.4860536167981032,0.8505938293966805,0.23960714633045382,1.6772500243131765,0.7527624678951269,4.7543,7.72598
5.081934402754754,0.2556162476785691,0.8946568668749917,0.4866167690678361,0.851579345868713,0.23777761986925877,1.6644433390848112,0.7527624678951269,4.7543,7.72598
5.091879479863864,0.2568816773015637,0.8990858705554727,0.487179921337569,0.8525648623407456,0.2359480934080636,1.651636653856445,0.7527624678951269,4.7543,7.72598
5.101824556972973,0.2581471069245583,0.9035148742359538,0.48774307360730185,0.8535503788127781,0.23411856694686844,1.638829968628079,0.7527624678951269,4.7543,7.72598
5.111769634082082,0.25941253654755275,0.9079438779164345,0.48830622587703465,0.8545358952848106,0.23228904048567345,1.626023283399714,0.7527624678951269,4.7543,7.72598
