r (A),g(r)_weighted_Sr-Sr,g(r)_unweighted_Sr-Sr,g(r)_weighted_Cl-Cl,g(r)_unweighted_Cl-Cl,g(r)_weighted_Sr-Cl,g(r)_unweighted_Sr-Cl,S_i_Sr-Cl,Average_SCL,lambda_BC
3.098712855135135,-0.0006747871398742588,-0.004723509979119811,0.41158115979676246,0.7202670296443342,0.8290993829744833,2.901847840410691,0.7461881683802941,5.05062,0
3.112303700990991,-0.00039295713992395316,-0.0027506999794676716,0.4287269600247833,0.7502721800433706,0.8125977157765434,2.8440920052179015,0.7461881683802941,5.05062,0
3.1258945468468466,-0.00011112713997364744,-0.000777889979815532,0.44592059685104013,0.7803610444893201,0.7953094582272,2.7835831037951997,0.7461881683802941,5.05062,0
3.1394853927027024,0.00017070285997665825,0.0011949200198366075,0.4636748711356469,0.811431024487382,0.7703709178426282,2.6962982124491983,0.7461881683802941,5.05062,0
3.1530762385585587,0.0004525328599269732,0.003167730019488812,0.4814291454202543,0.8425010044854448,0.7454323774580556,2.6090133211031943,0.7461881683802941,5.05062,0
3.1666670844144145,0.0007343628598772789,0.005140540019140952,0.4991834197048611,0.8735709844835068,0.7234519806132123,2.5320819321462427,0.7461881683802941,5.05062,0
3.1802579302702703,0.0010161928598275845,0.007113350018793091,0.5169376939894679,0.9046409644815687,0.7108302951228762,2.4879060329300664,0.7461881683802941,5.05062,0
3.193848776126126,0.0012980228597778904,0.00908616001844523,0.5346919682740747,0.9357109444796305,0.6982086096325403,2.4437301337138906,0.7461881683802941,5.05062,0
3.207439621981982,0.001579852859728196,0.01105897001809737,0.5524462425586815,0.9667809244776924,0.6855869241422042,2.3995542344977143,0.7461881683802941,5.05062,0
3.2210304678378376,0.0018616828596785015,0.013031780017749508,0.5702005168432882,0.9978509044757543,0.6729652386518682,2.3553783352815385,0.7461881683802941,5.05062,0
