r (A),g(r)_weighted_Li-F,g(r)_weighted_F-F,g(r)_weighted_Na-F,S_i_Li-F,S_i_Na-F,Average_SCL,lambda_BC
3.070762084909091,0.10112945440684794,0.6288521708776111,0.09767995856113956,0.24695247411910787,0.019887226884398312,2.26929,2.378058
3.1276280494444446,0.10380578964096947,0.6282119498778167,0.09339758932060699,0.24695247411910787,0.019887226884398312,2.26929,2.378058
3.184494013979798,0.10665780178057435,0.6203627426157993,0.08986439280579786,0.24695247411910787,0.019887226884398312,2.26929,2.378058
3.2413599785151517,0.11122690887582412,0.6024540476579843,0.08797227420571328,0.24695247411910787,0.019887226884398312,2.26929,2.378058
3.298225943050505,0.11694607071918013,0.5771130448946352,0.085855435968381,0.24695247411910787,0.019887226884398312,2.26929,2.378058
3.3550919075858587,0.11862271019147345,0.5507235656975763,0.08485785625140126,0.24695247411910787,0.019887226884398312,2.26929,2.378058
3.4119578721212123,0.12831853740206303,0.5230587819544534,0.08488144036888372,0.24695247411910787,0.019887226884398312,2.26929,2.378058
3.468823836656566,0.13772550302211095,0.49382624146486126,0.085173265942029,0.24695247411910787,0.019887226884398312,2.26929,2.378058
3.5256898011919193,0.1427869536969061,0.4672830252792553,0.08537174377683986,0.24695247411910787,0.019887226884398312,2.26929,2.378058
3.582555765727273,0.15168317602932702,0.4401425009350936,0.08719851167413908,0.04717318162918595,0.019887226884398312,2.26929,2.378058
3.6394217302626264,0.1607827921644886,0.41392651438316574,0.08971584151091679,0.04717318162918595,0.019887226884398312,2.26929,2.378058
3.69628769479798,0.17099256041547345,0.3888753735310198,0.09149566047993492,0.04717318162918595,0.019887226884398312,2.26929,2.378058
3.7531536593333334,0.17988594152456053,0.3689463861142885,0.09384568353690803,0.04717318162918595,0.019887226884398312,2.26929,2.378058
3.810019623868687,0.18992236016652153,0.35139709123827667,0.09740775572535028,0.04717318162918595,0.019887226884398312,2.26929,2.378058
3.8668855884040405,0.19897318241921394,0.33774056240183187,0.10099882080123102,0.04717318162918595,0.019887226884398312,2.26929,2.378058
3.923751552939394,0.20854115250675723,0.31891171890803366,0.10526123391321077,0.04717318162918595,0.019887226884398312,2.26929,2.378058
3.9806175174747476,0.21839250590508122,0.30798886031016,0.1102586870508054,0.04717318162918595,0.019887226884398312,2.26929,2.378058
4.037483482010101,0.22736243371713574,0.30156391242185676,0.11532326039131804,0.04717318162918595,0.019887226884398312,2.26929,2.378058
4.094349446545455,0.23619136606242686,0.28387515643918937,0.1203519353938179,0.04717318162918595,0.019887226884398312,2.26929,2.378058
4.151215411080808,0.244973982688574,0.2820220258687508,0.12638587924677147,0.04717318162918595,0.019887226884398312,2.26929,2.378058
4.208081375616162,0.25206667293545526,0.27755123365230544,0.1316914706018628,0.04717318162918595,0.019887226884398312,2.26929,2.378058
4.264947340151515,0.25750642739600116,0.2704041055675756,0.1365295068179572,0.04717318162918595,0.019887226884398312,2.26929,2.378058
4.321813304686869,0.2630425420542503,0.266652027466986,0.14214999713773274,0.04717318162918595,0.019887226884398312,2.26929,2.378058
4.378679269222222,0.26466965721205205,0.26407733193070565,0.1483907210663451,0.04717318162918595,0.010117091153476506,2.26929,2.378058
4.435545233757576,0.26675691008486807,0.2616938060958406,0.15308280928455242,0.04717318162918595,0.0003157830912695399,2.26929,2.378058
4.492411198292929,0.26610579910002297,0.26043683420911995,0.15679065023385425,0.04717318162918595,0.0003157830912695399,2.26929,2.378058
4.549277162828283,0.26529020402960296,0.26042975253623185,0.16131991482606287,0.04717318162918595,0.0003157830912695399,2.26929,2.378058
4.606143127363636,0.2631080802602735,0.2604497080498839,0.16346988837910006,0.04717318162918595,0.0003157830912695399,2.26929,2.378058
4.66300909189899,0.2613744495485858,0.26182035591664676,0.1665392041839198,0.04717318162918595,0.0003157830912695399,2.26929,2.378058
4.7198750564343435,0.2619078597445777,0.2655616092594486,0.167472903237828,0.04717318162918595,0.0003157830912695399,2.26929,2.378058
4.776741020969697,0.253139549155297,0.2681997462974049,0.16904312438147837,0.04717318162918595,0.0003157830912695399,2.26929,2.378058
4.8336069855050505,0.24412333000425795,0.2717458037247667,0.16879738103231992,0.04717318162918595,0.0003157830912695399,2.26929,2.378058
4.8904729500404045,0.24054964705451157,0.2767684444654326,0.16934109095802183,0.04717318162918595,0.0003157830912695399,2.26929,2.378058
4.947338914575758,0.23592903610452473,0.2830131250886742,0.16954577135505208,0.04717318162918595,0.0003157830912695399,2.26929,2.378058
5.004204879111112,0.2297171460594071,0.2920763555848011,0.16739942286646992,0.04717318162918595,0.0003157830912695399,2.26929,2.378058
5.061070843646465,0.22248700000701427,0.29889827420656895,0.16578675465902093,0.04717318162918595,0.0003157830912695399,2.26929,2.378058
5.117936808181819,0.21628096030748792,0.3083905394154158,0.16316095500362232,0.04717318162918595,0.0003157830912695399,2.26929,2.378058
5.174802772717172,0.21102073038624564,0.3171382210256093,0.16023355505664655,0.04717318162918595,0.0003157830912695399,2.26929,2.378058
5.231668737252526,0.20523457263408448,0.32463306585125223,0.15729507375599164,0.04717318162918595,0.0003157830912695399,2.26929,2.378058
5.288534701787879,0.20164907660821488,0.33536110862979124,0.1538457354850421,0.04717318162918595,0.0003157830912695399,2.26929,2.378058
5.345400666323233,0.19754356524363845,0.3488701590028145,0.15011746552565722,0.03896421818537951,0.0003157830912695399,2.26929,2.378058
5.402266630858586,0.19231466890056995,0.35211651751439876,0.14707906697845854,0.03775620716499642,0.0003157830912695399,2.26929,2.378058
5.45913259539394,0.18886647987749053,0.3652537012984917,0.14428841486946523,0.03775620716499642,0.0003157830912695399,2.26929,2.378058
5.515998559929293,0.18507316436199078,0.3744644153747604,0.14108216922470362,0.03775620716499642,0.0003157830912695399,2.26929,2.378058
5.572864524464647,0.1816989899446521,0.37956957185838824,0.13802830198125154,0.03775620716499642,0.0003157830912695399,2.26929,2.378058
5.629730489,0.17903462403453138,0.3844243457123254,0.13494573144927538,0.004441907120039314,0.0,2.26929,2.378058
