r (A),g(r)_weighted_Al-F,g(r)_weighted_Na-F,g(r)_weighted_Al-Na,g(r)_weighted_K-F,g(r)_weighted_Na-Na,g(r)_weighted_F-F,g(r)_weighted_Al-K,g(r)_weighted_Al-Al,g(r)_weighted_K-Na,S_i_Al-F,S_i_Na-F,S_i_K-F,Average_SCL,lambda_BC
2.6936890713186243,0.026967299862386572,0.17787536042159824,0.003914437608435334,0.13069648118184915,0.006510147650352215,1.268987367833794,-0.0006011830608288075,-0.000982521040809528,-2.848050494660139e-05,0.015152930435953412,0.024634773566055774,2.905506404004604e-06,2.11029,0
2.793455333219314,0.027030332540162526,0.14467363662428825,0.011264729821156498,0.11983466672234455,0.008003052002880758,1.18579831918995,-0.00021399125091986992,0.0009392030947320012,0.00031444299819335177,0.015152930435953412,0.024634773566055774,2.905506404004604e-06,2.11029,0
2.893221595120004,0.02709336521793844,0.11960560340394048,0.02171657076386505,0.10657928230864482,0.0094959563554093,1.0169404983511923,0.00021866059149486114,0.00454851941485933,0.0013751267656574217,0.015152930435953412,0.024634773566055774,2.905506404004604e-06,2.11029,0
2.992987857020694,0.027156397895714293,0.10460897962304397,0.03247222931423011,0.09217803114173456,0.0138764756987397,0.8378622558586944,0.0011962575146129918,0.0072871728832259435,0.002534455702227859,0.015152930435953412,0.024634773566055774,2.905506404004604e-06,2.11029,0
3.0927541189213836,0.035167175114404446,0.10217769979349264,0.045402164809782874,0.0791612669390775,0.01881424815509386,0.6433549496873334,0.0048219536320453895,0.0076767935754298465,0.0036668827487914097,0.015152930435953412,0.024634773566055774,2.905506404004604e-06,2.11029,0
3.1925203808220735,0.04572428714742307,0.10571683467362539,0.06004210231143463,0.07328319815786086,0.025429412423334845,0.5757005142624346,0.010038755190415378,0.0076767935754298465,0.005495808098871194,0.015152930435953412,0.024634773566055774,2.905506404004604e-06,2.11029,0
3.2922866427227633,0.046299602229642814,0.10577773581157317,0.06769282366681217,0.06440581057553371,0.027563474387907128,0.5466774823454332,0.014663252088511842,0.008780081307892462,0.0074191794542373905,0.007165147888018676,0.024634773566055774,2.905506404004604e-06,2.11029,0
3.392052904623453,0.04822924697312814,0.10583863694952092,0.07534354502218973,0.05595420163531172,0.03071639108186822,0.5158735121487548,0.020809544213715166,0.010360073693488604,0.009065212269309184,1.5447612689351527e-14,0.024634773566055774,2.905506404004604e-06,2.11029,0
3.491819166524143,0.0610097422787896,0.10589953808746864,0.08109078053521578,0.05042396731751017,0.035162679476595474,0.5277781806293363,0.02560889601624654,0.011821731443762558,0.011428079759018099,1.5447612689351527e-14,0.024634773566055774,2.905506404004604e-06,2.11029,0
3.5915854284248327,0.07250551168245509,0.10596043922541634,0.08249680409498378,0.049271604239818655,0.03730159570996488,0.5376993772591274,0.030556202458845664,0.013270057797225673,0.014095301109601293,1.5447612689351527e-14,0.024634773566055774,2.905506404004604e-06,2.11029,0
3.6913516903255226,0.07723511057955784,0.10602134036336403,0.08209957980350234,0.0484958734562019,0.03841109077033961,0.5376993772591274,0.03351676696643946,0.013647633022986416,0.015814923426281508,1.5447612689351527e-14,0.024634773566055774,2.905506404004604e-06,2.11029,0
3.7911179522262124,0.08947445816875398,0.11431382612817036,0.07784909763301175,0.04667276199543393,0.03906236657585755,0.5068642670180024,0.03427748731982863,0.013344987690029848,0.017302536782080047,1.5447612689351527e-14,0.024634773566055774,2.905506404004604e-06,2.11029,0
3.890884214126902,0.10278437133284497,0.1235930063898811,0.06784038658786672,0.053594367278724214,0.03837045410349938,0.4842680975441059,0.034016839406161986,0.010816999873076046,0.018181430341946428,1.5447612689351527e-14,0.024634773566055774,2.905506404004604e-06,2.11029,0
3.990650476027592,0.11519125314312229,0.12707168012988118,0.05565840625653255,0.05790049333203348,0.038327636557629635,0.4761112670697186,0.03489926189895157,0.009794008699013524,0.01874370422580154,1.5447612689351527e-14,0.024634773566055774,2.905506404004604e-06,2.11029,0
4.090416737928281,0.1284935224128715,0.12995101486695346,0.04438094247116084,0.057928812361179215,0.03943713161800436,0.4915132521680581,0.03338491170908553,0.011966498229208188,0.019004979275812937,1.5447612689351527e-14,0.024634773566055774,2.905506404004604e-06,2.11029,0
4.190182999828972,0.14175273182347492,0.1390844849280736,0.03875133301127181,0.06064482888343916,0.040546626678379105,0.49118308480265793,0.02789196371829457,0.015604780063329398,0.019514771682208134,1.5447612689351527e-14,0.024634773566055774,2.905506404004604e-06,2.11029,0
4.289949261729661,0.14817825949161514,0.14985635265861125,0.03245225956619919,0.06638679054250453,0.03801231010816945,0.4887187671869236,0.024570734789879596,0.019323325267055467,0.01969999023028622,1.5447612689351527e-14,0.02314376286544541,2.905506404004604e-06,2.11029,0
4.389715523630351,0.15439956405524838,0.1563571408297464,0.02539400347154134,0.07038098426703254,0.035174868826923285,0.49429013909409775,0.02094579057994153,0.021958069687607197,0.018861732778166326,1.5447612689351527e-14,0.010149396699766836,2.905506404004604e-06,2.11029,0
4.489481785531041,0.1544625967330243,0.1637845685823838,0.0227005174270131,0.07250587652515131,0.032763294711836234,0.5045581291596573,0.018637549269864724,0.023362507363692622,0.017897342283630727,1.5447612689351527e-14,1.15093321548083e-09,2.905506404004604e-06,2.11029,0
4.589248047431731,0.1545256294108002,0.1745177709494188,0.021019623777299008,0.07463076878327009,0.03065959081250977,0.5148261192252166,0.016360507569307636,0.025811919773358227,0.016896419001991618,1.5447612689351527e-14,1.15093321548083e-09,2.905506404004604e-06,2.11029,0
4.68901430933242,0.1545886620885761,0.17450384482145806,0.020336682474159755,0.07512995248731792,0.028646788564248928,0.5314184959289502,0.01393578504681151,0.028570567805522144,0.016335271451398962,1.5447612689351527e-14,1.15093321548083e-09,2.905506404004604e-06,2.11029,0
4.78878057123311,0.15465169476635202,0.16387046641991065,0.019257161934476418,0.07515827151646362,0.02814946842942589,0.5565930056784006,0.012636842092732258,0.03203150350730413,0.015773312334597177,1.5447612689351527e-14,1.15093321548083e-09,2.905506404004604e-06,2.11029,0
4.8885468331338,0.15383762281830396,0.15574394099213776,0.017810657251533142,0.0751865905456093,0.02765214829460284,0.573706322454333,0.011825486321551443,0.03519639378994616,0.015192980252360329,1.331263724754506e-14,1.15093321548083e-09,2.905506404004604e-06,2.11029,0
4.988313095034489,0.15039806987007143,0.1495437295863808,0.01727819144846859,0.07521490957475496,0.027577630922605432,0.5889122649740407,0.011302437736235864,0.037384075554617716,0.014612648170123484,4.786933387155979e-15,1.15093321548083e-09,2.905506404004604e-06,2.11029,0
5.08807935693518,0.14852275736614637,0.14960463072432875,0.017293348378665564,0.07524322860390073,0.028039517737299798,0.6023052954943353,0.010779389150920287,0.03957175731928929,0.014247399776596455,6.877407202534835e-17,1.15093321548083e-09,1.9986045251159156e-06,2.11029,0
5.187845618835869,0.14859405512033555,0.14676415032381113,0.018003462586038257,0.07527154763304657,0.028501404551994163,0.6110624789608216,0.010216732261940229,0.041386038021838906,0.013973060974084489,6.877407202534835e-17,1.15093321548083e-09,3.0362893369848684e-07,2.11029,0
5.287611880736559,0.1513498321082871,0.14333761439574905,0.018702071856972192,0.06921376689902979,0.02754476329560216,0.6139961904081244,0.009465124630940534,0.04315562949370657,0.013326980077323858,6.877407202534835e-17,1.15093321548083e-09,1.4038379629837633e-28,2.11029,0
5.387378142637249,0.1541056090962386,0.14057855142487974,0.018715864565457086,0.06346788741167551,0.024942361320212564,0.6242045182758524,0.009066768455739262,0.0442771322491042,0.012602207075733946,6.877407202534835e-17,1.15093321548083e-09,1.4038379629837633e-28,2.11029,0
5.487144404537939,0.14908892414037714,0.13781948845401037,0.018729657273941984,0.061747670440481114,0.0264965077644485,0.6402761549002065,0.008863953698167918,0.04503988719387476,0.0121572083717177,6.877407202534835e-17,1.15093321548083e-09,1.4038379629837633e-28,2.11029,0
5.586910666438628,0.1400099849234227,0.13136209061304485,0.018743449982426892,0.060027453469286646,0.027909621052921624,0.6560235180543866,0.008877078780712562,0.04581714923856307,0.012318584137901208,6.877407202534835e-17,1.15093321548083e-09,1.4038379629837633e-28,2.11029,0
5.686676928339319,0.13626488256573485,0.12598067111230013,0.019960746562248968,0.058307236498092135,0.028883726187951538,0.671425503152726,0.008955120856329733,0.047002143527760165,0.012206851342261904,6.877407202534835e-17,1.15093321548083e-09,1.4038379629837633e-28,2.11029,0
5.786443190240008,0.1363279152435108,0.1292625143537595,0.022391570293076354,0.05658701952689788,0.030672314999333206,0.678966409411173,0.009014275160621378,0.04818713781695725,0.012048578956197308,6.877407202534835e-17,1.15093321548083e-09,1.4038379629837633e-28,2.11029,0
5.886209452140698,0.1333463003474101,0.13278353019706998,0.023973717820107886,0.05731939370058615,0.03246090381071489,0.6701652750692648,0.009113083276983052,0.04843410649448111,0.012183745765922332,6.877407202534835e-17,1.15093321548083e-09,1.4038379629837633e-28,2.11029,0
5.985975714041388,0.1305720995260522,0.13707150818189331,0.025319243875085582,0.06144800119692253,0.03246876156404972,0.6613641407273566,0.009781178948982778,0.04854696309345226,0.012595253969690282,6.877407202534835e-17,1.15093321548083e-09,1.4038379629837633e-28,2.11029,0
6.085741975942078,0.13730041528317755,0.14056101763438303,0.026175400167648157,0.06368231595897558,0.03198846667378867,0.6521333817216262,0.010357595282351369,0.04798769163784911,0.012979996725785608,6.877407202534835e-17,1.15093321548083e-09,1.4038379629837633e-28,2.11029,0
6.185508237842767,0.14368968339661908,0.14384286087584242,0.026827503330201688,0.06228010879353021,0.0316531120293294,0.6427988452983905,0.010854491438401162,0.04621020020405348,0.013354095092847372,6.877407202534835e-17,1.15093321548083e-09,1.4038379629837633e-28,2.11029,0
6.2852744997434575,0.14841928229372217,0.13894238555435087,0.027135012640114666,0.060450613797875107,0.03301158889867052,0.6334643088751547,0.01147328836674764,0.043506953323447645,0.013654773081337834,6.877407202534835e-17,1.15093321548083e-09,1.4038379629837633e-28,2.11029,0
6.385040761644147,0.14934218217723405,0.13311640682109382,0.027148805348599533,0.057855653938949425,0.034302467881188924,0.6216319874467084,0.01174275417087046,0.04081926496870902,0.013929111883849798,6.877407202534835e-17,1.15093321548083e-09,1.4038379629837633e-28,2.11029,0
6.484807023544836,0.14940521485501002,0.1321441004714424,0.028067680542286453,0.05576993140213262,0.034932519245974944,0.6093103993680372,0.011387828345120603,0.038229483334825835,0.014669082755533467,6.877407202534835e-17,7.485324688406796e-10,1.4038379629837633e-28,2.11029,0
6.584573285445527,0.1494682475327859,0.13220500160939033,0.029069677860893362,0.055798250431278416,0.035562570610760964,0.6024974410482378,0.011527026545311903,0.03497205962140273,0.015398069169111442,6.877407202534835e-17,2.604721573216739e-10,1.4038379629837633e-28,2.11029,0
6.684339547346216,0.14884103987710262,0.1336739045373239,0.029955188040152018,0.05582656946042422,0.035620965657388,0.599563729600935,0.012001198993923337,0.03497205962140273,0.016053930248527467,6.126056217202793e-17,6.07520212892675e-12,1.4038379629837633e-28,2.11029,0
6.784105809246906,0.14556832847847212,0.13667574516635847,0.02996898074863694,0.056706611188566194,0.035634291945779224,0.5950958352947399,0.012821916202873799,0.03421494098462312,0.016215306014710985,2.4949809567018686e-17,6.07520212892675e-12,1.4038379629837633e-28,2.11029,0
6.883872071147596,0.14333931013258044,0.13849208708461866,0.03001258170153137,0.05785832087436207,0.03392626513997855,0.5899618402619603,0.013406936645507827,0.03325320648904286,0.016334113593728022,2.451992595780772e-23,6.07520212892675e-12,1.4038379629837633e-28,2.11029,0
6.983638333048286,0.1434023428103564,0.13855298822256656,0.03072269590890407,0.05875006420640515,0.03191887544747327,0.5875890102006956,0.013827187393308106,0.0314696769790722,0.016414801476819774,2.451992595780772e-23,6.07520212892675e-12,1.4038379629837633e-28,2.11029,0
7.083404594948975,0.14182377130943188,0.13702779836660087,0.03135903970752603,0.058778383235550874,0.02925235610606023,0.5875890102006956,0.014183682715666227,0.030303928150686825,0.016414966205096106,2.451992595780772e-23,6.07520212892675e-12,1.4038379629837633e-28,2.11029,0
7.1831708568496655,0.13688241139585758,0.13276314200633785,0.03078331511695251,0.058806702264696614,0.02767309111065466,0.5851844992159922,0.01472972244758909,0.029671931196448387,0.016205724871824655,2.451992595780772e-23,6.07520212892675e-12,1.4038379629837633e-28,2.11029,0
7.282937118750355,0.13194105148228333,0.13576498263537243,0.030207590526379,0.058835021293842375,0.02768641739904588,0.5800505041832125,0.015214714031851543,0.029285545861825055,0.015848920298124087,2.451992595780772e-23,6.07520212892675e-12,1.4038379629837633e-28,2.11029,0
7.382703380651045,0.13101840265439316,0.13876682326440704,0.030830939578302446,0.05963590501253522,0.027699743687437103,0.5765024251025693,0.015456603704475276,0.029285545861825055,0.015239278514764176,2.451992595780772e-23,6.07520212892675e-12,1.4038379629837633e-28,2.11029,0
7.4824696425517345,0.13108143533216912,0.13885749391230548,0.03193876671620269,0.06141149482060272,0.02771306997582831,0.5765024251025693,0.015294778438816273,0.02879302681232995,0.014660064720531973,2.451992595780772e-23,6.07520212892675e-12,1.4038379629837633e-28,2.11029,0
7.582235904452425,0.1311444680099451,0.13891839505025338,0.03255105479623566,0.06175851603982374,0.027726396264219515,0.5788101947138289,0.014817901072058938,0.027589223089970978,0.014142138883995299,2.451992595780772e-23,6.07520212892675e-12,8.507126665078047e-29,2.11029,0
7.682002166353114,0.13120750068772086,0.136164979971907,0.03097857751040135,0.0617868350689694,0.02773972255261071,0.5829402243233143,0.014797287916218425,0.026805691283024884,0.013799215380855344,2.451992595780772e-23,6.07520212892675e-12,1.7418955437968414e-29,2.11029,0
7.781768428253804,0.13127053336549677,0.13314948069137927,0.029406100224567026,0.061815154098115124,0.0277530488410019,0.5885409461772557,0.014668223979582114,0.026410693186625846,0.013413335978958827,2.451992595780772e-23,6.07520212892675e-12,5.562897868816527e-34,2.11029,0
7.881534690154494,0.1313335660432729,0.13299671640271152,0.029197952993210416,0.06184347312726088,0.02776637512939309,0.593132302749759,0.014590848878827141,0.0261579632940573,0.012986468404014195,2.451992595780772e-23,6.07520212892675e-12,5.562897868816527e-34,2.11029,0
7.981300952055184,0.1317378408653034,0.1320201090656883,0.03001797501557464,0.06187179215640661,0.027779701417784287,0.593132302749759,0.01474859369027152,0.0261579632940573,0.012453031843574266,2.451992595780772e-23,6.07520212892675e-12,5.562897868816527e-34,2.11029,0
8.081067213955873,0.1344936178532547,0.12869686950217865,0.03014828595894054,0.061900111185552366,0.027816331108096528,0.593132302749759,0.01469851054202204,0.0261579632940573,0.012097234666376138,2.451992595780772e-23,6.07520212892675e-12,5.562897868816527e-34,2.11029,0
8.180833475856563,0.13724939484120605,0.12707503775516987,0.030162078667425447,0.06192843021469811,0.028358299384511693,0.593132302749759,0.014485555046572122,0.0261579632940573,0.011880651401235112,2.451992595780772e-23,6.07520212892675e-12,5.562897868816527e-34,2.11029,0
8.280599737757253,0.13541885450785743,0.12713593889311772,0.03017587137591036,0.062396628770994125,0.028900267660926855,0.593132302749759,0.014434679492609133,0.0259510192764145,0.011893297197025761,2.451992595780772e-23,6.07520212892675e-12,5.562897868816527e-34,2.11029,0
8.380365999657943,0.1322978127525113,0.1271968400310654,0.03018966408439526,0.06347346200616234,0.02940080799944675,0.593132302749759,0.014434679492609133,0.02567448898168619,0.01194605465904729,2.451992595780772e-23,6.07520212892675e-12,5.562897868816527e-34,2.11029,0
8.480132261558632,0.13350987745748405,0.12725774116901312,0.030203456792880147,0.06455029524133055,0.02986269481414111,0.5966991996025122,0.01441073901691688,0.02627639084286566,0.011971817457852049,1.768772325364247e-23,6.07520212892675e-12,5.562897868816527e-34,2.11029,0
8.579898523459322,0.13583143209895804,0.12731864230696086,0.0297776142758347,0.06488024398982509,0.030324581628835473,0.6012627507427609,0.0142529942054725,0.026560716820294667,0.011971817457852049,9.106138157462215e-24,6.07520212892675e-12,5.562897868816527e-34,2.11029,0
8.679664785360012,0.13815298674043203,0.1273795434449087,0.029244007863248392,0.06490856301897074,0.03031624638442282,0.6020488789004678,0.01405327487122088,0.025902386659629625,0.012015740194572628,5.245530612819587e-25,6.07520212892675e-12,5.562897868816527e-34,2.11029,0
8.779431047260703,0.1348873994683503,0.12744044458285655,0.029039496353149872,0.06471990896857605,0.029906481933446062,0.5958880848611321,0.013816657654054303,0.025467465513203547,0.012140439650259884,5.13624675363544e-25,4.950404580169412e-12,5.562897868816527e-34,2.11029,0
8.879197309161391,0.13196389282103252,0.12750134572080435,0.0296915995157034,0.0635826779958057,0.02949671748246931,0.5897272908217964,0.013990319641167348,0.027223012608310355,0.01229938756459786,5.13624675363544e-25,1.8919898655558037e-12,5.562897868816527e-34,2.11029,0
8.978963571062081,0.13202692549880846,0.12756224685875217,0.03027242033530463,0.062445447023035346,0.029458317524940582,0.5875890102006956,0.014199262353788154,0.027745858914594232,0.01251597082973889,5.13624675363544e-25,4.710803457201391e-15,5.562897868816527e-34,2.11029,0
9.078729832962772,0.13208995817658437,0.1276231479967,0.030286213043789516,0.06218330147700969,0.030019860411212605,0.5875890102006956,0.014376725266663082,0.02689509378388862,0.012702630627305938,5.13624675363544e-25,4.710803457201391e-15,5.562897868816527e-34,2.11029,0
9.178496094863462,0.1298840377855752,0.12868136244238904,0.03030000575227441,0.06221162050615543,0.030581403297484627,0.5888410207592736,0.014304306379595809,0.02645341336033045,0.01286363892488992,5.13624675363544e-25,4.710803457201391e-15,5.562897868816527e-34,2.11029,0
9.27826235676415,0.1275317384138693,0.13124761343265215,0.030313798460759305,0.06291725542569701,0.030064182949849846,0.5944417426132149,0.014110710474641339,0.028665402700165012,0.012988338380577174,5.13624675363544e-25,4.710803457201391e-15,5.562897868816527e-34,2.11029,0
9.37802861866484,0.1276387873304026,0.1338138644229153,0.0303275911692442,0.0643131113181981,0.029485138090967505,0.598675595298822,0.01400219868721943,0.03038983895101267,0.013097821240463743,5.13624675363544e-25,4.710803457201391e-15,5.562897868816527e-34,2.11029,0
9.477794880565531,0.1328866434912221,0.1339711346098764,0.030341383877729083,0.06458486866194817,0.029667980338599444,0.598675595298822,0.01393121352206946,0.031142216277487023,0.013160170968307376,5.13624675363544e-25,4.710803457201391e-15,5.562897868816527e-34,2.11029,0
9.57756114246622,0.1381344996520415,0.13403203574782435,0.030355176586213978,0.06330190438049395,0.030191723675056906,0.598675595298822,0.01381330168275159,0.0315601513656561,0.01324231499969507,5.13624675363544e-25,4.710803457201391e-15,5.562897868816527e-34,2.11029,0
9.67732740436691,0.13878618967677403,0.1340929368857721,0.03036896929469891,0.061952063204466126,0.030582563362537625,0.5953195347428367,0.013689849221621204,0.0315601513656561,0.013379484400951054,5.13624675363544e-25,4.710803457201391e-15,5.562897868816527e-34,2.11029,0
9.7770936662676,0.13942353973273647,0.13342501431347162,0.030174828423937174,0.06040675680743411,0.029307732129877383,0.5891587407035009,0.013719156120318885,0.03169602557790203,0.013452867040266733,4.669355454860783e-25,4.148364012978853e-15,5.562897868816527e-34,2.11029,0
9.87685992816829,0.1428202474876469,0.12925539495741797,0.029599103833363657,0.05957131605163133,0.028032900897217144,0.5875890102006956,0.013780882350884077,0.03172782547423522,0.013452867040266733,1.9592443811355651e-25,8.836354346400131e-16,4.172173401612423e-34,2.11029,0
