r (A),g(r)_weighted_U-Cl,g(r)_weighted_Na-Cl,g(r)_weighted_Cl-Cl,g(r)_weighted_Na-Na,g(r)_weighted_Na-U,g(r)_weighted_U-U,S_i_U-Cl,S_i_Na-Cl,Average_SCL,lambda_BC
4.681768411131313,0.04951845530804426,0.1414128554401025,0.5122504195278395,0.10088628576552681,0.0843579695611086,0.03719712116103363,0.024230229493041492,0.1572977725470911,2.9513,2.717874
4.75164555159596,0.053913418868992556,0.14593648893415176,0.5020866825119273,0.1001377009781278,0.08205405669171288,0.037268640453989754,0.024230229493041492,0.1572977725470911,2.9513,2.717874
4.821522692060606,0.0583699269509977,0.14986808489073816,0.493042104209539,0.0988545480627738,0.0797501438223172,0.037284237964934436,0.024230229493041492,0.1572977725470911,2.9513,2.717874
4.891399832525252,0.06299182857956911,0.15540144326890884,0.4871923403317838,0.09650988412944721,0.077482301396553,0.03551514304267971,0.024230229493041492,0.1572977725470911,2.9513,2.717874
4.961276972989899,0.06752308515236011,0.16133611639149828,0.4870764300523264,0.09331929108590051,0.07525280183886704,0.03374515823289254,0.024230229493041492,0.1572977725470911,2.9513,2.717874
5.031154113454545,0.07202544701119469,0.16779657280516366,0.4929261939805017,0.08958213108234876,0.07269049082865739,0.03197348574284212,0.024230229493041492,0.1572977725470911,2.9513,2.717874
5.101031253919192,0.07719633433131394,0.17493466164975877,0.5043231587204151,0.08583444275724537,0.0693508938758985,0.030173446592449846,0.024230229493041492,0.1572977725470911,2.9513,2.717874
5.170908394383838,0.08266402138735932,0.18250534999717583,0.5153720021981215,0.08234872675316288,0.06664027535311227,0.02902794107291546,0.024230229493041492,0.15220881745896403,2.9513,2.717874
5.240785534848484,0.08900687566579159,0.1891416875212004,0.5191325648168211,0.07958898866976014,0.06392027179643417,0.028333481361631215,0.024230229493041492,0.056704024017247015,2.9513,2.717874
5.310662675313131,0.09708397335736715,0.19587979529463423,0.527840443517148,0.07693309908149847,0.060779346436909895,0.02683982615896562,0.018039859712892396,0.00020493148271534683,2.9513,2.717874
5.3805398157777775,0.10544048907767858,0.20276531553867871,0.5413198551020779,0.07390627123248483,0.057549298735507855,0.02545475108393715,0.010852109225971006,0.00020493148271534683,2.9513,2.717874
5.4504169562424245,0.11379700479799015,0.20965083578272323,0.5496431295794342,0.0712186197724018,0.05400380159472948,0.025356522632317902,0.0036643587390495225,0.00020493148271534683,2.9513,2.717874
5.520294096707071,0.12084038716731373,0.21653635602676768,0.5531420905239756,0.06863700091196358,0.050561945510329054,0.025197437954928865,2.2781431294748152e-07,0.00020493148271534683,2.9513,2.717874
5.590171237171717,0.12651827237250132,0.2235888867443007,0.5301430572977163,0.06677153281963932,0.04765379657769851,0.024421016773181887,2.2781431294748152e-07,0.00020493148271534683,2.9513,2.717874
5.660048377636364,0.13219615757768902,0.23110477605735533,0.5037501652061531,0.06534524834298441,0.04489631268372476,0.021641400571682155,2.2781431294748152e-07,0.00020493148271534683,2.9513,2.717874
5.72992551810101,0.13755504879813685,0.2383141488133389,0.47735727311459025,0.06224032504717236,0.04223783051938812,0.01907314800483572,2.2781431294748152e-07,0.00020493148271534683,2.9513,2.717874
5.799802658565657,0.14163568216618014,0.24480850725994882,0.45895054678427527,0.05966396140013339,0.040071060182292687,0.016735789516806997,2.2781431294748152e-07,0.00020493148271534683,2.9513,2.717874
5.869679799030303,0.14547633701471105,0.25079431233261423,0.4532284509126758,0.05812861397721411,0.038015819799385724,0.015260321273875813,2.2781431294748152e-07,0.00020493148271534683,2.9513,2.717874
5.93955693949495,0.14888707984834704,0.2542083798391749,0.45437751181371555,0.05694708264892039,0.0358591384071026,0.015184110783951422,2.2781431294748152e-07,0.00020493148271534683,2.9513,2.717874
6.009434079959596,0.15184267931203912,0.2552699470260203,0.4493648616345647,0.05566586158089643,0.03405798146332657,0.01461689444144287,2.2781431294748152e-07,0.00020493148271534683,2.9513,2.717874
6.079311220424242,0.15460124742928935,0.2542888496507563,0.44591082412809135,0.054834418625015625,0.03317738604503637,0.013134759161555215,2.2781431294748152e-07,0.00020493148271534683,2.9513,2.717874
6.149188360888889,0.15538423924822403,0.2530263778996306,0.4454929838007853,0.054215576294194136,0.03224770367668065,0.012589474694707501,2.2781431294748152e-07,0.00020493148271534683,2.9513,2.717874
6.219065501353535,0.15555726082132945,0.2508714466893595,0.448338175576584,0.05346844847761543,0.03134689251033838,0.012665964216994341,2.2781431294748152e-07,0.00020493148271534683,2.9513,2.717874
6.288942641818182,0.1536232050369208,0.24842102310541914,0.4528037103843329,0.052751406710279156,0.030861507127611827,0.0130606474708885,2.2781431294748152e-07,0.00020493148271534683,2.9513,2.717874
6.358819782282828,0.15020638890294372,0.24578141289563463,0.4613694364399973,0.052908863173239985,0.030712906761647882,0.013575365518521218,2.2781431294748152e-07,0.00020493148271534683,2.9513,2.717874
6.428696922747474,0.1462569023496841,0.24395478284102765,0.4703843845621109,0.053165372010173746,0.030708988964078202,0.013132326344248553,2.2781431294748152e-07,0.00020493148271534683,2.9513,2.717874
6.498574063212121,0.14166647329244852,0.24120267727202455,0.48020363118800524,0.05351731223766139,0.03033959656258033,0.012771182234870265,2.2781431294748152e-07,0.00020493148271534683,2.9513,2.717874
6.5684512036767675,0.137060420192073,0.23685820879968317,0.49235616024000406,0.054123414688124795,0.03036445590819658,0.01324567128944118,2.2781431294748152e-07,0.00020493148271534683,2.9513,2.717874
6.6383283441414145,0.13297060159809435,0.2330335102496832,0.505664175634695,0.05498699064057746,0.030591870347273366,0.013631445940106483,2.2781431294748152e-07,0.00020493148271534683,2.9513,2.717874
6.708205484606061,0.1290404208212954,0.22922953284344483,0.522703257333379,0.056394695796913724,0.031130638218263625,0.013874108899783296,2.2781431294748152e-07,0.00020493148271534683,2.9513,2.717874
6.778082625070707,0.125130632449472,0.22527993722836784,0.5371687053799327,0.057978102732771264,0.031588157308474446,0.014288850354861956,2.2781431294748152e-07,0.00020493148271534683,2.9513,2.717874
6.847959765535354,0.12153971130530397,0.220410561478229,0.547170389575977,0.059683384120539924,0.03182324115038936,0.014933911272411964,1.5219780418955118e-07,0.00016398439347263636,2.9513,2.717874
6.917836906,0.1182717257973568,0.21401226977999685,0.5537498695598166,0.061112738968525454,0.032267877444668094,0.01587660510601926,0.0,5.4972496799645125e-05,2.9513,2.717874
