r (A),g(r)_weighted_F-F,g(r)_weighted_K-F,g(r)_weighted_Mg-F,g(r)_weighted_Mg-Mg,g(r)_weighted_Na-F,S_i_K-F,S_i_Mg-F,S_i_Na-F,Average_SCL,lambda_BC
4.608467563,0.3746206315524121,0.16928586844184473,0.029723083681927057,0.00065055210531741,0.13124422915941553,0.09834974280426378,2.749016799703551e-12,3.721527471720795e-05,2.55146,3.95351295352575
4.668317791090909,0.3678329727251421,0.17853089629502736,0.03141812050608881,0.0006385111733296085,0.1389070882481268,0.09834974280426378,2.749016799703551e-12,3.721527471720795e-05,2.55146,3.95351295352575
4.728168019181818,0.3608334988040177,0.18806354848412082,0.033062316973209674,0.0006219804433066025,0.14628980315460086,0.09834974280426378,2.749016799703551e-12,3.721527471720795e-05,2.55146,3.95351295352575
4.788018247272728,0.3525936608976824,0.19763441245014254,0.03438320655318809,0.0006395005494668623,0.15297459141579775,0.09834974280426378,2.749016799703551e-12,3.721527471720795e-05,2.55146,3.95351295352575
4.8478684753636365,0.3449027270566026,0.20697515769498462,0.03527819912151844,0.0007444575634812409,0.15793331838938035,0.09834974280426378,2.749016799703551e-12,3.721527471720795e-05,2.55146,3.95351295352575
4.907718703454545,0.3433472639556752,0.21146890049951048,0.03552802191855257,0.0009918660874399063,0.1614231101478535,0.09834974280426378,2.749016799703551e-12,3.721527471720795e-05,2.55146,3.95351295352575
4.967568931545455,0.3416618392505577,0.21803427462449695,0.03559107174141772,0.001297107606002313,0.16409569872212454,0.09834974280426378,2.749016799703551e-12,3.721527471720795e-05,2.55146,3.95351295352575
5.027419159636364,0.3394596001961391,0.22744762768616794,0.035743273812392215,0.0015139108572929814,0.16652167176789265,0.09834974280426378,2.749016799703551e-12,3.721527471720795e-05,2.55146,3.95351295352575
5.0872693877272726,0.33392320629677774,0.23624035849326588,0.03600537802887915,0.0014931960569697909,0.1688438476935654,0.07482423981672114,2.749016799703551e-12,3.721527471720795e-05,2.55146,3.95351295352575
5.147119615818182,0.3315344535206729,0.24259391315964077,0.03609753310763896,0.0013075657156415821,0.17014819660479477,0.02067223318510181,2.749016799703551e-12,3.721527471720795e-05,2.55146,3.95351295352575
5.206969843909091,0.32938141139387045,0.25428939098891096,0.03563696416349523,0.0013675602642974512,0.17022322698645256,0.02067223318510181,2.749016799703551e-12,3.721527471720795e-05,2.55146,3.95351295352575
5.266820072,0.329545767950015,0.2603621988168938,0.034630427972329465,0.0015826187519583372,0.1691788741522486,0.02067223318510181,2.749016799703551e-12,3.721527471720795e-05,2.55146,3.95351295352575
5.3266703000909095,0.3278801576647403,0.2659339185593351,0.033538362560278534,0.0017983320275703652,0.16791306350088941,0.02067223318510181,2.749016799703551e-12,3.721527471720795e-05,2.55146,3.95351295352575
5.386520528181818,0.32660181018716145,0.2734406894989535,0.03228322560779533,0.001949701078011036,0.16692165261980169,0.02067223318510181,2.749016799703551e-12,3.721527471720795e-05,2.55146,3.95351295352575
5.446370756272727,0.3262787864473321,0.27967155350687267,0.030793995337895536,0.0021489553875774117,0.16556521433887625,0.02067223318510181,2.749016799703551e-12,3.721527471720795e-05,2.55146,3.95351295352575
5.506220984363637,0.3262787864473321,0.27801802799673586,0.02955954538139217,0.0025828648627384564,0.16254890735795968,0.02067223318510181,2.749016799703551e-12,3.721527471720795e-05,2.55146,3.95351295352575
5.5660712124545455,0.3262787864473321,0.2763645024865991,0.028656189882322897,0.002916077069992859,0.15899221244246262,0.02067223318510181,2.749016799703551e-12,3.721527471720795e-05,2.55146,3.95351295352575
5.625921440545454,0.3286809125419928,0.2747109769764623,0.027794312733685145,0.00290014101780027,0.15563029954271018,0.02067223318510181,2.749016799703551e-12,3.721527471720795e-05,2.55146,3.95351295352575
5.685771668636364,0.3323339787090054,0.2719070779033051,0.027087790384690304,0.0027749530280958227,0.15206989820423839,0.02067223318510181,2.749016799703551e-12,3.721527471720795e-05,2.55146,3.95351295352575
5.745621896727273,0.33733084684785186,0.26673630787926006,0.026273306332403597,0.002632823791636146,0.14792105886126675,0.02067223318510181,2.749016799703551e-12,3.721527471720795e-05,2.55146,3.95351295352575
5.8054721248181815,0.34429356209426076,0.2625538847177244,0.025267191614502162,0.002481798799481515,0.14353274898830098,0.02067223318510181,1.9990445728792197e-12,3.721527471720795e-05,2.55146,3.95351295352575
5.865322352909091,0.35344502061726696,0.2590071943516623,0.024329889945648622,0.0023374102615323954,0.13978274580346245,0.02067223318510181,1.4172656714307124e-12,3.721527471720795e-05,2.55146,3.95351295352575
5.925172581,0.3625753680461515,0.2538969416200446,0.02342026002377311,0.0022130100735895755,0.13512827118428655,0.004864054998349306,8.721634875462545e-13,6.202545786201416e-06,2.55146,3.95351295352575
