r (A),g(r)_weighted_K-Na,g(r)_weighted_Na-Zn,g(r)_weighted_Cl-Cl,g(r)_weighted_Na-Cl,g(r)_weighted_K-Cl,g(r)_weighted_Zn-Cl,S_i_Na-Cl,S_i_K-Cl,S_i_Zn-Cl,Average_SCL,lambda_BC
13.63990385818182,0.019357217901313832,0.02013389401863674,0.44181301252245736,0.07840812495502038,0.14585761597444571,0.13687664276433792,4.254184062558544e-43,3.23614906418346e-20,2.0886195101346432e-16,2.75784,0
13.837583624242425,0.019600533589832086,0.020658737932725237,0.44638095172454645,0.07672132079109005,0.14212604987891644,0.13230271012533606,4.254184062558544e-43,3.23614906418346e-20,2.0886195101346432e-16,2.75784,0
14.035263390303031,0.01989729134811594,0.021183581846813734,0.44945154755421135,0.07516609267177403,0.1378317012861912,0.13027478409754903,4.254184062558544e-43,3.23614906418346e-20,2.0886195101346432e-16,2.75784,0
14.232943156363637,0.02074692419881681,0.021794260340127245,0.4527167335716628,0.07409068017943696,0.13473574594159882,0.12791079202780894,4.254184062558544e-43,3.23614906418346e-20,2.0886195101346432e-16,2.75784,0
14.430622922424243,0.02159655704951768,0.022399611969159162,0.4545288833952803,0.07317206088880285,0.13257402303250343,0.12623473911634508,4.254184062558544e-43,3.23614906418346e-20,2.0886195101346432e-16,2.75784,0
14.62830268848485,0.02237696953785744,0.02297756329768806,0.45493310279562127,0.07283667095482035,0.1305825722531251,0.12523756850379122,4.254184062558544e-43,3.23614906418346e-20,6.144946673133636e-17,2.75784,0
14.825982454545457,0.023063527502576703,0.02333150256413042,0.4509913040320935,0.07250128102083785,0.12938856395554457,0.12697376275515093,4.254184062558544e-43,3.23614906418346e-20,1.304660624103093e-20,2.75784,0
15.023662220606063,0.023510304051689777,0.0234752246898303,0.44538825629310635,0.07325534305245165,0.12859200612937802,0.1299745527937974,3.602011168633004e-43,3.23614906418346e-20,1.304660624103093e-20,2.75784,0
15.221341986666669,0.023680599687037465,0.02324145098320475,0.43978520855411923,0.07427785924999662,0.12820752442410815,0.1329753428324439,2.789134970834991e-43,3.23614906418346e-20,1.304660624103093e-20,2.75784,0
15.419021752727275,0.023626835254268626,0.0225094892605048,0.4341821608151321,0.07530037544754159,0.12915944803828538,0.1359761328710904,1.9762587730369785e-43,3.72397741138349e-21,1.304660624103093e-20,2.75784,0
15.616701518787881,0.02337500989353488,0.021777527537804844,0.428579113076145,0.07632289164508656,0.13277755725765922,0.13897692290973687,1.1633825752389657e-43,8.298774774741119e-23,1.304660624103093e-20,2.75784,0
15.814381284848487,0.022971615076623222,0.021209298922129863,0.4252855651313634,0.07734540784263153,0.13676219785363986,0.14098431629758432,3.50506377440953e-44,8.298774774741119e-23,1.304660624103093e-20,2.75784,0
16.012061050909093,0.022348213558478814,0.020764429054893646,0.42389689064796715,0.07828138908131928,0.13901333297407606,0.14184680613569772,4.90872087511555e-55,8.298774774741119e-23,1.304660624103093e-20,2.75784,0
16.2097408169697,0.021619714638311673,0.02035743797773305,0.4231920606286238,0.0790478722984801,0.14025455551333071,0.1432089158437086,4.90872087511555e-55,8.298774774741119e-23,1.304660624103093e-20,2.75784,0
16.407420583030305,0.021628156305228234,0.020046991162831856,0.4248586062999533,0.07958172218388819,0.141535735272764,0.14433491812560462,4.90872087511555e-55,8.298774774741119e-23,1.304660624103093e-20,2.75784,0
16.60510034909091,0.021826927659129546,0.01986883517828718,0.4293077476364302,0.07937745888302357,0.14259937178617552,0.14509065313509792,4.90872087511555e-55,8.298774774741119e-23,1.304660624103093e-20,2.75784,0
16.802780115151517,0.02078798332833646,0.019684136828408045,0.433756888972907,0.07862100861177072,0.14327015723230924,0.1453693576079731,4.90872087511555e-55,8.298774774741119e-23,1.8134688557022586e-21,2.75784,0
17.000459881212123,0.021644937368512716,0.019806577637511254,0.4382060303093839,0.07786455834051789,0.14338388960902407,0.14226438160740842,4.90872087511555e-55,8.298774774741119e-23,1.1980044819578296e-22,2.75784,0
17.19813964727273,0.021206381745192553,0.01990034948914969,0.44265517164586066,0.07710810806926507,0.14322129776818585,0.1388742417396681,4.90872087511555e-55,8.298774774741119e-23,1.1980044819578296e-22,2.75784,0
17.395819413333335,0.02158128950085161,0.02045984329049437,0.44560707753106843,0.07635165779801224,0.14059675230072158,0.13548410187192772,4.90872087511555e-55,8.298774774741119e-23,1.1980044819578296e-22,2.75784,0
17.59349917939394,0.021421733727298078,0.02110437943722839,0.4475228253666499,0.07556968918935264,0.13797220683325725,0.13209396200418738,4.90872087511555e-55,8.298774774741119e-23,1.1980044819578296e-22,2.75784,0
17.791178945454547,0.021290111560910093,0.021738986119080372,0.4491027495954533,0.07475585031905732,0.135347661365793,0.1290456585937589,4.90872087511555e-55,8.298774774741119e-23,1.1980044819578296e-22,2.75784,0
17.988858711515153,0.021393934655206667,0.022036647776582922,0.4505831003467852,0.07436587043895117,0.1337349236481268,0.12941667854681158,1.7452996935089103e-55,8.298774774741119e-23,1.1655806704799364e-22,2.75784,0
18.18653847757576,0.02205614003038062,0.022245664980583238,0.45144702557182376,0.07448657033534994,0.13287897656601402,0.13093213841213103,1.93004336356997e-58,8.298774774741119e-23,1.0331430897753347e-22,2.75784,0
18.384218243636365,0.022220072722827257,0.022468127240252905,0.4491261122619233,0.07487707185035732,0.13214848633508933,0.13244759827745045,1.708178229347427e-58,6.272628840594709e-23,9.007055090707328e-23,2.75784,0
18.58189800969697,0.02226963486164098,0.02265032289603063,0.4440031009257054,0.07526757336536466,0.13154273801677732,0.13396305814276988,1.4863130951248838e-58,1.5709757271619863e-25,7.68267928366131e-23,2.75784,0
18.779577775757577,0.021740519057213782,0.02265032289603063,0.4388800895894875,0.07565807488037203,0.13145888987956375,0.1354785180080893,1.2644479609023408e-58,1.5709757271619863e-25,6.358303476615292e-23,2.75784,0
18.977257541818183,0.02288218572745113,0.022333218024222043,0.4337570782532695,0.07604857639537937,0.1314533284890875,0.13699397787340872,1.0425828266797977e-58,1.5709757271619863e-25,5.033927669569274e-23,2.75784,0
19.17493730787879,0.022353434746853473,0.021975847257044066,0.4286340669170516,0.07643907791038675,0.13282873606990064,0.13850943773872815,8.207176924572546e-59,1.5709757271619863e-25,3.709551862523256e-23,2.75784,0
19.372617073939395,0.021899635912522395,0.02161847648986609,0.4262313611030257,0.0768295794253941,0.13564138621591593,0.14002489760404757,5.9885255823471154e-59,1.5709757271619863e-25,2.3851760554772375e-23,2.75784,0
19.57029684,0.02191358943927358,0.021261105722688113,0.4250524392230681,0.07722008094040145,0.1384540363619312,0.14141130304182906,3.769874240121683e-59,1.5709757271619863e-25,1.1883973217486111e-23,2.75784,0
