r (A),g(r)_weighted_Li-F,g(r)_weighted_Na-F,g(r)_weighted_K-F,g(r)_weighted_Li-Li,g(r)_weighted_F-F,g(r)_weighted_Li-Na,g(r)_weighted_K-Li,g(r)_weighted_Na-Na,g(r)_weighted_K-Na,g(r)_weighted_K-K,S_i_Li-F,S_i_Na-F,S_i_K-F,Average_SCL,lambda_BC
3.9575543303131315,0.16168863209369386,0.028916187603048208,0.0942879737092778,0.05852669482963741,0.343953752668395,0.024582748863345057,0.09589459582504047,0.0064167933091212265,0.027479606166102778,0.11452337596394377,0.002041839702842698,0.011993653632155675,0.1045352972249509,2.52477,2.421498
4.007649954747475,0.16891919788050871,0.030358627139678754,0.09403750683986842,0.054225101939863955,0.33353282357946096,0.023424828290699442,0.09199914930808159,0.005688691755347871,0.02599421660199127,0.1122850115445459,0.002041839702842698,0.011993653632155675,0.1045352972249509,2.52477,2.421498
4.057745579181818,0.1766717798651422,0.031689299509102466,0.09687781367329694,0.05056076075886002,0.32651770032405075,0.022446812700701823,0.08866075229333288,0.005075595070558572,0.024491206263400307,0.10955571345377589,0.002041839702842698,0.011993653632155675,0.1045352972249509,2.52477,2.421498
4.107841203616162,0.18483121236150385,0.0330199718785262,0.10076730267784656,0.04749694015124855,0.32007061068132997,0.021428390697353944,0.08662321344366275,0.004822051657507172,0.023136739286290505,0.10618858850962277,0.002041839702842698,0.011993653632155675,0.1045352972249509,2.52477,2.421498
4.157936828050505,0.19299064485786535,0.035113483286970476,0.10296417164784513,0.04443268710961919,0.3134107576071872,0.020303849042333393,0.08434120731910379,0.0046887730661714705,0.021946582401898233,0.10245917823511318,0.002041839702842698,0.011993653632155675,0.1045352972249509,2.52477,2.421498
4.208032452484849,0.201150077354227,0.03769760251387604,0.10575079007713774,0.04136799078202612,0.3058319236502191,0.01919888494968086,0.08158415751703207,0.004665610500878243,0.02091286618700633,0.09902228436918556,0.002041839702842698,0.011993653632155675,0.1045352972249509,2.52477,2.421498
4.258128076919192,0.2091928732948491,0.040065614889673216,0.10936097262977464,0.039834170710208075,0.30184125471568396,0.01795237479843501,0.07914819785718534,0.004640780092165698,0.019970474081974315,0.09505722794304997,0.002041839702842698,0.011993653632155675,0.1045352972249509,2.52477,2.421498
4.308223701353535,0.21634147742424112,0.04243362726547039,0.11402443917083523,0.03892416316829695,0.30318463753346725,0.01652851718298674,0.07686361472120133,0.0046113388859865545,0.0191235055964954,0.09077640249315193,0.002041839702842698,0.011993653632155675,0.1045352972249509,2.52477,2.421498
4.358319325787879,0.21977998581326544,0.0445878246851796,0.12106914676156216,0.038635047735680404,0.3013221207383358,0.01531457594966484,0.07433799335817041,0.004541664908353221,0.018542266197674653,0.08632865746941806,0.002041839702842698,0.010999437769446098,0.1045352972249509,2.52477,2.421498
4.408414950222222,0.2215950518271787,0.046374451228440416,0.12969396483896756,0.039084950790038216,0.2986796162590369,0.014411156447678514,0.07153623124259606,0.004387205626635755,0.018023155664711764,0.08270125947956819,0.002041839702842698,0.00829605804504389,0.1045352972249509,2.52477,2.421498
4.458510574656565,0.2255084010524131,0.048161077771701234,0.13245378605963373,0.039944319092402446,0.29608468075583527,0.013799254604285483,0.0694851250858777,0.004209589597642482,0.017573919810010958,0.07938169304480054,0.002041839702842698,0.0055926783206416844,0.1045352972249509,2.52477,2.421498
4.508606199090909,0.22939246033313004,0.04994770431496209,0.1363375959089576,0.04145761422168246,0.2940495482193252,0.01330045947984527,0.06701009653540105,0.004030814236000155,0.01736172129798768,0.07587740912816593,0.002041839702842698,0.0028892985962394296,0.1045352972249509,2.52477,2.421498
4.5587018235252525,0.23048378995689206,0.051734330858222904,0.14116095409996954,0.04224632974367451,0.292763325334325,0.01291193819470203,0.06416995386679095,0.0038898278472747584,0.017216355852527534,0.07324358216193749,0.002041839702842698,0.0001859188718372224,0.1045352972249509,2.52477,2.421498
4.608797447959596,0.23157511958065408,0.052982122872520895,0.14572208557276378,0.04293860369473673,0.29290301586466405,0.012593658858392632,0.061925826811071456,0.003791590602754325,0.017113717185894314,0.0709885328288291,0.002041839702842698,7.460920999914058e-07,0.1045352972249509,2.52477,2.421498
4.65889307239394,0.2313661710479371,0.05387203974968304,0.1496900024831334,0.04360447191386415,0.2984277441375535,0.012280375380232699,0.05969659190344768,0.0037498558697144067,0.017003004923480326,0.06893313550992987,0.002041839702842698,7.460920999914058e-07,0.1045352972249509,2.52477,2.421498
4.708988696828283,0.23063402423057935,0.0543772743021194,0.1538938241640641,0.045418568931161404,0.3044391475977386,0.011841699804399013,0.057560011392006685,0.0039317290940467835,0.016838639703752746,0.06714075731313238,0.002041839702842698,7.460920999914058e-07,0.1045352972249509,2.52477,2.421498
4.759084321262626,0.22983462666535262,0.05445459997773966,0.16067068031698267,0.04827224567410581,0.30889048695090293,0.01171631461421607,0.055015205095864064,0.003989294827641434,0.01662481556076944,0.06555452363118659,0.002041839702842698,7.460920999914058e-07,0.1045352972249509,2.52477,2.421498
4.80917994569697,0.22854280082447676,0.054487863821600674,0.16676845384817895,0.05186991926809204,0.31402859492692864,0.011734102060732101,0.05342705773091296,0.0039316157572583926,0.016311130799136875,0.06427411222641893,0.002041839702842698,7.460920999914058e-07,0.1045352972249509,2.52477,2.421498
4.859275570131313,0.22414440128539553,0.05448713962845076,0.1724668378333524,0.05509208346851131,0.31959973054799323,0.011860920015656673,0.05191133284990636,0.0036592701223977617,0.016067334051754693,0.06352063965895785,0.002041839702842698,7.460920999914058e-07,0.1045352972249509,2.52477,2.421498
4.909371194565656,0.21566223363864231,0.05444320620596387,0.17816522181852584,0.058442207347824994,0.32561029903569777,0.01216379455806685,0.05060850566330385,0.0035227306099270624,0.01586379861928203,0.06285555415657161,0.002041839702842698,7.460920999914058e-07,0.1045352972249509,2.52477,2.421498
4.959466819,0.20941878376878179,0.054124049855000356,0.18242584525208147,0.06144073495134895,0.330736227981834,0.012539355724720709,0.04933666210193074,0.003478567139338428,0.015692874424313663,0.06214309125380837,0.0010994521728010585,3.481763202227378e-07,0.0392007371869707,2.52477,2.421498
