r (A),g(r)_weighted_Li-Cl,g(r)_weighted_K-Cl,S_i_Li-Cl,S_i_K-Cl,Average_SCL,lambda_BC
0.35383138577777773,0.13322114219321518,0.17989592567471266,0.8567948393061945,0.5333314525065738,0.57867,0
0.36187300818181817,0.1335427353836391,0.16243662676613316,0.8567948393061945,0.5333314525065738,0.57867,0
0.36991463058585855,0.13581106667892914,0.14497732785755377,0.8567948393061945,0.5333314525065738,0.57867,0
0.377956252989899,0.13841055311380965,0.12751802894897432,0.8567948393061945,0.5333314525065738,0.57867,0
0.38599787539393937,0.1439904848950656,0.12313263117333961,0.8567948393061945,0.5333314525065738,0.57867,0
0.39403949779797975,0.15039902517217535,0.12241403475220272,0.8567948393061945,0.5333314525065738,0.57867,0
0.4020811202020202,0.15730089131645997,0.11813076047087094,0.8567948393061945,0.5333314525065738,0.57867,0
0.4101227426060606,0.16460328110892902,0.1139596096695952,0.8567948393061945,0.5333314525065738,0.57867,0
0.418164365010101,0.17466281346826126,0.11104490162118733,0.8567948393061945,0.5333314525065738,0.57867,0
0.4262059874141414,0.18472234582759342,0.10813019357277945,0.8567948393061945,0.5333314525065738,0.57867,0
0.4342476098181818,0.19478187818692558,0.10760016722701486,0.8567948393061945,0.5333314525065738,0.57867,0
0.4422892322222222,0.20696417779419557,0.10803954035574044,0.6680547628223119,0.5333314525065738,0.57867,0
0.4503308546262626,0.21878923665033576,0.1082007343118301,0.6680547628223119,0.5333314525065738,0.57867,0
0.458372477030303,0.23179673244924953,0.10900635241561009,0.6680547628223119,0.5333314525065738,0.57867,0
0.4664140994343434,0.2448474129030772,0.11163524222869207,0.6680547628223119,0.5333314525065738,0.57867,0
0.4744557218383838,0.25830271612470257,0.11426413204177406,0.6680547628223119,0.5333314525065738,0.57867,0
0.4824973442424242,0.2717057649131385,0.11698429916502978,0.6680547628223119,0.5333314525065738,0.57867,0
0.4905389666464646,0.28393102720949365,0.1197846161664921,0.6680547628223119,0.5333314525065738,0.57867,0
0.498580589050505,0.29613345688305626,0.1225849331679544,0.6680547628223119,0.5333314525065738,0.57867,0
0.5066222114545454,0.3078532638789949,0.12672356497597756,0.6680547628223119,0.5333314525065738,0.57867,0
0.5146638338585858,0.31731349622821475,0.13105867517886322,0.6680547628223119,0.5333314525065738,0.57867,0
0.5227054562626262,0.3275155585926722,0.13613462322071634,0.6680547628223119,0.5333314525065738,0.57867,0
0.5307470786666666,0.3331375293161344,0.142035948544422,0.6680547628223119,0.5333314525065738,0.57867,0
0.5387887010707071,0.33778319729869105,0.14793727386812777,0.6680547628223119,0.5333314525065738,0.57867,0
0.5468303234747475,0.34069588356456043,0.1534984948558786,0.6680547628223119,0.5333314525065738,0.57867,0
0.5548719458787879,0.34194975994241783,0.15896919989317437,0.6680547628223119,0.5333314525065738,0.57867,0
0.5629135682828282,0.33582184551191174,0.16433845624878773,0.6680547628223119,0.4944106985088048,0.57867,0
0.5709551906868686,0.32969393108140566,0.16942743651063716,0.6680547628223119,0.3479621115620273,0.57867,0
0.5789968130909091,0.3235660166508995,0.1745164167724866,0.6680547628223119,0.20151352461524774,0.57867,0
0.5870384354949495,0.3172498649225137,0.17705555850792432,0.6680547628223119,0.1836704175350523,0.57867,0
0.5950800578989899,0.3124578918586731,0.17924092805642897,0.6680547628223119,0.1836704175350523,0.57867,0
0.6031216803030303,0.30418295070269497,0.1808079335917122,0.6680547628223119,0.1836704175350523,0.57867,0
0.6111633027070706,0.2956636646745395,0.18124712490882056,0.6680547628223119,0.1836704175350523,0.57867,0
0.619204925111111,0.28728809090859014,0.18168631622592893,0.6680547628223119,0.1836704175350523,0.57867,0
0.6272465475151515,0.2796258785290433,0.18039173309082027,0.6680547628223119,0.1836704175350523,0.57867,0
0.6352881699191919,0.27214735977883253,0.17882469543793436,0.6680547628223119,0.1836704175350523,0.57867,0
0.6433297923232323,0.2664174597808503,0.17721627612982974,0.6680547628223119,0.1836704175350523,0.57867,0
0.6513714147272727,0.26025461193659255,0.17440209519243283,0.6680547628223119,0.1836704175350523,0.57867,0
0.659413037131313,0.2553251849355709,0.17158791425503592,0.6410708509476999,0.1836704175350523,0.57867,0
0.6674546595353535,0.25088144512186916,0.1685262336030696,0.6104270164854432,0.1836704175350523,0.57867,0
0.6754962819393939,0.2472975014417666,0.1651910396305893,0.6104270164854432,0.1836704175350523,0.57867,0
0.6835379043434343,0.24361894499060532,0.16185584565810895,0.6104270164854432,0.1836704175350523,0.57867,0
0.6915795267474747,0.2404249680701549,0.1594223123015649,0.6104270164854432,0.1836704175350523,0.57867,0
0.6996211491515151,0.23857433024931832,0.157002410363579,0.6104270164854432,0.1836704175350523,0.57867,0
0.7076627715555555,0.23699022410589346,0.15427922750149095,0.6104270164854432,0.1836704175350523,0.57867,0
0.715704393959596,0.2354061179624686,0.15111944822072057,0.6104270164854432,0.1836704175350523,0.57867,0
0.7237460163636363,0.23416511589550554,0.1482143680006306,0.6104270164854432,0.1836704175350523,0.57867,0
0.7317876387676767,0.23580411359062503,0.14650344505595647,0.6104270164854432,0.1836704175350523,0.57867,0
0.7398292611717171,0.2377080639304996,0.1447925221112824,0.6104270164854432,0.1836704175350523,0.57867,0
0.7478708835757575,0.2425653695396927,0.14372052850487,0.6104270164854432,0.1836704175350523,0.57867,0
0.755912505979798,0.2456015202241473,0.14200394772317493,0.6104270164854432,0.1836704175350523,0.57867,0
0.7639541283838384,0.24610410471849326,0.14028736694147986,0.6104270164854432,0.1836704175350523,0.57867,0
0.7719957507878787,0.24986788815047953,0.13958179736768525,0.6104270164854432,0.1836704175350523,0.57867,0
0.7800373731919191,0.2546266559374281,0.13903061791245494,0.6104270164854432,0.1836704175350523,0.57867,0
0.7880789955959595,0.2563518479776055,0.13913557949221564,0.3582604346865292,0.15808122213225387,0.57867,0
0.796120618,0.257645077046153,0.14162421079365464,0.0,0.03953001546827198,0.57867,0
