r (A),g(r)_weighted_Na-Na,g(r)_weighted_Na-Cl,g(r)_weighted_K-K,g(r)_weighted_K-Cl,g(r)_weighted_Ca-Ca,g(r)_weighted_Ca-Cl,S_i_Na-Cl,S_i_K-Cl,S_i_Ca-Cl,Average_SCL,lambda_BC
11.740053653939395,0.04121373293370057,0.12819051961254335,0.00068151296119114,0.017755903136920978,0.0675703680907439,0.1566940595004409,1.249935154354809e-15,3.2721711695325237e-61,3.431440277179992e-11,2.84775,0
11.890567162323233,0.04091964820503581,0.12943677929622438,0.000719558003535212,0.017509172625902732,0.06929674384009638,0.15468267263045543,1.249935154354809e-15,3.2721711695325237e-61,3.431440277179992e-11,2.84775,0
12.041080670707071,0.040933815584340255,0.1310112913651938,0.0007369407183075534,0.018096913587708582,0.06806618777431375,0.16048484610906572,1.249935154354809e-15,3.2721711695325237e-61,3.431440277179992e-11,2.84775,0
12.19159417909091,0.04045089121422339,0.13322748690579247,0.0007445506231297521,0.018131365632348864,0.06681053641645852,0.16756139050065325,1.249935154354809e-15,3.2721711695325237e-61,3.431440277179992e-11,2.84775,0
12.342107687474748,0.039531084683643886,0.1350766885297462,0.0007577110632021438,0.018108166863007452,0.06492581989824177,0.16959155111035146,1.249935154354809e-15,4.7030224733594373e-91,3.431440277179992e-11,2.84775,0
12.492621195858586,0.03884418693246448,0.1377098521049254,0.0007685339629429601,0.01824860948144144,0.06371711810444586,0.16837615121618266,1.249935154354809e-15,4.7030224733594373e-91,3.431440277179992e-11,2.84775,0
12.643134704242426,0.037253870152180894,0.1394269057324469,0.0007457266553401781,0.018707746826481634,0.06095252625374698,0.16944176364114658,1.249935154354809e-15,4.7030224733594373e-91,3.431440277179992e-11,2.84775,0
12.793648212626264,0.03662598105260913,0.1410868024088475,0.0007557618668926532,0.01883318758363347,0.05894941220069936,0.17070055514442037,1.249935154354809e-15,4.7030224733594373e-91,3.431440277179992e-11,2.84775,0
12.944161721010103,0.03524997041169457,0.14195673023537872,0.0007166505850345544,0.019326718965505568,0.057258274177548446,0.18090858205976582,1.249935154354809e-15,4.7030224733594373e-91,3.431440277179992e-11,2.84775,0
13.09467522939394,0.03491239316478443,0.14261618918942037,0.000711264086595138,0.019676943068024075,0.056046456102937514,0.1813180480454989,1.249935154354809e-15,4.7030224733594373e-91,2.740989306744676e-11,2.84775,0
13.245188737777779,0.03451914113171145,0.14285260543780634,0.0007122220440394994,0.019765057539881257,0.054932689148724824,0.18120388881284422,8.226098242646026e-16,4.7030224733594373e-91,4.477127063126098e-12,2.84775,0
13.395702246161617,0.034527110910064635,0.1424589725714947,0.0006636472381591647,0.019743292678845045,0.054386362128952044,0.1810897294966781,1.491158614567522e-16,4.7030224733594373e-91,4.477127063126098e-12,2.84775,0
13.546215754545456,0.034654419157110226,0.1421104394423964,0.0006794136400850055,0.019759033273977235,0.053217089004002203,0.18097557015744456,1.491158614567522e-16,4.7030224733594373e-91,4.477127063126098e-12,2.84775,0
13.696729262929294,0.035122486589871584,0.14081375139492802,0.0006717295571705935,0.020166576027722826,0.0531339854237261,0.18086141092478986,1.491158614567522e-16,4.7030224733594373e-91,4.477127063126098e-12,2.84775,0
13.847242771313132,0.035215533356078126,0.13981078816374745,0.0006774044486860752,0.01998823598571083,0.05297230299677404,0.18020135141019306,1.491158614567522e-16,4.7030224733594373e-91,4.477127063126098e-12,2.84775,0
13.99775627969697,0.035434582291596135,0.1387249988754224,0.0006495159443586141,0.019545093907440532,0.05490131290091135,0.17374305105896048,1.491158614567522e-16,4.7030224733594373e-91,4.477127063126098e-12,2.84775,0
14.148269788080809,0.03543968953845896,0.13698436736367453,0.0006621300539714201,0.019806927831652256,0.055678479712141696,0.17080737448990108,1.491158614567522e-16,4.7030224733594373e-91,4.477127063126098e-12,2.84775,0
14.298783296464647,0.036169330916922614,0.1353481111199318,0.0006666974857303845,0.01967099152136139,0.05566333652081883,0.16526991217505269,1.491158614567522e-16,4.7030224733594373e-91,4.477127063126098e-12,2.84775,0
14.449296804848487,0.03656392796105867,0.13419732591341785,0.0006613047872689995,0.01912937670858928,0.05631663014841744,0.1670628293539656,1.491158614567522e-16,4.7030224733594373e-91,4.477127063126098e-12,2.84775,0
14.599810313232325,0.036759238216842405,0.13377634031422642,0.000672011437723122,0.018742666596843073,0.05837321028657777,0.16772008763857468,1.491158614567522e-16,4.7030224733594373e-91,4.477127063126098e-12,2.84775,0
14.750323821616163,0.037289946384826196,0.13223543498818063,0.0007197160786174159,0.018783945767296646,0.058362236832151235,0.16760592826807244,1.491158614567522e-16,4.7030224733594373e-91,4.477127063126098e-12,2.84775,0
14.90083733,0.03794987799755823,0.13154481680037136,0.000676244624431446,0.018654704905421593,0.060378088071714596,0.1658505655162511,0.0,1.6052308826069938e-91,2.380719923159335e-12,2.84775,0
