r (A),g(r)_weighted_Li-F,g(r)_weighted_Li-Li,g(r)_weighted_F-F,S_i_Li-F,Average_SCL,lambda_BC
5.914414545151515,0.29401110328650903,0.3742580440368023,0.3778717334547673,0.006872265082835001,3.4514,3.305228
6.018176203838383,0.30348691303109526,0.3623140475017309,0.3658978217878238,0.006872265082835001,3.4514,3.305228
6.121937862525252,0.31296272277568155,0.349356031483807,0.35313797490153964,0.006872265082835001,3.4514,3.305228
6.225699521212121,0.32243853252026783,0.336735642109052,0.3405928099972471,0.006872265082835001,3.4514,3.305228
6.329461179898989,0.33191434226485406,0.32416262772893945,0.3289635585745933,0.006872265082835001,3.4514,3.305228
6.433222838585858,0.34139015200944034,0.3154453794325393,0.31818020829723315,0.006872265082835001,3.4514,3.305228
6.5369844972727265,0.3508659617540265,0.3073533797165843,0.3094860691781711,0.006872265082835001,3.4514,3.305228
6.6407461559595955,0.36034177149861285,0.3017499424640322,0.3028885771275628,0.006872265082835001,3.4514,3.305228
6.7445078146464645,0.3698175812431991,0.29628214409918363,0.29763333881278947,0.006872265082835001,3.4514,3.305228
6.848269473333333,0.37613157720721013,0.29684018097495446,0.2967654344327446,0.006872265082835001,3.4514,3.305228
6.952031132020202,0.37114488004287216,0.29775913866884074,0.2969570032737806,0.005544977831335614,3.4514,3.305228
7.05579279070707,0.3657371673819546,0.298678096362727,0.29865368053973845,0.004105630773246207,3.4514,3.305228
7.159554449393939,0.360329454721037,0.30327699549425896,0.3035870326052482,0.00266628371515679,3.4514,3.305228
7.263316108080808,0.3549217420601194,0.31107062390881635,0.3098990325358979,0.0012269366570673715,3.4514,3.305228
7.367077766767676,0.34751431226493357,0.31901863935385044,0.3170209547601109,0.0007120339741878962,3.4514,3.305228
7.470839425454545,0.3389930683307703,0.32730544611234413,0.3250677016276413,0.0007120339741878962,3.4514,3.305228
7.574601084141413,0.3310623097098998,0.33559225287083777,0.3332397642330758,0.0007120339741878962,3.4514,3.305228
7.678362742828282,0.3237582228847127,0.3438091613441599,0.34021993240005055,0.0007120339741878962,3.4514,3.305228
7.782124401515151,0.31910550452310726,0.34874039343070123,0.3472001005670252,0.0007120339741878962,3.4514,3.305228
7.8858860602020195,0.3151999341943904,0.3536716255172425,0.3508327372256577,0.0007120339741878962,3.4514,3.305228
7.989647718888889,0.31184170133333333,0.3571919524447643,0.3516061174634002,0.0007120339741878962,3.4514,3.305228
8.093409377575757,0.31184170133333333,0.35765143124280574,0.3523794977011426,0.0007120339741878962,3.4514,3.305228
8.197171036262626,0.31184170133333333,0.3581109100408473,0.35315287793888495,0.0007120339741878962,3.4514,3.305228
8.300932694949495,0.31184170133333333,0.35857038883888875,0.35392625817662743,0.0007120339741878962,3.4514,3.305228
8.404694353636364,0.3149814008510605,0.3542140422380822,0.3546996384143698,0.0007120339741878962,3.4514,3.305228
8.508456012323231,0.3195761894442903,0.34936574814910015,0.35033461032695473,0.0007120339741878962,3.4514,3.305228
8.6122176710101,0.3241709780375201,0.34451733838554377,0.3459563914888528,0.0007120339741878962,3.4514,3.305228
8.71597932969697,0.3287657666307499,0.3393099113547138,0.3409630000521702,0.0007120339741878962,3.4514,3.305228
8.819740988383838,0.33336055522397967,0.3341024843238838,0.3358557158291458,0.0007120339741878962,3.4514,3.305228
8.923502647070707,0.3379632974516403,0.3296720555746685,0.33101114778199003,0.0006805360729957164,3.4514,3.305228
9.027264305757575,0.34264997948389914,0.3254430032117231,0.32658504399341065,0.0003166206217701999,3.4514,3.305228
9.131025964444444,0.34527243357860393,0.3223185470507427,0.3227414670032164,0.0001129901067563714,3.4514,3.305228
9.234787623131313,0.34527243413547326,0.3191940908897623,0.3204671275270923,0.0001129901067563714,3.4514,3.305228
9.338549281818182,0.3452724346923426,0.3164291444313261,0.31955648666666664,0.0001129901067563714,3.4514,3.305228
9.44231094050505,0.3452724352492119,0.3176008154473111,0.31955648666666664,0.0001129901067563714,3.4514,3.305228
9.546072599191918,0.3452724358060813,0.3187724864632961,0.31955648666666664,0.0001129901067563714,3.4514,3.305228
9.649834257878787,0.3452724363629506,0.31994415747928107,0.3202696064764403,0.0001129901067563714,3.4514,3.305228
9.753595916565656,0.34527243691981996,0.32127004331572867,0.3216898138278756,0.0001129901067563714,3.4514,3.305228
9.857357575252525,0.34279012048947644,0.32452468521675304,0.32441297935425417,0.0001129901067563714,3.4514,3.305228
9.961119233939392,0.3387147448299993,0.32777932711777735,0.32771769257885064,0.0001129901067563714,3.4514,3.305228
10.064880892626261,0.3357986046983801,0.3313154278312963,0.3310063727065388,0.0001129901067563714,3.4514,3.305228
10.16864255131313,0.3320492570407873,0.3349912587462219,0.3342820123532694,0.0001129901067563714,3.4514,3.305228
10.27240421,0.3294999873690214,0.33866708966114734,0.337557652,0.0001129901067563714,3.4514,3.305228
