r (A),g(r)_weighted_Li-Cl,g(r)_unweighted_Li-Cl,g(r)_weighted_Li-Li,g(r)_unweighted_Li-Li,g(r)_weighted_Cl-Cl,g(r)_unweighted_Cl-Cl,S_i_Li-Cl,Average_SCL,lambda_BC
2.176836615855856,0.6840944714168892,2.0522834142506676,0.0,0.0,0.0,0.0,1.0,4.25921,3.893446
2.1907906967267268,0.7596164150526703,2.278849245158011,0.0,0.0,0.0,0.0,1.0,4.25921,3.893446
2.2047447775975977,0.8442674026034425,2.5328022078103274,0.0,0.0,0.0,0.0,1.0,4.25921,3.893446
2.2186988584684686,0.9091816333798586,2.7275449001395757,0.0,0.0,0.0,0.0,1.0,4.25921,3.893446
2.2326529393393395,0.9799271686067481,2.9397815058202443,0.0,0.0,0.0,0.0,1.0,4.25921,3.893446
2.2466070202102104,1.0517536249498427,3.155260874849528,0.0,0.0,0.0,0.0,1.0,4.25921,3.893446
2.260561101081081,1.1149259808618028,3.3447779425854085,0.0,0.0,0.0,0.0,1.0,4.25921,3.893446
2.274515181951952,1.1634257760989768,3.490277328296931,0.0,0.0,0.0,0.0,1.0,4.25921,3.893446
2.2884692628228227,1.2063773541066989,3.619132062320097,0.0,0.0,0.0,0.0,1.0,4.25921,3.893446
2.3024233436936936,1.250968294258717,3.7529048827761513,0.0,0.0,0.0,0.0,1.0,4.25921,3.893446
2.3163774245645645,1.2778231754751488,3.833469526425447,0.0,0.0,0.0,0.0,1.0,4.25921,3.893446
2.3303315054354354,1.3013275434521183,3.903982630356355,0.0,0.0,0.0,0.0,1.0,4.25921,3.893446
2.3442855863063063,1.3145345575982843,3.943603672794853,0.0,0.0,0.0,0.0,1.0,4.25921,3.893446
2.3582396671771773,1.32774157174445,3.9832247152333506,0.0,0.0,0.0,0.0,1.0,4.25921,3.893446
2.372193748048048,1.3409485858906163,4.022845757671849,0.0,0.0,0.0,0.0,0.7426316606381963,4.25921,3.893446
2.386147828918919,1.3343475807398844,4.0030427422196535,0.0,0.0,0.0,0.0,0.7426316606381963,4.25921,3.893446
2.40010190978979,1.326627002446659,3.9798810073399773,0.0,0.0,0.0,0.0,0.7426316606381963,4.25921,3.893446
2.4140559906606605,1.3189064241534338,3.9567192724603015,0.0,0.0,0.0,0.0,0.7426316606381963,4.25921,3.893446
2.4280100715315314,1.3111858458602081,3.933557537580625,0.0,0.0,0.0,0.0,0.7426316606381963,4.25921,3.893446
2.4419641524024023,1.3034652675669827,3.910395802700948,0.006183254273627336,0.01854976282088201,0.0,0.0,0.7426316606381963,4.25921,3.893446
2.455918233273273,1.2839326711760757,3.8517980135282275,0.008284734412492216,0.024854203237476648,0.0,0.0,0.7426316606381963,4.25921,3.893446
2.469872314144144,1.2508737489659376,3.752621246897813,0.010386214551357097,0.03115864365407129,0.0,0.0,0.7426316606381963,4.25921,3.893446
2.483826395015015,1.21552055978456,3.64656167935368,0.012487694690221974,0.037463084070665925,0.0,0.0,0.7426316606381963,4.25921,3.893446
