r (A),g(r)_weighted_Li-Cl,g(r)_weighted_K-Cl,S_i_Li-Cl,S_i_K-Cl,Average_SCL,lambda_BC
0.0,0.0,0.0,1.0,1.0,0.56547,0
0.007955822878787879,0.02070659703586964,0.03485819593626482,1.0,1.0,0.56547,0
0.015911645757575758,0.035876242961783225,0.03527917359802736,1.0,1.0,0.56547,0
0.023867468636363638,0.036134714949695036,0.03524639525824546,1.0,1.0,0.56547,0
0.031823291515151515,0.03650456321333274,0.03481209796483678,1.0,1.0,0.56547,0
0.03977911439393939,0.03699525113780617,0.03516322833836434,1.0,1.0,0.56547,0
0.047734937272727276,0.03699197656591587,0.035543235589254964,1.0,1.0,0.56547,0
0.05569076015151515,0.036047399952168845,0.035495503880106374,1.0,1.0,0.56547,0
0.06364658303030303,0.03531488623833068,0.03536172876212691,1.0,1.0,0.56547,0
0.07160240590909091,0.03589081527601562,0.035015211986505215,1.0,1.0,0.56547,0
0.07955822878787878,0.03646674431370057,0.0348121694195663,1.0,1.0,0.56547,0
0.08751405166666666,0.036836007446401454,0.03495085044993838,1.0,1.0,0.56547,0
0.09546987454545455,0.0371071952195952,0.0353229779034802,1.0,1.0,0.56547,0
0.10342569742424243,0.03660238604033407,0.03589605590240304,1.0,1.0,0.56547,0
0.1113815203030303,0.03615249028722305,0.03567173798643265,1.0,1.0,0.56547,0
0.11933734318181818,0.036935743393422864,0.03508748998952317,1.0,1.0,0.56547,0
0.12729316606060606,0.037041755758704935,0.03473930093118619,1.0,1.0,0.56547,0
0.13524898893939394,0.03701514096042511,0.03479285406700416,1.0,1.0,0.56547,0
0.14320481181818182,0.036988526137973834,0.03480027194707174,1.0,1.0,0.56547,0
0.1511606346969697,0.03748519910844978,0.03475557039625192,1.0,1.0,0.56547,0
0.15911645757575757,0.04242911405576457,0.0347108688454321,1.0,1.0,0.56547,0
0.16707228045454545,0.047373029003079374,0.03468371616103351,1.0,1.0,0.56547,0
0.17502810333333332,0.07015067502642962,0.034677056359806904,1.0,1.0,0.56547,0
0.1829839262121212,0.16232474943141706,0.034670396558580306,1.0,1.0,0.56547,0
0.1909397490909091,0.35176912395178755,0.03466373675735371,1.0,1.0,0.56547,0
0.19889557196969698,0.6625190729697974,0.0348979272959769,1.0,1.0,0.56547,0
0.20685139484848486,0.918866889843741,0.03528835924275562,1.0,1.0,0.56547,0
0.21480721772727274,1.013519038011984,0.03494808353160052,1.0,1.0,0.56547,0
0.2227630406060606,0.9887813277460138,0.03553864877612279,0.7843986460185258,1.0,0.56547,0
0.2307188634848485,0.8591700050262303,0.039391165313960703,0.7843986460185258,1.0,0.56547,0
0.23867468636363637,0.7005146908650761,0.055721689054372046,0.7843986460185258,1.0,0.56547,0
0.24663050924242425,0.55665820383378,0.073965983827914,0.7843986460185258,1.0,0.56547,0
0.2545863321212121,0.43047964993871146,0.1349071740541672,0.7843986460185258,1.0,0.56547,0
0.262542155,0.3339895592601871,0.23385708036103453,0.7843986460185258,1.0,0.56547,0
0.2704979778787879,0.2649383298829904,0.37454667915869505,0.7843986460185258,1.0,0.56547,0
0.27845380075757575,0.21645832635938297,0.4876171278720632,0.7843986460185258,1.0,0.56547,0
0.28640962363636363,0.18394978580006782,0.553116536860989,0.7843986460185258,1.0,0.56547,0
0.2943654465151515,0.159550796181764,0.5673445537191617,0.7843986460185258,0.6786682426906966,0.56547,0
0.3023212693939394,0.13860397814797445,0.5477796214334859,0.7843986460185258,0.6786682426906966,0.56547,0
0.31027709227272726,0.12544842412560114,0.510780792163555,0.7843986460185258,0.6786682426906966,0.56547,0
0.31823291515151514,0.11516643071693097,0.4559412368484447,0.7843986460185258,0.6786682426906966,0.56547,0
0.326188738030303,0.10848658676868843,0.4003397513893025,0.7843986460185258,0.6786682426906966,0.56547,0
0.3341445609090909,0.1036503140827833,0.34174511611686315,0.7843986460185258,0.6786682426906966,0.56547,0
0.34210038378787877,0.10101272037199714,0.303862480873186,0.7843986460185258,0.6786682426906966,0.56547,0
0.35005620666666665,0.09840822675958472,0.2751434937596091,0.7843986460185258,0.6786682426906966,0.56547,0
0.3580120295454545,0.09886100305099053,0.24642450664603227,0.7843986460185258,0.6786682426906966,0.56547,0
0.3659678524242424,0.0991791447027174,0.22017725014723952,0.7843986460185258,0.6786682426906966,0.56547,0
0.3739236753030303,0.1011865162490591,0.20252638882827864,0.7843986460185258,0.6786682426906966,0.56547,0
0.3818794981818182,0.10289417260083314,0.1853273423035726,0.7843986460185258,0.6786682426906966,0.56547,0
0.3898353210606061,0.10709473813999208,0.17234901438282405,0.7843986460185258,0.6786682426906966,0.56547,0
0.39779114393939397,0.11199987648315,0.1627151916604587,0.7843986460185258,0.6786682426906966,0.56547,0
0.40574696681818184,0.11751171345355597,0.1551691212235145,0.7843986460185258,0.6786682426906966,0.56547,0
0.4137027896969697,0.1234594800355794,0.15048344433891023,0.7843986460185258,0.6786682426906966,0.56547,0
0.4216586125757576,0.1296927223411662,0.14703745721950365,0.7843986460185258,0.6786682426906966,0.56547,0
0.4296144354545455,0.13767201731804585,0.14421572466599183,0.7843986460185258,0.6786682426906966,0.56547,0
0.43757025833333335,0.14626118823427572,0.14368376033704652,0.6274336824335633,0.6786682426906966,0.56547,0
0.4455260812121212,0.15518599033040373,0.1432474433607051,0.5362248890288938,0.6786682426906966,0.56547,0
0.4534819040909091,0.16507656496793582,0.14336801988144549,0.5362248890288938,0.6786682426906966,0.56547,0
0.461437726969697,0.17449938869099163,0.14543998946371628,0.5362248890288938,0.6786682426906966,0.56547,0
0.46939354984848486,0.18553530652983372,0.1475688634596725,0.5362248890288938,0.6786682426906966,0.56547,0
0.47734937272727274,0.19570923100559784,0.15056245323564546,0.5362248890288938,0.6786682426906966,0.56547,0
0.4853051956060606,0.20641898165074327,0.15472190976891947,0.5362248890288938,0.6786682426906966,0.56547,0
0.4932610184848485,0.21646052663174334,0.1592814445439509,0.5362248890288938,0.6786682426906966,0.56547,0
0.5012168413636363,0.2264228609420458,0.1640873262756027,0.5362248890288938,0.6786682426906966,0.56547,0
0.5091726642424242,0.23610466377301265,0.17039062753542625,0.5362248890288938,0.6786682426906966,0.56547,0
0.5171284871212122,0.24406347385286142,0.17673030109875804,0.5362248890288938,0.6786682426906966,0.56547,0
0.52508431,0.25170885405173987,0.18384014711942528,0.5362248890288938,0.6786682426906966,0.56547,0
0.5330401328787879,0.25776262280961304,0.1916123463132416,0.5362248890288938,0.6786682426906966,0.56547,0
0.5409959557575758,0.2627219890276769,0.19821601747968465,0.5362248890288938,0.6786682426906966,0.56547,0
0.5489517786363637,0.26547184573866833,0.20669304989471557,0.5362248890288938,0.6786682426906966,0.56547,0
0.5569076015151515,0.2653581053915459,0.21361229007749846,0.5362248890288938,0.6786682426906966,0.56547,0
0.5648634243939394,0.2638924603214263,0.22054606241047134,0.5362248890288938,0.6786682426906966,0.56547,0
0.5728192472727273,0.2624268152513068,0.22747983474344413,0.5362248890288938,0.6786682426906966,0.56547,0
0.5807750701515152,0.26060763610543064,0.23381743210434425,0.5362248890288938,0.5236027642893377,0.56547,0
0.588730893030303,0.2580192963841197,0.23973590403079964,0.5362248890288938,0.3638720818319932,0.56547,0
0.596686715909091,0.253481427388903,0.24403531872744252,0.5362248890288938,0.3638720818319932,0.56547,0
0.6046425387878788,0.24841517425211995,0.2472219462490635,0.5362248890288938,0.3638720818319932,0.56547,0
0.6125983616666667,0.24305802042925445,0.2504559908744036,0.5362248890288938,0.3638720818319932,0.56547,0
0.6205541845454545,0.2380643695469854,0.25013391059249507,0.5362248890288938,0.3638720818319932,0.56547,0
0.6285100074242425,0.23219105054181513,0.24842160299206412,0.5362248890288938,0.3638720818319932,0.56547,0
0.6364658303030303,0.22650723890481897,0.24740360159047348,0.5362248890288938,0.3638720818319932,0.56547,0
0.6444216531818182,0.22144061430787632,0.24713948707198324,0.5362248890288938,0.3638720818319932,0.56547,0
0.652377476060606,0.21659354473718145,0.2472872519627552,0.5362248890288938,0.3638720818319932,0.56547,0
0.660333298939394,0.21243734020040425,0.24435950479844634,0.4648306500908662,0.3638720818319932,0.56547,0
0.6682891218181818,0.20817554687570272,0.24068979063017926,0.4648306500908662,0.3638720818319932,0.56547,0
0.6762449446969697,0.20486927718475087,0.2373310130898545,0.4648306500908662,0.3638720818319932,0.56547,0
0.6842007675757575,0.20148154412525593,0.2338767760720751,0.4648306500908662,0.3638720818319932,0.56547,0
0.6921565904545455,0.19878574006242672,0.22910211508258962,0.4648306500908662,0.3638720818319932,0.56547,0
0.7001124133333333,0.19650892739957132,0.22539854949002808,0.4648306500908662,0.3638720818319932,0.56547,0
0.7080682362121212,0.1934081246315455,0.2216579371558484,0.4648306500908662,0.3638720818319932,0.56547,0
0.716024059090909,0.1922781604060451,0.21791732482166876,0.4648306500908662,0.3638720818319932,0.56547,0
0.723979881969697,0.19138849526970111,0.21447918030974583,0.4648306500908662,0.3638720818319932,0.56547,0
0.7319357048484848,0.19034752048959255,0.21208148279916733,0.4648306500908662,0.3638720818319932,0.56547,0
0.7398915277272727,0.19028922177360302,0.20778428985042935,0.4648306500908662,0.3638720818319932,0.56547,0
0.7478473506060606,0.19147193601792287,0.20465449616206496,0.4648306500908662,0.3638720818319932,0.56547,0
0.7558031734848485,0.19169889828185463,0.20230217246999718,0.4648306500908662,0.3638720818319932,0.56547,0
0.7637589963636364,0.19201236158055668,0.20014075060239614,0.4648306500908662,0.3638720818319932,0.56547,0
0.7717148192424242,0.19310434280804453,0.19807820992375566,0.4648306500908662,0.3638720818319932,0.56547,0
0.7796706421212122,0.19415684993260873,0.19385720368639078,0.4648306500908662,0.3638720818319932,0.56547,0
0.787626465,0.19656956472727272,0.19406489752694378,0.0,0.22984106127656434,0.56547,0
