r (A),g(r)_weighted_Na-Cl,g(r)_unweighted_Na-Cl,g(r)_weighted_Na-Na,g(r)_unweighted_Na-Na,S_i_Na-Cl,Average_SCL,lambda_BC
0.7336664421021021,-0.0002502509837541989,-0.0007507529512625968,0.0016503847104782812,0.004951154131434844,1.0,4.53717,4.352426
0.7496157125825825,-0.00025150012849461543,-0.0007545003854838463,0.0016478823484248621,0.004943647045274587,1.0,4.53717,4.352426
0.7655649830630631,-0.0002527492732350319,-0.0007582478197050958,0.0016453799863714435,0.0049361399591143305,1.0,4.53717,4.352426
0.7815142535435435,-0.0002539984179754484,-0.0007619952539263452,0.0016428776243180244,0.004928632872954073,1.0,4.53717,4.352426
0.797463524024024,-0.0002552475627158649,-0.0007657426881475947,0.0016403752622646056,0.004921125786793817,1.0,4.53717,4.352426
0.8134127945045044,-0.0002564967074562814,-0.0007694901223688442,0.0016378729002111865,0.00491361870063356,1.0,4.53717,4.352426
0.829362064984985,-0.00025774588306249935,-0.0007732376491874981,0.0016353705381577676,0.004906111614473303,1.0,4.53717,4.352426
0.8453113354654654,-0.0002589950647390393,-0.000776985194217118,0.0016328681761043485,0.004898604528313046,1.0,4.53717,4.352426
0.8612606059459459,-0.0002602442464155792,-0.0007807327392467377,0.0016303658202541026,0.004891097460762308,1.0,4.53717,4.352426
0.8772098764264263,-0.00026149342809211917,-0.0007844802842763575,0.0016278634951135784,0.004883590485340736,1.0,4.53717,4.352426
0.8931591469069069,-0.00026274260976865907,-0.0007882278293059773,0.0016253611699730544,0.004876083509919163,1.0,4.53717,4.352426
0.9091084173873873,-0.00026399179144519897,-0.000791975374335597,0.0016228588448325301,0.004868576534497591,1.0,4.53717,4.352426
0.9250576878678678,-0.0002652409731217389,-0.0007957229193652168,0.0016203565196920063,0.004861069559076019,1.0,4.53717,4.352426
0.9410069583483484,-0.0002664901547982789,-0.0007994704643948366,0.001617854194551482,0.0048535625836544465,1.0,4.53717,4.352426
0.9569562288288288,-0.0002677393364748188,-0.0008032180094244564,0.0016153518694109578,0.004846055608232874,1.0,4.53717,4.352426
0.9729054993093093,-0.00026898848827209946,-0.0008069654648162984,0.001612849544270434,0.004838548632811302,1.0,4.53717,4.352426
0.9888547697897897,-0.00027023763301251593,-0.0008107128990375479,0.0016103472191299098,0.00483104165738973,1.0,4.53717,4.352426
1.0048040402702703,-0.0002714867777529324,-0.0008144603332587973,0.0016078448889010992,0.004823534666703298,1.0,4.53717,4.352426
1.0207533107507507,-0.00027273592249334893,-0.0008182077674800468,0.0016053425268303056,0.004816027580490917,1.0,4.53717,4.352426
1.0367025812312312,-0.0002739850672337654,-0.0008219552017012963,0.0016028401647595124,0.0048085204942785375,1.0,4.53717,4.352426
1.0526518517117116,-0.0002752342119741819,-0.0008257026359225457,0.0016003378026887192,0.004801013408066158,1.0,4.53717,4.352426
1.068601122192192,-0.0002764833567145984,-0.0008294500701437952,0.0015978354406179257,0.0047935063218537775,1.0,4.53717,4.352426
1.0845503926726727,-0.00027773250145501487,-0.0008331975043650447,0.0015953330785471326,0.004785999235641398,1.0,4.53717,4.352426
1.1004996631531532,-0.00027898164619543134,-0.0008369449385862941,0.0015928307164763394,0.004778492149429018,1.0,4.53717,4.352426
1.1164489336336336,-0.0002802308198285626,-0.0008406924594856878,0.0015903283544055462,0.004770985063216639,1.0,4.53717,4.352426
1.132398204114114,-0.0002814800015051025,-0.0008444400045153075,0.0015878259923347527,0.004763477977004258,1.0,4.53717,4.352426
1.1483474745945945,-0.0002827291831816424,-0.0008481875495449273,0.0015853236302658274,0.004755970890797483,1.0,4.53717,4.352426
1.164296745075075,-0.00028397836485818235,-0.000851935094574547,0.0015828212682124088,0.004748463804637226,1.0,4.53717,4.352426
1.1802460155555554,-0.00028522754653472225,-0.0008556826396041668,0.0015803189061589897,0.004740956718476969,1.0,4.53717,4.352426
1.196195286036036,-0.0002864767282112622,-0.0008594301846337867,0.0015778165441055708,0.004733449632316713,1.0,4.53717,4.352426
1.2121445565165165,-0.0002877259098878021,-0.0008631777296634064,0.0015753141820521518,0.0047259425461564555,1.0,4.53717,4.352426
1.228093826996997,-0.00028897509156434206,-0.0008669252746930262,0.0015728118199987329,0.004718435459996199,1.0,4.53717,4.352426
1.2440430974774774,-0.00029022427324088197,-0.000870672819722646,0.0015703094579453142,0.004710928373835943,1.0,4.53717,4.352426
1.2599923679579579,-0.00029147342701124943,-0.0008744202810337483,0.0015678070958918952,0.0047034212876756855,1.0,4.53717,4.352426
