r (A),g(r)_weighted_U-F,g(r)_weighted_F-F,g(r)_weighted_Li-F,g(r)_weighted_Na-F,S_i_U-F,S_i_Li-F,S_i_Na-F,Average_SCL,lambda_BC
1.8879815593333333,0.0005118231546795454,0.0,0.7061224983333092,0.039584831450901546,1.0,0.1669365520260141,1.0,2.17259,0
1.9451931217373737,0.004969318403474253,0.0,0.6260806064826986,0.09031622499782835,1.0,0.1669365520260141,1.0,2.17259,0
2.002404684141414,0.02306332668058458,-0.003160064102002489,0.5294785378322882,0.15803061947301458,1.0,0.1669365520260141,1.0,2.17259,0
2.0596162465454544,0.07512952297462458,0.0012388888511159182,0.4365454854082118,0.23783499682782072,1.0,0.1669365520260141,1.0,2.17259,0
2.116827808949495,0.1523113839929006,0.004118898536550099,0.3582068408012423,0.30241709847630127,1.0,0.1669365520260141,1.0,2.17259,0
2.1740393713535355,0.2146596691764019,0.01413887843459378,0.2941820977846589,0.33370511726407276,1.0,0.1669365520260141,1.0,2.17259,0
2.231250933757576,0.2359157073807956,0.03297627056714927,0.24517844397400967,0.33975132893734794,1.8835865344610817e-10,0.1669365520260141,0.27329429505453995,2.17259,0
2.2884624961616162,0.22503556618963552,0.06325416182201228,0.20807617690933478,0.33094166061768776,1.8835865344610817e-10,0.1669365520260141,0.00959835963383955,2.17259,0
2.3456740585656566,0.1848691573649582,0.11747513954446276,0.1782312924328336,0.3077244061148257,1.8835865344610817e-10,0.1669365520260141,0.00959835963383955,2.17259,0
2.402885620969697,0.14150511521681405,0.18990450836274206,0.1554708954319393,0.2821901570523317,1.8835865344610817e-10,0.1669365520260141,0.00959835963383955,2.17259,0
2.4600971833737373,0.09931085672297686,0.2637837079481279,0.1403670990002514,0.25541359093142596,1.8835865344610817e-10,0.1669365520260141,0.00959835963383955,2.17259,0
2.517308745777778,0.06904648311244933,0.3514349639535184,0.12867813734461417,0.22811807718196064,1.8835865344610817e-10,0.1669365520260141,0.00959835963383955,2.17259,0
2.5745203081818184,0.04819869768038222,0.46646136557446954,0.11894093038705003,0.2048948696617023,1.8835865344610817e-10,0.1669365520260141,0.00959835963383955,2.17259,0
2.631731870585859,0.03551355840790368,0.5560588519360704,0.11091973022979466,0.18248521760323555,1.8835865344610817e-10,0.1669365520260141,0.00959835963383955,2.17259,0
2.688943432989899,0.023932888647930244,0.6406799006653283,0.10390923314227236,0.1634899498544034,1.8835865344610817e-10,0.1669365520260141,0.00959835963383955,2.17259,0
2.7461549953939395,0.017699745880073014,0.7098903453127173,0.09975200708953512,0.14798746648565733,1.8835865344610817e-10,0.1669365520260141,0.00959835963383955,2.17259,0
2.80336655779798,0.013655614247641844,0.7530496589237593,0.09876767187230306,0.135713274083897,1.8835865344610817e-10,0.1669365520260141,0.00959835963383955,2.17259,0
2.86057812020202,0.010671012926106553,0.7806672573564016,0.09804604602048193,0.12329282329504801,1.8835865344610817e-10,0.1669365520260141,0.00959835963383955,2.17259,0
2.9177896826060605,0.008919632658497257,0.8014337348990361,0.09731044741872488,0.11404055127718676,1.8835865344610817e-10,0.1669365520260141,0.00959835963383955,2.17259,0
2.975001245010101,0.007225117535108057,0.8063432730574619,0.09795586074203369,0.10543704504119308,1.8835865344610817e-10,0.1669365520260141,0.00959835963383955,2.17259,0
3.0322128074141417,0.006177835091513228,0.793988705981883,0.10083248487460049,0.0995031670720758,1.8835865344610817e-10,0.1669365520260141,0.00959835963383955,2.17259,0
3.089424369818182,0.005508200676312339,0.772467407156044,0.10373820656398172,0.0954948829723708,1.8835865344610817e-10,0.1669365520260141,0.00959835963383955,2.17259,0
3.1466359322222224,0.005113258775731585,0.7505959222524223,0.10674287059345226,0.0911077810238338,1.8835865344610817e-10,0.1669365520260141,0.00959835963383955,2.17259,0
3.2038474946262627,0.005047739009789498,0.7178970453754677,0.10974228249654955,0.08925833742380528,1.8835865344610817e-10,0.1669365520260141,0.00959835963383955,2.17259,0
3.261059057030303,0.004920494163033586,0.6840263851077566,0.11352620216135893,0.08674987821364567,1.8835865344610817e-10,0.1669365520260141,0.00959835963383955,2.17259,0
3.3182706194343434,0.00523718438513607,0.648823362555677,0.11749922784800869,0.0851735183761657,1.8835865344610817e-10,0.1669365520260141,0.00959835963383955,2.17259,0
3.3754821818383838,0.005592656050697945,0.6149088033409915,0.12289321101429711,0.08360668708697654,1.8835865344610817e-10,0.1669365520260141,0.00959835963383955,2.17259,0
3.4326937442424246,0.005892812680236441,0.5806260699415938,0.12874807162917762,0.08329699660980586,1.8835865344610817e-10,0.1669365520260141,0.00959835963383955,2.17259,0
3.489905306646465,0.006520880580273421,0.5476632955908939,0.13434234955897525,0.08294510576023752,1.8835865344610817e-10,0.1669365520260141,0.00959835963383955,2.17259,0
3.5471168690505053,0.007011097976997895,0.5188484102391216,0.14011144812256857,0.08322371405920187,1.8835865344610817e-10,0.1669365520260141,0.00959835963383955,2.17259,0
3.6043284314545456,0.007794694461995696,0.48884276917273317,0.14879101871373626,0.08453625087000609,1.8835865344610817e-10,0.1669365520260141,0.00959835963383955,2.17259,0
3.661539993858586,0.008637082931151592,0.4630892660101198,0.15616954844524722,0.08588058693661016,1.8835865344610817e-10,0.005667174052114138,0.00959835963383955,2.17259,0
3.7187515562626263,0.009329837338175708,0.4378256030403005,0.1635254468134099,0.08874668607756071,1.8835865344610817e-10,0.005667174052114138,0.00959835963383955,2.17259,0
3.7759631186666667,0.010610096619081529,0.4074844559947217,0.17217399445367795,0.09070563869786474,1.8835865344610817e-10,0.005667174052114138,0.00959835963383955,2.17259,0
3.833174681070707,0.011952844636096471,0.40912494763759255,0.1791871841924852,0.09442968218607307,1.8835865344610817e-10,0.005667174052114138,0.00959835963383955,2.17259,0
3.8903862434747474,0.013699328002489412,0.4036610625570081,0.1890591740258533,0.09802103879762199,1.8835865344610817e-10,0.005667174052114138,0.00959835963383955,2.17259,0
3.947597805878788,0.015282531228864903,0.39155319260283405,0.19768543508101527,0.10174890047517635,1.8835865344610817e-10,0.005667174052114138,0.00959835963383955,2.17259,0
4.004809368282828,0.01670968142436066,0.38502965714969395,0.20598242997785557,0.10521195872286832,1.8835865344610817e-10,0.005667174052114138,0.00959835963383955,2.17259,0
4.062020930686868,0.018230778461203485,0.3794126902820826,0.21354093520473058,0.10922318844803187,1.8835865344610817e-10,0.005667174052114138,0.00959835963383955,2.17259,0
4.119232493090909,0.01967737171366634,0.3800914647060728,0.21991274867510494,0.1136430355645763,1.8835865344610817e-10,0.005667174052114138,0.00959835963383955,2.17259,0
4.17644405549495,0.022552627777944687,0.3858448680980946,0.22516269309970824,0.11766482210972143,1.8835865344610817e-10,0.005667174052114138,0.00959835963383955,2.17259,0
4.23365561789899,0.02477601208161407,0.3885853029040741,0.23121323543764918,0.12291544850868062,1.8835865344610817e-10,0.005667174052114138,0.00959835963383955,2.17259,0
4.290867180303031,0.02694745653823458,0.3913257377100537,0.23603013266243933,0.12934024133768848,1.8835865344610817e-10,0.005667174052114138,0.00959835963383955,2.17259,0
4.348078742707071,0.02907324155811261,0.3899751737749744,0.23976655542283296,0.13325695510788726,1.8835865344610817e-10,0.005667174052114138,0.00959835963383955,2.17259,0
4.405290305111111,0.031673662691228135,0.3863212606711171,0.2427336549139194,0.1384459184231944,1.8835865344610817e-10,0.005667174052114138,0.00959835963383955,2.17259,0
4.462501867515152,0.034263523516178396,0.38316491522800966,0.24259640283655817,0.14257361587087097,2.522132020940902e-12,0.005667174052114138,0.004505138858413024,2.17259,0
4.519713429919192,0.03539801694213859,0.3768969719045955,0.2411910556360885,0.14661302548647473,5.415156353152891e-23,0.005667174052114138,2.5797086368696006e-05,2.17259,0
4.5769249923232325,0.03800814955486666,0.3719412588537719,0.24107910836566207,0.14788306154629216,5.415156353152891e-23,0.005667174052114138,2.5797086368696006e-05,2.17259,0
4.634136554727273,0.03997771769364238,0.36803718209110325,0.24079769862166425,0.15205764393217885,5.415156353152891e-23,0.005667174052114138,2.5797086368696006e-05,2.17259,0
4.691348117131313,0.041402001889675154,0.3632895312586945,0.23638062054934916,0.15386517164063002,5.415156353152891e-23,0.005667174052114138,2.5797086368696006e-05,2.17259,0
4.7485596795353535,0.04251035921709106,0.3609052952510417,0.23060679609049112,0.1544584580983108,5.415156353152891e-23,0.005667174052114138,2.5797086368696006e-05,2.17259,0
4.805771241939394,0.0435059463262574,0.3633713053515418,0.22493606266305313,0.1552129891893268,5.415156353152891e-23,0.005667174052114138,2.5797086368696006e-05,2.17259,0
4.862982804343434,0.04420692136616009,0.3683497347467317,0.22246247273708866,0.15563068364914395,5.415156353152891e-23,0.005667174052114138,2.5797086368696006e-05,2.17259,0
4.920194366747475,0.04461313495418547,0.37374152962823687,0.21772104111450163,0.15570261779205571,5.415156353152891e-23,0.005667174052114138,2.5797086368696006e-05,2.17259,0
4.977405929151515,0.04489465119253834,0.3833277938598014,0.21228889858139446,0.1553432893865735,5.415156353152891e-23,0.005667174052114138,2.5797086368696006e-05,2.17259,0
5.034617491555556,0.04464156863046496,0.3945738293017631,0.2065345848103823,0.15382934740801274,5.415156353152891e-23,0.005667174052114138,2.5797086368696006e-05,2.17259,0
5.0918290539595965,0.04396094466718727,0.4123995786785116,0.2023524595950002,0.15296052850027594,5.415156353152891e-23,0.005667174052114138,2.5797086368696006e-05,2.17259,0
5.149040616363637,0.04287342301818395,0.4230142255695901,0.19802299449022628,0.150183491933903,5.415156353152891e-23,0.005667174052114138,2.5797086368696006e-05,2.17259,0
5.206252178767677,0.04181619262445526,0.4345945886320565,0.19331755509145662,0.1482724887492086,5.415156353152891e-23,0.005667174052114138,2.5797086368696006e-05,2.17259,0
5.263463741171718,0.04072232517042829,0.44020408544726347,0.19119264456544907,0.14474566870534197,5.415156353152891e-23,0.005667174052114138,2.5797086368696006e-05,2.17259,0
5.320675303575758,0.0394751875986635,0.4436080529406812,0.18819569058281893,0.14138597583450727,5.415156353152891e-23,0.005667174052114138,2.5797086368696006e-05,2.17259,0
5.377886865979798,0.038327674628282536,0.4532951956199671,0.1851858074983995,0.13871718796097784,5.415156353152891e-23,0.005667174052114138,2.5797086368696006e-05,2.17259,0
5.435098428383839,0.03659113198664351,0.46074918111109736,0.18176869001578452,0.13702011413006632,5.415156353152891e-23,0.005528995307898408,2.5797086368696006e-05,2.17259,0
5.492309990787879,0.03477622858284801,0.4710192657248363,0.17954366670546834,0.13307155554584174,5.415156353152891e-23,0.004654568955234413,2.5797086368696006e-05,2.17259,0
5.549521553191919,0.03327642493630006,0.48178410206677513,0.17727596004224833,0.1295271619265385,5.415156353152891e-23,0.004654568955234413,2.3445608288476647e-05,2.17259,0
5.60673311559596,0.032472503825274494,0.49039531501448114,0.17572180415388813,0.12969610017615452,5.415156353152891e-23,0.004654568955234413,1.1722804144238323e-05,2.17259,0
5.663944678,0.031516564192622935,0.49553438780821996,0.17394700346449732,0.12986503842577052,6.016839757304176e-24,0.0010918124271752077,0.0,2.17259,0
