r (A),g(r)_weighted_Mg-Cl,g(r)_weighted_Mg-Mg,g(r)_weighted_Cl-Cl,S_i_Mg-Cl,Average_SCL,lambda_BC
6.400699672727273,0.2854042713024344,0.13642304461424254,0.6082390759686224,0.006682956463811049,4.46044,4.049956
6.511056563636364,0.27001843704560524,0.14130663695172868,0.6368841140788705,0.006682956463811049,4.46044,4.049956
6.621413454545455,0.256934267392765,0.14642457645930262,0.6626391984665373,0.006682956463811049,4.46044,4.049956
6.731770345454546,0.247247312575184,0.15124460303504966,0.680023616453206,0.006682956463811049,4.46044,4.049956
6.842127236363637,0.24147563235322786,0.1553974607602853,0.6887104392868172,0.006682956463811049,4.46044,4.049956
6.952484127272728,0.23792272615320056,0.15918481171358143,0.6917687430893786,0.006682956463811049,4.46044,4.049956
7.062841018181818,0.2359979079027997,0.16207402674194743,0.6894929016232032,0.006682956463811049,4.46044,4.049956
7.173197909090909,0.24148141046704863,0.16319366663411797,0.6831175388915824,0.0064280617151065925,4.46044,4.049956
7.2835548,0.24131135266775394,0.1660482816618196,0.6707812969926427,0.0013510225188069925,4.46044,4.049956
7.393911690909091,0.24567919658315596,0.16603400290344436,0.6505440193150543,0.0011122410650427053,4.46044,4.049956
7.504268581818182,0.2511443004554494,0.165472656314653,0.631437242374798,0.0011122410650427053,4.46044,4.049956
7.614625472727273,0.2575307303979583,0.1635828996905948,0.6119331915837594,0.0011122410650427053,4.46044,4.049956
7.7249823636363635,0.2649510249869691,0.1609217638081176,0.5928486991959859,0.0011122410650427053,4.46044,4.049956
7.835339254545455,0.27258240516870164,0.15762012980680368,0.5742236658772905,0.0011122410650427053,4.46044,4.049956
7.945696145454546,0.28014504293990933,0.15336364397813332,0.5571979054590434,0.0011122410650427053,4.46044,4.049956
8.056053036363636,0.2878192852494135,0.14908639890440187,0.5423491921565521,0.0011122410650427053,4.46044,4.049956
8.166409927272728,0.2948484806669705,0.14504534614013304,0.5304778528690188,0.0011122410650427053,4.46044,4.049956
8.276766818181818,0.3007185056057328,0.14109721312698786,0.5217143297215233,0.0011122410650427053,4.46044,4.049956
8.38712370909091,0.30872099039264417,0.13782249489589415,0.5150645414041494,0.0011122410650427053,4.46044,4.049956
8.497480600000001,0.3139281809906254,0.13476280541048052,0.5098367242752299,0.0011122410650427053,4.46044,4.049956
8.607837490909091,0.3178367304461663,0.13224172318791272,0.5073715804780408,0.0011122410650427053,4.46044,4.049956
8.718194381818183,0.31598079280643765,0.13077466547557318,0.509464000540161,0.0011122410650427053,4.46044,4.049956
8.828551272727273,0.31428024389206644,0.12972821043917873,0.5139692611089945,0.0011122410650427053,4.46044,4.049956
8.938908163636365,0.31056163301350465,0.1293976169064586,0.5204462695725929,0.0011122410650427053,4.46044,4.049956
9.049265054545454,0.30694181114055885,0.12989991176712987,0.529068106183846,0.0011122410650427053,4.46044,4.049956
9.159621945454546,0.3050388327695768,0.1311719061782277,0.539113130554401,0.0011122410650427053,4.46044,4.049956
9.269978836363636,0.3022248797943283,0.1328276993668211,0.5501563264281236,0.0011122410650427053,4.46044,4.049956
9.380335727272728,0.29788540076554726,0.13455137836241363,0.561108372745634,0.0011122410650427053,4.46044,4.049956
9.490692618181818,0.29271487668030916,0.1364179157101782,0.5711694055702267,0.0011122410650427053,4.46044,4.049956
9.60104950909091,0.28687275426843534,0.13849417764413272,0.5809586826165931,0.0007315659237038065,4.46044,4.049956
9.7114064,0.2813589174250912,0.14035358272515466,0.5904758153278294,8.155585127558122e-05,4.46044,4.049956
9.821763290909091,0.27862953332659046,0.14203030669002809,0.5982257332955522,8.155585127558122e-05,4.46044,4.049956
9.932120181818183,0.2775552137112262,0.14320636922853283,0.6037623546485176,8.155585127558122e-05,4.46044,4.049956
10.042477072727273,0.27472483975371953,0.1449767233904382,0.6070464064708666,8.155585127558122e-05,4.46044,4.049956
10.152833963636365,0.27169339856433533,0.14649771497529668,0.6093607170840663,8.155585127558122e-05,4.46044,4.049956
10.263190854545455,0.26866195737495124,0.14779883134619953,0.610457976241015,8.155585127558122e-05,4.46044,4.049956
10.373547745454546,0.2668760879590405,0.1490404983720833,0.607781198380007,8.155585127558122e-05,4.46044,4.049956
10.483904636363636,0.2694912771487078,0.1497963235064037,0.6033743577770098,8.155585127558122e-05,4.46044,4.049956
10.594261527272728,0.27251334701662955,0.14983016017745743,0.5986733235560441,8.155585127558122e-05,4.46044,4.049956
10.704618418181818,0.27421395969828627,0.1498504744398053,0.5942664399105367,8.155585127558122e-05,4.46044,4.049956
10.81497530909091,0.2711623411034368,0.14920763735762307,0.5883465511378695,8.155585127558122e-05,4.46044,4.049956
10.9253322,0.27131882239878846,0.14851871842857145,0.5833034280491628,2.8535094351093802e-06,4.46044,4.049956
