r (A),g(r)_weighted_Li-Li,g(r)_weighted_Ca-Li,g(r)_weighted_Li-Cl,g(r)_weighted_Ca-Ca,g(r)_weighted_Ca-Cl,g(r)_weighted_Cl-Cl,S_i_Li-Cl,S_i_Ca-Cl,Average_SCL,lambda_BC
3.196803196803197,0.10898564421432143,0.004138662862096818,0.1459482335962657,0.0002687497233304116,0.08215246993279916,0.356460700057206,1.0,0.0,2.37812,0
3.296703296703297,0.12772705913132165,0.009273853425158808,0.13497674058619652,0.0002652215545188134,0.0647052629484616,0.4957695816936967,1.0,1.0,2.37812,0
3.3966033966033966,0.15633770025646682,0.01728751837767804,0.1255553950238747,0.00027023781388561385,0.052637362719645565,0.629373872019865,1.0,1.0,2.37812,0
3.4965034965034967,0.18248727705862527,0.02870001020648108,0.1176079182071156,0.0004092285886361889,0.042662795670148856,0.7285909857956715,1.0,1.0,2.37812,0
3.5964035964035963,0.20765825020131393,0.041026387252313244,0.11556638833172263,0.0008649928573748519,0.03383815940189752,0.8047687873126205,1.0,1.0,2.37812,0
3.6963036963036964,0.22587581049693709,0.05365992561283562,0.11638227530009491,0.002279695659045485,0.027658550237784327,0.8588681070512496,1.0,1.0,2.37812,0
3.7962037962037964,0.23384857716959181,0.06746798166412182,0.11839636859030125,0.005436361862369258,0.024055527513884872,0.8707770104329053,1.0,1.0,2.37812,0
3.896103896103896,0.2360017389612105,0.08080145771478653,0.1243963123417091,0.009793535267145779,0.024027029833939725,0.8485940089030714,1.0,1.0,2.37812,0
3.996003996003996,0.23186760859410938,0.09382539763535812,0.1331903517825909,0.015292958680425685,0.02656043065155467,0.8052132388884792,1.0,1.0,2.37812,0
4.095904095904096,0.22195783236394911,0.1058003119289454,0.14112369231737487,0.021890796109944634,0.029539977727277296,0.7460306887666431,1.0,1.0,2.37812,0
4.195804195804196,0.20589718374717772,0.1118744610911129,0.14988446426647176,0.02735094644629261,0.03336390300628755,0.6901973912978325,1.0,1.0,2.37812,0
4.2957042957042955,0.19036968261877554,0.11630964625900626,0.16350787116367865,0.03300213203834249,0.03875242567662827,0.6324948638835337,1.0,1.0,2.37812,0
4.395604395604396,0.17328230540778886,0.11569576356661672,0.1814989270749069,0.03968423328701658,0.04414321783810822,0.5727746821501785,1.0,1.0,2.37812,0
4.495504495504496,0.1590089451624501,0.10902575812742586,0.1975349316859236,0.04499999895514352,0.04933590127306555,0.523879939341434,1.0,1.0,2.37812,0
4.595404595404595,0.1470975101223517,0.09849666376262343,0.21112892926462032,0.04884408888319418,0.05528811454258465,0.4800508006585694,1.0,1.0,2.37812,0
4.695304695304696,0.13751614764073006,0.08607064266536965,0.22635167348418916,0.05187450219152925,0.06210568733347401,0.44313096773749655,1.0,1.0,2.37812,0
4.795204795204795,0.1290784344777594,0.07561676454475211,0.24129952877700903,0.05574460521675009,0.06802649905416593,0.41169819853212786,1.0,1.0,2.37812,0
4.895104895104895,0.121774209884418,0.06560922496565869,0.25104103539701583,0.05792452085272119,0.07578326647940352,0.3881756040858601,1.0,1.0,2.37812,0
4.9950049950049955,0.11491622581986125,0.05893121579683626,0.26197406623161235,0.053414497752073097,0.0840353396730707,0.36808339322293143,1.0,0.8104575163398675,2.37812,0
5.094905094905095,0.10933308569528118,0.05391976049323834,0.2786282518957266,0.043476585267724036,0.09341300072415953,0.3611522288140894,1.0,0.1826215022091281,2.37812,0
5.194805194805195,0.10407355622394843,0.04916197401806518,0.29424163419012406,0.036888777854237345,0.10303760977494367,0.3463247485559058,1.0,1.0,2.37812,0
5.294705294705295,0.10208343198250018,0.04567246971612815,0.30354801900898054,0.030705445735696158,0.11395172185084983,0.3379482668316963,1.0,1.0,2.37812,0
5.394605394605395,0.10230965610238195,0.04318799850959609,0.3108969629036217,0.025234339827636072,0.123672356094794,0.33039312840071017,1.0,1.0,2.37812,0
5.4945054945054945,0.10441177294753326,0.0399262871450758,0.31491559672380676,0.022058638501393703,0.1321049844478666,0.3221443841777746,1.0,1.0,2.37812,0
5.594405594405595,0.10711617532231062,0.03775673026658097,0.3131320820513879,0.019384654152837324,0.13798849394276932,0.31757207110091995,1.0,1.0,2.37812,0
5.694305694305695,0.1089738217161016,0.0367040435274815,0.30846506542670304,0.01788523457407798,0.14274002910010522,0.3181407504520495,1.0,1.0,2.37812,0
5.794205794205794,0.10986674423577443,0.03706771672001548,0.30183592496275324,0.016814402440179094,0.14621039825950746,0.32328753742883776,1.0,1.0,2.37812,0
5.894105894105894,0.11044312799131206,0.038456469724591796,0.295290679171253,0.01610479323393529,0.14876843198094794,0.33387399716747024,1.0,1.0,2.37812,0
5.994005994005994,0.11175427895501557,0.03992867900555967,0.28766670259144944,0.015784256187439255,0.1505863055922012,0.3478594236354906,1.0,1.0,2.37812,0
6.093906093906094,0.11422246240130811,0.041210996572961824,0.27719548362815644,0.01603923227857828,0.14998757913860475,0.36368853540519647,1.0,1.0,2.37812,0
6.193806193806194,0.11795753778588021,0.04266261386398118,0.2645948869786089,0.016419532534259332,0.14677404189403412,0.3800415256295193,1.0,1.0,2.37812,0
6.293706293706294,0.122297785307674,0.043951288752716235,0.25162598676703185,0.016980689853049548,0.141106983400194,0.3960602546589009,1.0,1.0,2.37812,0
6.393606393606394,0.1271412599224067,0.04532100232505134,0.23899060584284518,0.01791961446615078,0.13239098373416783,0.41258938119553346,1.0,1.0,2.37812,0
6.4935064935064934,0.13224029144922245,0.046837744400264995,0.22841493964607001,0.018808284660076103,0.12242532582814446,0.430717767988162,1.0,1.0,2.37812,0
6.593406593406594,0.13688601470047027,0.048273781632710684,0.21805504679984966,0.019567752743061603,0.11526324086648145,0.4520051108506698,1.0,0.707897240723127,2.37812,0
6.693306693306694,0.13990454241805217,0.04978627771791026,0.20891951465683545,0.020355037294366145,0.10794027915694884,0.47172025494469366,1.0,0.0,2.37812,0
6.793206793206793,0.14293455076663839,0.0514202691921101,0.20345418092529016,0.021330562601105465,0.09994230605889762,0.49285138243978577,1.0,0.9530315969256984,2.37812,0
6.893106893106894,0.14483722395765783,0.0533985151727333,0.20047425290221693,0.022393396134274293,0.09517637230875085,0.5129925155479468,1.0,1.0,2.37812,0
6.993006993006993,0.14691200867066942,0.05452728039349345,0.198367630280966,0.023540269002789237,0.0923012442429267,0.5254092901404667,1.0,1.0,2.37812,0
7.092907092907093,0.148084625867559,0.05584009088842905,0.19710317417163772,0.02483542330198323,0.08906684807979574,0.5340207910899459,1.0,1.0,2.37812,0
7.192807192807193,0.1489722620617175,0.05777621021088026,0.19951232060832383,0.02605114737283576,0.08593618551165685,0.5370004605278281,1.0,1.0,2.37812,0
7.292707292707293,0.1499590263944902,0.05957165835178585,0.20382252844490345,0.026944307510769424,0.08543168119018814,0.5364260218420419,1.0,1.0,2.37812,0
7.392607392607393,0.14901216594179326,0.06103062157566285,0.2064740427464219,0.027571479092529706,0.08461312009489376,0.5333191540436387,1.0,1.0,2.37812,0
7.492507492507492,0.1485825360797116,0.06218532587207572,0.2095318809615267,0.028165548031343517,0.08269821628005869,0.5261071167730795,1.0,1.0,2.37812,0
7.592407592407593,0.14728342664065774,0.06274279191577635,0.21270800471480855,0.028245210345423016,0.08194052344711583,0.51576164323642,1.0,1.0,2.37812,0
7.6923076923076925,0.14456728548199507,0.06240013265398412,0.21694001134559876,0.02841613091858678,0.08242745525477538,0.508657232545654,1.0,1.0,2.37812,0
7.792207792207792,0.14177442166134255,0.06263290801073594,0.22095288033196955,0.028761370772692904,0.08329522807551451,0.49991046676714757,1.0,1.0,2.37812,0
7.892107892107893,0.13822574144547614,0.06204488479318197,0.22508712884443752,0.029078582313153262,0.08460325667735963,0.48830408265347097,1.0,1.0,2.37812,0
7.992007992007992,0.13433985773846355,0.0611672097553983,0.22942516406125937,0.029566594148295176,0.08580645518849359,0.47566287008008307,1.0,1.0,2.37812,0
8.091908091908092,0.13020088842490057,0.06035324523809999,0.2347634568727677,0.02993373057075653,0.08728122763931942,0.46038801078926206,1.0,1.0,2.37812,0
8.191808191808192,0.12773402946456097,0.059553437088607775,0.2394224760777488,0.02957877454325819,0.08988426868503743,0.44236491672839506,1.0,1.0,2.37812,0
8.291708291708291,0.12576940943831852,0.0584367377532793,0.24253393384212718,0.02887915793834389,0.0924347033859005,0.4229526327393732,1.0,1.0,2.37812,0
8.391608391608392,0.12404080635741307,0.057064550269706166,0.24599684647569683,0.027932453182753135,0.0950559229951145,0.40846932274371317,1.0,1.0,2.37812,0
8.491508491508492,0.12348633295124198,0.05577117069301764,0.25073472013142645,0.02682797662007515,0.09772818704348318,0.4044870382802776,1.0,1.0,2.37812,0
8.591408591408591,0.12333799998096608,0.05498025064195964,0.25363176532431675,0.025571430420354563,0.10018679422454395,0.39986682317167077,1.0,1.0,2.37812,0
8.691308691308691,0.12326053002405277,0.05380027418386203,0.256602996527562,0.02451613728103395,0.10262463598667938,0.3952869288924883,1.0,1.0,2.37812,0
8.791208791208792,0.12099414077363752,0.05282786671416778,0.2584109231227065,0.023621996420809317,0.10565834485093778,0.3963118609622667,1.0,1.0,2.37812,0
8.89110889110889,0.12162511297245523,0.05169927265604924,0.26063594308939,0.022975691507158037,0.10875162148262517,0.39821051312077294,1.0,1.0,2.37812,0
8.991008991008991,0.12167420657263936,0.05039233288116423,0.26146674656572105,0.022110685630391917,0.11131220519410973,0.39869830678770507,1.0,1.0,2.37812,0
9.090909090909092,0.12087321053533276,0.0496216803386148,0.26044876702521724,0.02112518850883975,0.11294839201472417,0.4007074585147871,1.0,1.0,2.37812,0
9.19080919080919,0.12102806589818527,0.04852156496161436,0.2597294830900274,0.020746821623130404,0.11533435240799185,0.4028716411365807,1.0,1.0,2.37812,0
9.290709290709291,0.12160967190256448,0.04760686367608491,0.25791089884418583,0.020512176087441353,0.11701776504422214,0.40472543047024523,1.0,1.0,2.37812,0
9.390609390609391,0.12251355153330355,0.04750873354087197,0.2548115225989505,0.020435325897209197,0.1172368968974552,0.40872213793729845,1.0,1.0,2.37812,0
9.49050949050949,0.12339115972815298,0.048249648991305294,0.25184334334148184,0.0206148262061058,0.11661060505148244,0.4136122344162856,1.0,1.0,2.37812,0
9.59040959040959,0.12465327281408464,0.04936513836390222,0.24975546314705457,0.02097523653944326,0.11548862064084607,0.41894178767949825,1.0,1.0,2.37812,0
9.690309690309691,0.12635338840530422,0.051271199049865546,0.24580827471193886,0.021389002472156318,0.11411342221883505,0.42643138650922857,1.0,1.0,2.37812,0
9.79020979020979,0.12799479054114396,0.05281385635466732,0.24205238662437226,0.021808694189425604,0.11235712778474011,0.4365029182582984,1.0,1.0,2.37812,0
9.89010989010989,0.1288495874404402,0.05561321576830212,0.23605741623664966,0.022159553829282665,0.11131087807841207,0.44445854728702155,1.0,1.0,2.37812,0
