r (A),g(r)_weighted_K-K,g(r)_weighted_K-Cl,g(r)_weighted_Ca-K,g(r)_weighted_Cl-Cl,g(r)_weighted_Ca-Cl,g(r)_weighted_Ca-Ca,S_i_K-Cl,S_i_Ca-Cl,Average_SCL,lambda_BC
10.161651489292929,0.1319456878967331,0.23972470149472797,0.04873192297428527,0.41754985552027984,0.10880144798011712,0.01830209594950139,2.4409932157620743e-10,1.950376177777967e-21,3.94714,0
10.31108754060606,0.12873121199833354,0.2343002685445967,0.04847436622235858,0.41573760750625105,0.10875892524705733,0.017716707686013383,2.4409932157620743e-10,2.6945256380082986e-35,3.94714,0
10.460523591919191,0.12658620549820673,0.22945545877974438,0.04729480963925578,0.41826148811536723,0.10871640251306272,0.017384642741073757,2.4409932157620743e-10,2.6945256380082986e-35,3.94714,0
10.609959643232322,0.12540491431380596,0.22682868294109557,0.0467393530103521,0.41977746957430134,0.10867387978058735,0.01724824303095122,2.4409932157620743e-10,2.6945256380082986e-35,3.94714,0
10.759395694545454,0.12431822529115487,0.2264626243446349,0.04695724750755966,0.4218395911489409,0.10863135704791904,0.017425079562846536,2.4409932157620743e-10,2.6945256380082986e-35,3.94714,0
10.908831745858587,0.12417521034129621,0.2263816909834876,0.04693668281814553,0.42689660320384804,0.10706997973980488,0.01769762995903126,2.4409932157620743e-10,2.6945256380082986e-35,3.94714,0
11.058267797171718,0.1248307363877921,0.2272318017585869,0.04817910853575065,0.4323679968480595,0.1039447609612848,0.01811484549639957,2.4409932157620743e-10,2.6945256380082986e-35,3.94714,0
11.207703848484849,0.12594142621888785,0.2292128319580444,0.04891436166883753,0.4392330245434584,0.10143775590644366,0.01884150697454666,2.4409932157620743e-10,2.6945256380082986e-35,3.94714,0
11.35713989979798,0.12774842215169005,0.2327336562764341,0.05014930112909259,0.44397932903712284,0.09922296181723468,0.019714633699609546,2.4409932157620743e-10,2.6945256380082986e-35,3.94714,0
11.506575951111111,0.12995267388090884,0.23757134874583344,0.05164024878260617,0.44601345349653543,0.0968813248934434,0.020635116043262732,2.4409932157620743e-10,2.6945256380082986e-35,3.94714,0
11.656012002424243,0.13268210815483567,0.24283684164524405,0.053164061451366526,0.45107003818585883,0.09569259046005693,0.02135339522441165,2.4409932157620743e-10,2.6945256380082986e-35,3.94714,0
11.805448053737374,0.13521990843434017,0.24713190619005765,0.054435037933380385,0.45082919161981116,0.09357090062070687,0.021888873419749884,2.4409932157620743e-10,2.6945256380082986e-35,3.94714,0
11.954884105050505,0.13677000594279048,0.2512049661906733,0.055724970433549494,0.45462058946475586,0.09050328494427927,0.02273103643946813,2.4409932157620743e-10,2.6945256380082986e-35,3.94714,0
12.104320156363636,0.1394568615854507,0.255076472655337,0.056689596631508216,0.4567056799193182,0.0905780317875041,0.02356475846942224,2.4409932157620743e-10,2.6945256380082986e-35,3.94714,0
12.253756207676767,0.14147683496655847,0.259156142378219,0.0574995877715296,0.456774856851562,0.09054653683382853,0.023432520629103778,2.4409932157620743e-10,2.6945256380082986e-35,3.94714,0
12.403192258989899,0.14325306463282014,0.26291846727369145,0.05820955507037179,0.4565340102855143,0.09050401410021974,0.02367841125092986,2.4409932157620743e-10,2.6945256380082986e-35,3.94714,0
12.55262831030303,0.14307101208514827,0.2628375337135822,0.058564026695141214,0.4522853410269576,0.09046149136622512,0.023722839969632235,2.4409932157620743e-10,2.6945256380082986e-35,3.94714,0
12.702064361616161,0.14440757643501062,0.26275660015573693,0.058733822800118775,0.44974547904905415,0.09041896863429875,0.023617348609713505,2.4409932157620743e-10,7.361034351879072e-36,3.94714,0
12.851500412929292,0.1449361365548625,0.2626756666443946,0.058408983499581915,0.44914326447093966,0.09171238385081658,0.02345998877329515,2.4409932157620743e-10,5.693974419733748e-40,3.94714,0
13.000936464242423,0.14437100607623374,0.2624992622402145,0.05765642134420482,0.44825565650305277,0.09291896099999833,0.0229844228857435,2.4409932157620743e-10,5.693974419733748e-40,3.94714,0
13.150372515555556,0.14317368207448367,0.26162377889314353,0.05673811357265966,0.4445740464943326,0.09496769257314674,0.022674415349293098,2.4409932157620743e-10,5.693974419733748e-40,3.94714,0
