r (A),g(r)_weighted_Li-Cl,g(r)_weighted_K-Cl,g(r)_weighted_Sm-Cl,S_i_Li-Cl,S_i_K-Cl,S_i_Sm-Cl,Average_SCL,lambda_BC
4.049863573515151,0.08435009654899121,0.23475055067003453,0.00024744317565638356,3.506701406197594e-09,0.0019382635957946757,9.824339589172944e-67,2.89171,0
4.1292726631919185,0.08325210353123393,0.21222560597019596,0.00024744317565638356,3.506701406197594e-09,0.0019382635957946757,9.824339589172944e-67,2.89171,0
4.208681752868687,0.08454537763834467,0.18761609320708011,0.00024744317565638356,3.506701406197594e-09,0.0019382635957946757,9.824339589172944e-67,2.89171,0
4.288090842545454,0.08424590812461823,0.15985510677335138,0.0004707433735265938,3.506701406197594e-09,0.0019382635957946757,9.824339589172944e-67,2.89171,0
4.367499932222222,0.08724072377076805,0.14312340158406478,0.0006349643417275119,3.506701406197594e-09,0.0019382635957946757,9.824339589172944e-67,2.89171,0
4.44690902189899,0.09777041294379135,0.12401627303765125,0.0006349643417275119,3.506701406197594e-09,0.0019382635957946757,9.824339589172944e-67,2.89171,0
4.526318111575757,0.10827233930651399,0.11508589213702,0.0006349643417275119,3.506701406197594e-09,0.0019382635957946757,9.824339589172944e-67,2.89171,0
4.605727201252525,0.11002496331199561,0.10517232964732418,0.0006349643417275119,3.506701406197594e-09,0.0019382635957946757,9.824339589172944e-67,2.89171,0
4.685136290929293,0.111327224899418,0.09946838110191036,0.0006349643417275119,3.506701406197594e-09,0.0019382635957946757,9.824339589172944e-67,2.89171,0
4.7645453806060605,0.11614333667796894,0.094980223304656,0.0006349643417275119,3.506701406197594e-09,0.0019382635957946757,9.824339589172944e-67,2.89171,0
4.843954470282828,0.1314705265927764,0.08594881413280908,0.0008903772913742522,3.506701406197594e-09,0.0019382635957946757,9.824339589172944e-67,2.89171,0
4.923363559959595,0.14362367183164867,0.07935561137273206,0.0014345085561134588,3.506701406197594e-09,0.0019382635957946757,9.824339589172944e-67,2.89171,0
5.002772649636364,0.14770213029053267,0.08480047927734628,0.001835744190168359,1.1316029565136719e-17,0.0019382635957946757,9.824339589172944e-67,2.89171,0
5.082181739313131,0.1603811571500516,0.08413587813020182,0.00233787971941729,1.1316029565136719e-17,0.0019382635957946757,9.824339589172944e-67,2.89171,0
5.161590828989898,0.17269644522004907,0.08265043311940602,0.0028750268217858205,1.1316029565136719e-17,0.0019382635957946757,9.824339589172944e-67,2.89171,0
5.240999918666667,0.17889448979544742,0.08207738486756737,0.003283911165313052,1.1316029565136719e-17,0.0019382635957946757,9.824339589172944e-67,2.89171,0
5.320409008343434,0.1876393048565965,0.08177211785195988,0.004421370743886556,1.1316029565136719e-17,0.0019382635957946757,9.824339589172944e-67,2.89171,0
5.3998180980202015,0.19787658086141036,0.08156483865583844,0.005665065982219428,1.1316029565136719e-17,0.0019382635957946757,9.824339589172944e-67,2.89171,0
5.479227187696969,0.20505635432220667,0.08050348818659334,0.006347431774671857,1.1316029565136719e-17,0.0019382635957946757,9.824339589172944e-67,2.89171,0
5.558636277373737,0.21073977137445338,0.07849905795933144,0.007053095251549673,1.1316029565136719e-17,0.0019382635957946757,9.824339589172944e-67,2.89171,0
5.638045367050505,0.21905292198055043,0.07906515733846871,0.007758758728427481,1.1316029565136719e-17,0.0019382635957946757,9.824339589172944e-67,2.89171,0
5.717454456727272,0.2269732367805174,0.08311397846911166,0.010715068140553712,1.1316029565136719e-17,0.0019382635957946757,9.824339589172944e-67,2.89171,0
5.79686354640404,0.2351609877683774,0.08939803131792626,0.012723177798884851,1.1316029565136719e-17,0.0019382635957946757,9.824339589172944e-67,2.89171,0
5.876272636080808,0.24282678137188082,0.0917979849638058,0.012765090547700317,1.1316029565136719e-17,0.0019382635957946757,4.7693735336301225e-67,2.89171,0
5.955681725757575,0.25001905933468455,0.09758522893372422,0.013471744757023982,1.1316029565136719e-17,0.0019382635957946757,1.9069171852495234e-138,2.89171,0
6.0350908154343434,0.257099496984246,0.10373542419256447,0.014417781564409515,1.1316029565136719e-17,0.0019382635957946757,1.9069171852495234e-138,2.89171,0
6.114499905111111,0.258345910957919,0.11173946062882768,0.015604043351765904,1.1316029565136719e-17,0.0019382635957946757,1.9069171852495234e-138,2.89171,0
6.193908994787878,0.25943381012119254,0.12126807247645376,0.015618744830782693,1.1316029565136719e-17,0.0019382635957946757,1.9069171852495234e-138,2.89171,0
6.273318084464646,0.260451785989975,0.12787840096987943,0.0145972939716613,1.1316029565136719e-17,0.0019382635957946757,1.9069171852495234e-138,2.89171,0
6.352727174141414,0.26146976185875737,0.131478427718972,0.014787049169429481,1.1316029565136719e-17,0.0019382635957946757,1.9069171852495234e-138,2.89171,0
6.432136263818181,0.26178960982116034,0.13653747692200463,0.01614804094398718,1.1316029565136719e-17,0.0019382635957946757,1.9069171852495234e-138,2.89171,0
6.511545353494949,0.26362740736951673,0.14326056419242406,0.0168384054561773,1.1316029565136719e-17,0.0019382635957946757,1.9069171852495234e-138,2.89171,0
6.590954443171717,0.2654652049178732,0.14804622758466013,0.01704947335556125,1.1316029565136719e-17,0.0019382635957946757,1.9069171852495234e-138,2.89171,0
6.6703635328484845,0.2622745491497468,0.15300418726563453,0.01655882071752704,1.1316029565136719e-17,0.0019382635957946757,1.9069171852495234e-138,2.89171,0
6.749772622525252,0.25552939446198863,0.1603988275450968,0.017649331175932488,1.1316029565136719e-17,0.0019382635957946757,1.9069171852495234e-138,2.89171,0
6.82918171220202,0.24520718710077669,0.16793738707593148,0.017900160086954692,1.1316029565136719e-17,0.0019382635957946757,1.9069171852495234e-138,2.89171,0
6.908590801878788,0.2385553802936665,0.1705611463742776,0.01753442236752057,1.1316029565136719e-17,0.00077507669419802,1.9069171852495234e-138,2.89171,0
6.987999891555555,0.23190357348655632,0.17283439896553493,0.016745980654552045,1.1316029565136719e-17,4.0111949179468994e-05,1.9069171852495234e-138,2.89171,0
7.067408981232322,0.22925090283133906,0.17610175134767903,0.016252448068240867,1.1316029565136719e-17,4.0111949179468994e-05,1.9069171852495234e-138,2.89171,0
7.146818070909091,0.22531728799274223,0.18095694767215514,0.015864084901274677,1.1316029565136719e-17,4.0111949179468994e-05,1.9069171852495234e-138,2.89171,0
7.226227160585858,0.21934863632547413,0.1848644404801869,0.01558506024818907,1.1316029565136719e-17,4.0111949179468994e-05,1.9069171852495234e-138,2.89171,0
7.3056362502626255,0.21225123243013264,0.18435630778732598,0.015598348452024,1.1316029565136719e-17,4.0111949179468994e-05,1.9069171852495234e-138,2.89171,0
7.385045339939394,0.20664577530926945,0.18500913658058799,0.014932874982962974,1.0924669057238664e-19,4.0111949179468994e-05,1.9069171852495234e-138,2.89171,0
7.464454429616161,0.20092092820544025,0.18481353391135685,0.013994059911179023,1.0924669057238664e-19,4.0111949179468994e-05,1.9069171852495234e-138,2.89171,0
7.543863519292929,0.19559643230756069,0.18717861434784683,0.013341651508492569,1.0924669057238664e-19,4.0111949179468994e-05,1.9069171852495234e-138,2.89171,0
7.623272608969696,0.19199944676286604,0.17964201213361652,0.012689243105806113,1.0924669057238664e-19,4.0111949179468994e-05,1.9069171852495234e-138,2.89171,0
7.702681698646464,0.18596898466830394,0.17568260608751093,0.012036834703119649,1.0924669057238664e-19,4.0111949179468994e-05,1.9069171852495234e-138,2.89171,0
7.782090788323232,0.18471813656093233,0.1752099539725264,0.011384426300433195,1.0924669057238664e-19,4.0111949179468994e-05,1.9069171852495234e-138,2.89171,0
7.861499878,0.18197252518951998,0.17551693004715435,0.010904275435148924,1.0924669057238664e-19,4.0111949179468994e-05,0.0,2.89171,0
