r (A),g(r)_weighted_Li-Li,g(r)_weighted_Be-F,g(r)_weighted_Be-Be,g(r)_weighted_F-F,g(r)_weighted_Be-Li,g(r)_weighted_Li-F,S_i_Be-F,S_i_Li-F,Average_SCL,lambda_BC
3.5962309334545455,0.07766351268786917,0.1963727446232684,0.01410920622922214,0.39442029913334725,0.05488639774555145,0.16183153372917428,0.003291378389493542,0.15683459426539026,2.00484,1.922959
3.696126237161616,0.06940079338538113,0.2149862839217909,0.017627514942518574,0.3832311075589436,0.047018699258562946,0.17417511282672712,0.003291378389493542,6.599303780324315e-05,2.00484,1.922959
3.7960215408686873,0.061127790784506246,0.2339183433399669,0.023452374699854853,0.3745409885856114,0.04296081760942465,0.18649697459655168,0.003291378389493542,6.599303780324315e-05,2.00484,1.922959
3.895916844575758,0.055591270849030545,0.253563801790224,0.030226905910271232,0.36654534263632405,0.040957739022929956,0.1967999941424822,0.003291378389493542,6.599303780324315e-05,2.00484,1.922959
3.9958121482828286,0.05089633461111259,0.25699168549999996,0.03720974146716553,0.3676736812369193,0.04048169361698936,0.2071042445684396,0.003291378389493542,6.599303780324315e-05,2.00484,1.922959
4.095707451989899,0.04754079854812082,0.2523118119153153,0.044335578530702024,0.37534395140212934,0.04075833321765853,0.21593787229067912,0.003291378389493542,6.599303780324315e-05,2.00484,1.922959
4.19560275569697,0.045111906407848276,0.2307018075382336,0.05078164835609506,0.3923059646479793,0.041635188924000845,0.2208594298819269,0.003291378389493542,6.599303780324315e-05,2.00484,1.922959
4.295498059404041,0.04440022606335142,0.1998487260023809,0.056795995407808005,0.41539801078088645,0.04285174540384097,0.22096601147206912,0.003291378389493542,6.599303780324315e-05,2.00484,1.922959
4.395393363111111,0.04368854571885457,0.1756884791920288,0.06228705586133702,0.4459696238559561,0.044732730333027916,0.21370566805636462,0.003291378389493542,6.599303780324315e-05,2.00484,1.922959
4.495288666818182,0.042976865374357714,0.1569280573245624,0.06615612081773838,0.48345336947144685,0.04703521530112188,0.2037713891173077,0.0029577196881306507,6.599303780324315e-05,2.00484,1.922959
4.595183970525253,0.043432214927280874,0.14560853131102228,0.06877759565577111,0.5228303688251461,0.04921772586571754,0.18745547885174405,0.0008619117213538217,6.599303780324315e-05,2.00484,1.922959
4.695079274232324,0.04390051525502255,0.13688126160367958,0.07045513749216403,0.5592816164705212,0.05133324003446669,0.17402203382184958,0.00021254577164031766,6.599303780324315e-05,2.00484,1.922959
4.794974577939394,0.04540589054692606,0.13082038088381753,0.07191561398552238,0.5892305591350018,0.05359793870464554,0.16302431298953798,0.00021254577164031766,6.599303780324315e-05,2.00484,1.922959
4.894869881646465,0.047066114959174,0.12841926928417302,0.0728787920107773,0.6123927758591624,0.055452858700753505,0.15438669401535185,0.00021254577164031766,6.599303780324315e-05,2.00484,1.922959
4.994765185353535,0.049069051991458335,0.12601815768452848,0.07324223291790741,0.616557892778942,0.057592360406885486,0.14854858001743199,0.00021254577164031766,6.599303780324315e-05,2.00484,1.922959
5.094660489060606,0.05130598144380842,0.12755969689351893,0.07270181309215974,0.6136666853938644,0.05958713753561855,0.14456007617449804,0.00021254577164031766,6.599303780324315e-05,2.00484,1.922959
5.194555792767677,0.05373840319720039,0.13026094745586217,0.07167002823226071,0.5987062318736959,0.061087087634130795,0.1416692110383539,0.00021254577164031766,6.599303780324315e-05,2.00484,1.922959
5.294451096474748,0.05624925333917857,0.1329621980182054,0.07005634130348772,0.5760294373728451,0.06212754548576482,0.14118687243111244,0.00021254577164031766,6.599303780324315e-05,2.00484,1.922959
5.394346400181819,0.05838758453097825,0.13904803800013862,0.06777359801454784,0.5541376536749654,0.06256870022075334,0.14256461548616783,0.00021254577164031766,6.599303780324315e-05,2.00484,1.922959
5.494241703888889,0.0600829087683748,0.14615863700594697,0.06489572600387804,0.5301969860816446,0.0625818550098731,0.14454535212852027,0.00021254577164031766,3.641780171714437e-05,2.00484,1.922959
5.59413700759596,0.061481358556297654,0.1541852100782526,0.061310785457589924,0.5124919096002772,0.06238786053749948,0.14739328784979724,0.00021254577164031766,2.0104512835386673e-06,2.00484,1.922959
5.6940323113030304,0.062461825038888384,0.16213315834721545,0.056771992950846874,0.4971012267755589,0.061988024788770156,0.15105102568539575,0.00021254577164031766,2.0104512835386673e-06,2.00484,1.922959
5.793927615010102,0.06203257413961313,0.16878239047134114,0.052936864169302315,0.4828359802558525,0.060610048617862136,0.1547087635209943,0.00021254577164031766,2.0104512835386673e-06,2.00484,1.922959
5.893822918717172,0.06160332324033787,0.17470548238553815,0.04990539005100753,0.4708853235433636,0.05859696409249854,0.15877424529405224,0.00019531223556522098,2.0104512835386673e-06,2.00484,1.922959
5.993718222424243,0.06117407234106261,0.1783071498173235,0.047649241902395764,0.4604634409214923,0.0563145723590575,0.16291202705621333,0.0001229841708904928,2.0104512835386673e-06,2.00484,1.922959
6.093613526131313,0.06045301863239852,0.1819088172491088,0.04678531689058529,0.45422340203088296,0.05406846261132375,0.16699738445289178,5.0656106215765266e-05,2.0104512835386673e-06,2.00484,1.922959
6.193508829838384,0.0585611350293661,0.18442932733333328,0.04652060524989122,0.45203367677924206,0.05228904068002755,0.1714664653773754,3.965707439452232e-08,2.0104512835386673e-06,2.00484,1.922959
6.2934041335454545,0.056889411212161574,0.18442932733333328,0.047053490040263685,0.45319617272378165,0.051020614785108526,0.17526141688707386,3.965707439452232e-08,2.0104512835386673e-06,2.00484,1.922959
6.393299437252526,0.05539134827462558,0.18442932733333328,0.04786503334260625,0.45435866866832125,0.050504036755190454,0.17844124533630934,3.965707439452232e-08,2.0104512835386673e-06,2.00484,1.922959
6.493194740959597,0.05429888172280085,0.1799023681403059,0.04940146235087564,0.45816509884041207,0.05033468260549785,0.18066160088861927,3.965707439452232e-08,2.0104512835386673e-06,2.00484,1.922959
6.593090044666667,0.05359853226253741,0.17404123768264143,0.0512295876214835,0.4642446453538203,0.050396208878600336,0.18149918134686915,3.965707439452232e-08,2.0104512835386673e-06,2.00484,1.922959
6.692985348373738,0.05312925446828913,0.16664834141512952,0.05345838760615855,0.47520803456024535,0.05115230643051676,0.18112826284669745,3.965707439452232e-08,2.0104512835386673e-06,2.00484,1.922959
6.792880652080808,0.05330895081048221,0.15925544514761772,0.05579716616741527,0.4868879739161433,0.05221039886920786,0.1788697448029569,3.965707439452232e-08,2.0104512835386673e-06,2.00484,1.922959
6.892775955787879,0.05348864715267529,0.15617473027551668,0.05799000779593474,0.4993149376588195,0.05342741055219701,0.1762037494327011,3.965707439452232e-08,2.0104512835386673e-06,2.00484,1.922959
6.99267125949495,0.05366834349486837,0.15473406327716693,0.05990335142963683,0.5123128354576229,0.054547539523025566,0.17317540683134947,3.965707439452232e-08,2.0104512835386673e-06,2.00484,1.922959
7.092566563202021,0.05390174756235406,0.1526039259376534,0.061616017547748585,0.5248899230333948,0.0554484150919666,0.17032278417232158,3.965707439452232e-08,2.0104512835386673e-06,2.00484,1.922959
7.192461866909091,0.0541680225169311,0.14994091949154056,0.06209627871449606,0.5320936376231103,0.056436838743300355,0.1675133650226958,3.965707439452232e-08,2.0104512835386673e-06,2.00484,1.922959
7.292357170616162,0.054672017360905927,0.1471222233010234,0.061805814397507645,0.5358173000975418,0.05747020836102061,0.16485103289592296,3.965707439452232e-08,2.0104512835386673e-06,2.00484,1.922959
7.392252474323232,0.05531083519042713,0.14887213321830287,0.0610175463090552,0.5364489692056671,0.05812845400642509,0.16287860724997097,2.8832215392276028e-08,6.282347407926977e-07,2.00484,1.922959
7.492147778030303,0.05594965301994833,0.15157338379030985,0.06004255492521527,0.5314408368676805,0.058789960171473254,0.1611787472358208,1.5753249074243442e-08,2.499622665677858e-10,2.00484,1.922959
7.5920430817373745,0.05658423935691869,0.15423039934675603,0.05876086419366885,0.5263740324740782,0.05911698619936093,0.15980339977627045,3.059803050035851e-09,2.499622665677858e-10,2.00484,1.922959
7.691938385444445,0.05720199727948511,0.15543095517489638,0.057387149260984566,0.5218981718358519,0.05919162721045133,0.15903988637570934,3.059803050035851e-09,2.499622665677858e-10,2.00484,1.922959
7.791833689151516,0.05741393210187154,0.15663151100303677,0.05651047502388554,0.5154486574848386,0.05902448576146057,0.15925314056455006,3.059803050035851e-09,2.499622665677858e-10,2.00484,1.922959
7.891728992858586,0.05730759672426453,0.1587963328007791,0.05573846266542162,0.5085004173591059,0.05866731520564311,0.16017710894254003,3.059803050035851e-09,2.499622665677858e-10,2.00484,1.922959
7.991624296565657,0.05720126134665754,0.16188347625942628,0.05494212957943804,0.5022719642515762,0.05848692285180274,0.1614381484533305,3.059803050035851e-09,2.499622665677858e-10,2.00484,1.922959
8.091519600272727,0.05709492596905053,0.16497061971807345,0.05414579649345446,0.49659057964065656,0.057928237248526464,0.16268962161845058,3.059803050035851e-09,2.499622665677858e-10,2.00484,1.922959
8.191414903979798,0.05698859059144353,0.16628873766666663,0.05408402607592661,0.49098493309241925,0.05734788417628934,0.16379280141783922,3.059803050035851e-09,2.499622665677858e-10,2.00484,1.922959
8.29131020768687,0.056882255213836524,0.16628873766666663,0.05410830210274948,0.4872035702374813,0.056717280081694646,0.16549834895920904,3.059803050035851e-09,2.499622665677858e-10,2.00484,1.922959
8.39120551139394,0.05677591983622953,0.16654503051656042,0.05422916771613879,0.4845923397212176,0.056069230652744,0.1672038965005788,3.059803050035851e-09,2.499622665677858e-10,2.00484,1.922959
8.49110081510101,0.056441895087909574,0.1670852806428743,0.05435651405392384,0.4841725205736681,0.05545408526458021,0.1689094440419486,3.059803050035851e-09,2.499622665677858e-10,2.00484,1.922959
8.590996118808082,0.05578384861329723,0.1676255307691882,0.054305695483043856,0.4852728575934709,0.05501965420709096,0.1705961776527035,3.059803050035851e-09,2.499622665677858e-10,2.00484,1.922959
8.690891422515152,0.05512580213868489,0.1667044713576916,0.0542559132839982,0.4876009456792039,0.05483009785100684,0.17176726362674288,3.059803050035851e-09,2.499622665677858e-10,2.00484,1.922959
8.790786726222223,0.05479157754245071,0.1650837210441107,0.05443080359945243,0.49085493452473933,0.05475036546343259,0.1723745962288401,3.059803050035851e-09,2.499622665677858e-10,2.00484,1.922959
8.890682029929293,0.05458476294998472,0.1634629707305298,0.05464180443130545,0.49411745987932254,0.05460859090090823,0.17251533861973203,3.059803050035851e-09,2.499622665677858e-10,2.00484,1.922959
8.990577333636365,0.05437794835751872,0.16253551857508577,0.055389300538035084,0.4973319223739177,0.05452361271679606,0.17195058030365193,1.6002605375392625e-09,2.499622665677858e-10,2.00484,1.922959
9.090472637343435,0.05417113376505273,0.16163723845370132,0.05609982828882201,0.4993427732114745,0.05439090519768926,0.17139032778380472,3.643905889876018e-11,2.499622665677858e-10,2.00484,1.922959
9.190367941050505,0.05439848013035453,0.15967269260228636,0.05649539078426029,0.5010795591532171,0.05423999476116479,0.1701494260899281,3.643905889876018e-11,1.5644120330126017e-10,2.00484,1.922959
9.290263244757575,0.05469210578736155,0.15770814675087144,0.05688140506645032,0.5028706056048322,0.05438379086698942,0.16878365740408732,3.643905889876018e-11,7.086232377432471e-11,2.00484,1.922959
9.390158548464647,0.05504146166461537,0.15574360089945646,0.05723553680810466,0.5046616520564474,0.054557430529816694,0.1678478364405577,3.643905889876018e-11,7.086232377432471e-11,2.00484,1.922959
9.490053852171718,0.05569287946743729,0.15570672716666664,0.057602700695946814,0.5065314058512652,0.05473107019264396,0.16679278311293969,3.643905889876018e-11,7.086232377432471e-11,2.00484,1.922959
9.589949155878788,0.05634429727025921,0.15570672716666664,0.05801134503355466,0.5085341178387393,0.05490470985547124,0.16601237216666662,3.643905889876018e-11,7.086232377432471e-11,2.00484,1.922959
9.68984445958586,0.0570316947083381,0.15570672716666664,0.05835831036936957,0.5095546907354882,0.05508873447724053,0.1659799703722956,3.643905889876018e-11,7.086232377432471e-11,2.00484,1.922959
9.78973976329293,0.05801267138194683,0.15607989206646047,0.0584999272652359,0.5098879929627266,0.055461592618339293,0.16554977638983714,3.643905889876018e-11,7.086232377432471e-11,2.00484,1.922959
9.889635067,0.058993648055555556,0.1568516779608002,0.05847013886656726,0.5084577616881258,0.05582986597870671,0.16359818767618042,3.643905889876018e-11,7.086232377432471e-11,2.00484,1.922959
