r (A),g(r)_weighted_Zn-Cl,g(r)_weighted_Zn-Zn,g(r)_weighted_Cl-Cl,S_i_Zn-Cl,Average_SCL,lambda_BC
7.414834065151515,0.2979824458567319,0.1562948688234801,0.6294118902490379,1.4734906699340008e-23,2.25974,0
7.5255032303030305,0.30896775941299454,0.14978071844291435,0.596171186075009,1.4734906699340008e-23,2.25974,0
7.636172395454545,0.31792940809002695,0.14310162888744662,0.5633093310575339,1.4734906699340008e-23,2.25974,0
7.74684156060606,0.3236460545685389,0.136158230161691,0.5319314986286199,1.4734906699340008e-23,2.25974,0
7.857510725757575,0.32628887408755697,0.129940549155373,0.5050876948622018,1.4734906699340008e-23,2.25974,0
7.968179890909091,0.32666396778999446,0.12584666292687766,0.48554972837362864,1.4734906699340008e-23,2.25974,0
8.078849056060605,0.3252996739711412,0.12364636401076042,0.47352031293990404,1.4734906699340008e-23,2.25974,0
8.18951822121212,0.3199302311222765,0.12347265991028374,0.46860122968233764,1.4734906699340008e-23,2.25974,0
8.300187386363636,0.3131160357076572,0.12563498635059403,0.469091145143847,1.4734906699340008e-23,2.25974,0
8.41085655151515,0.3108406245148095,0.1287917604834858,0.4740651595152924,1.4734906699340008e-23,2.25974,0
8.521525716666666,0.3087491166618886,0.13249475897027396,0.4826318949616041,1.4734906699340008e-23,2.25974,0
8.632194881818181,0.30485684577812106,0.13645255484297408,0.4972623868030619,1.4734906699340008e-23,2.25974,0
8.742864046969697,0.29973572048666797,0.14040524020351644,0.5112185158919308,1.4734906699340008e-23,2.25974,0
8.853533212121212,0.2954774130679392,0.14378536041883275,0.5315906317171061,1.4734906699340008e-23,2.25974,0
8.964202377272727,0.2914493033552963,0.14620294304454862,0.5521871238101931,1.4734906699340008e-23,2.25974,0
9.074871542424242,0.28463263175903925,0.1481565115533227,0.5722466826820864,1.1703978755206831e-23,2.25974,0
9.185540707575758,0.2790275005771417,0.14965070897222393,0.5908795052258693,1.557425241060849e-28,2.25974,0
9.296209872727273,0.27356431974230067,0.15072553261306537,0.6081903535932223,1.557425241060849e-28,2.25974,0
9.406879037878788,0.26793687269903066,0.15062790969320183,0.6230362055650938,1.557425241060849e-28,2.25974,0
9.517548203030303,0.2639165190396232,0.15015619677700362,0.6324022820051362,1.557425241060849e-28,2.25974,0
9.628217368181819,0.2611515126576057,0.1487551281131882,0.636310645973202,1.557425241060849e-28,2.25974,0
9.738886533333332,0.26155135226258636,0.147984031343982,0.6371063100202266,1.557425241060849e-28,2.25974,0
9.849555698484847,0.26359103088745744,0.1466757500384242,0.6326233265882676,1.557425241060849e-28,2.25974,0
9.960224863636363,0.26713676902141303,0.1450491657028179,0.626072454318084,1.557425241060849e-28,2.25974,0
10.070894028787878,0.27020313346133645,0.14361633192587675,0.6166264518425183,1.557425241060849e-28,2.25974,0
10.181563193939393,0.27186683120094135,0.14199279075508958,0.6073958520387637,1.557425241060849e-28,2.25974,0
10.292232359090908,0.2749034507102548,0.1402978744464367,0.597116743202767,1.557425241060849e-28,2.25974,0
10.402901524242424,0.2810019942033374,0.13951031948350673,0.5862403621219477,1.557425241060849e-28,2.25974,0
10.513570689393939,0.28736056080996325,0.13861075392562977,0.5761461703926845,1.557425241060849e-28,2.25974,0
10.624239854545454,0.29093863151532984,0.1376189822703127,0.5680664988089392,1.557425241060849e-28,2.25974,0
10.73490901969697,0.29196187905730664,0.13731460515508281,0.5619427129042187,1.557425241060849e-28,2.25974,0
10.845578184848485,0.29035502305089095,0.1366142013746424,0.5553795460647775,1.557425241060849e-28,2.25974,0
10.95624735,0.2958615650162752,0.13591431542857146,0.5498738153720897,2.966635522714869e-30,2.25974,0
