r (A),g(r)_weighted_Na-Cl,g(r)_weighted_K-Na,g(r)_weighted_Na-Na,g(r)_weighted_K-K,g(r)_weighted_K-Cl,S_i_Na-Cl,S_i_K-Cl,Average_SCL,lambda_BC
6.513452164949496,0.24237444538547068,0.06634238836981551,0.06409707933640067,0.0726431752017193,0.2317938857043521,1.3435549767283788e-10,7.49790947514316e-07,2.85049,0
6.613659121333334,0.23914386736632545,0.0643527342495787,0.06646584066783719,0.06929118779444196,0.23532037471023384,1.3435549767283788e-10,7.49790947514316e-07,2.85049,0
6.713866077717173,0.22976620567475628,0.06460430363365655,0.06911224561856259,0.06871652534925891,0.23567998421534656,1.3435549767283788e-10,7.49790947514316e-07,2.85049,0
6.8140730341010105,0.22459639516459454,0.06462751221358763,0.07147490461231328,0.07039718316428067,0.23297845365712921,1.3435549767283788e-10,7.49790947514316e-07,2.85049,0
6.914279990484849,0.2198824465379072,0.06615543145798507,0.07322922274182311,0.06952684991299043,0.2267601393635173,1.3435549767283788e-10,7.49790947514316e-07,2.85049,0
7.014486946868687,0.2096012366067347,0.06750390672644582,0.07571574810529734,0.06952254476046192,0.2216019257801862,1.3435549767283788e-10,7.49790947514316e-07,2.85049,0
7.114693903252526,0.20438351512869166,0.07256825233794015,0.08123551942390753,0.06894693469706059,0.22015221258412848,1.3435549767283788e-10,7.49790947514316e-07,2.85049,0
7.214900859636364,0.19794025027161144,0.07561711208119999,0.08528363871969159,0.06894850353020646,0.21490774602182033,1.3435549767283788e-10,7.49790947514316e-07,2.85049,0
7.315107816020203,0.1878774633123393,0.07894032000203673,0.08856340082089878,0.07294171073202618,0.2087003154042402,1.3435549767283788e-10,7.49790947514316e-07,2.85049,0
7.415314772404041,0.18189867995761771,0.08397775976177253,0.09381149000328146,0.07756142409488286,0.20374114004376437,1.3435549767283788e-10,7.49790947514316e-07,2.85049,0
7.5155217287878795,0.17657848097182427,0.08903693658097414,0.09675438319067849,0.07799755047327848,0.19420491293521458,1.3435549767283788e-10,7.49790947514316e-07,2.85049,0
7.615728685171717,0.1728693889757203,0.09217589671719391,0.09945294485762693,0.07994320485452852,0.18647929355806211,1.3435549767283788e-10,7.49790947514316e-07,2.85049,0
7.715935641555556,0.16558136989100616,0.0916584412750471,0.10336470436189046,0.08128978254180988,0.18142771823789833,8.873024176913757e-11,7.49790947514316e-07,2.85049,0
7.816142597939394,0.1599169176931491,0.09329349040303517,0.10570116133645945,0.08604770391198445,0.1766801198229744,1.1041603453043928e-14,7.49790947514316e-07,2.85049,0
7.916349554323233,0.15576239865565986,0.09684456621618258,0.10865321295516436,0.08981148686690482,0.1734273971954771,1.1041603453043928e-14,7.49790947514316e-07,2.85049,0
8.01655651070707,0.15474267610258624,0.10044249668384371,0.11135719486921264,0.09067566482939182,0.16923157356549215,1.1041603453043928e-14,7.49790947514316e-07,2.85049,0
8.11676346709091,0.15471429759338917,0.1036823125315274,0.10996441631737311,0.09215824205783929,0.16669224323639426,1.1041603453043928e-14,7.49790947514316e-07,2.85049,0
8.216970423474748,0.1539298298049235,0.10406175401384968,0.11100252542873079,0.09803999905581463,0.16134288788565293,1.1041603453043928e-14,7.49790947514316e-07,2.85049,0
8.317177379858586,0.1521071185909139,0.10540363629669246,0.11030464217722127,0.10135507115879397,0.15825496801716413,1.1041603453043928e-14,7.49790947514316e-07,2.85049,0
8.417384336242424,0.15109756703698204,0.10610321333100385,0.10905848663395289,0.10283315055030826,0.1570780531008846,1.1041603453043928e-14,7.49790947514316e-07,2.85049,0
8.517591292626264,0.15176419501505592,0.10601954798460687,0.10840509338336117,0.10371027176998786,0.15735948321176144,1.1041603453043928e-14,7.49790947514316e-07,2.85049,0
8.617798249010102,0.1530662541723865,0.10787663874720768,0.10578938987230449,0.10309254456261886,0.15678077022626838,1.1041603453043928e-14,7.49790947514316e-07,2.85049,0
8.71800520539394,0.15933555392009446,0.10721471825025039,0.09985071639447332,0.1022487232031075,0.15580337690532006,1.1041603453043928e-14,7.49790947514316e-07,2.85049,0
8.818212161777778,0.16209141604490032,0.10668103774872653,0.099513046519702,0.10380472963997903,0.1565760385942934,1.1041603453043928e-14,7.122524312153895e-07,2.85049,0
8.918419118161617,0.1649425420129918,0.10237565473940867,0.09802335606127695,0.10459459936570135,0.15883637515442517,1.1041603453043928e-14,6.664606104656685e-08,2.85049,0
9.018626074545455,0.16641987941903894,0.10201920552264711,0.09841916060922924,0.10471507722132196,0.15995122428590125,1.1041603453043928e-14,6.664606104656685e-08,2.85049,0
9.118833030929293,0.16882660869161326,0.10079118402169315,0.09737410511712423,0.10393995730038773,0.15994261394800452,1.1041603453043928e-14,6.664606104656685e-08,2.85049,0
9.219039987313131,0.17335182904400634,0.09670436248870569,0.09323048725408634,0.10280187140750884,0.16161720766664003,1.1041603453043928e-14,6.664606104656685e-08,2.85049,0
9.319246943696971,0.1784129684012687,0.09382612223709916,0.08989476067689127,0.10227924817620328,0.1652098215111815,1.1041603453043928e-14,6.664606104656685e-08,2.85049,0
9.419453900080809,0.18387100414448523,0.09219569306464304,0.0881063341284921,0.09954178826735566,0.17098123848647395,1.1041603453043928e-14,6.664606104656685e-08,2.85049,0
9.519660856464647,0.18507242934525708,0.09212088918034422,0.08564228898667775,0.09814681030489115,0.1750925615890896,1.1041603453043928e-14,6.664606104656685e-08,2.85049,0
9.619867812848486,0.18795551609526157,0.09006921095213097,0.08445824686658508,0.09593561006477261,0.17887412925928967,1.1041603453043928e-14,6.664606104656685e-08,2.85049,0
9.720074769232324,0.19164535003431496,0.08828976522058624,0.0826434473107933,0.09159527597982663,0.18151335144328318,1.1041603453043928e-14,6.664606104656685e-08,2.85049,0
9.820281725616162,0.1944003569611653,0.0872775693087877,0.08198241664497118,0.09048508253439887,0.18382183001867805,1.1041603453043928e-14,6.664606104656685e-08,2.85049,0
9.920488682,0.19851735672727272,0.08557131628444879,0.08082720696389417,0.0905896632706575,0.18694332815439704,0.0,6.664606104656685e-08,2.85049,0
