r(A),Li-F,Li-Li,F-F
2.529540977,0.220420722,0.428532553,0.418665328
2.539823664,0.216882085,0.439807155,0.427696227
2.55010635,0.213343447,0.455199149,0.436727125
2.560389037,0.209804809,0.468222583,0.446017497
2.570671724,0.206266171,0.479815773,0.455370927
2.580954411,0.202727534,0.490381219,0.464724357
2.591237098,0.199188896,0.498689646,0.472705296
2.601519785,0.195650258,0.506998072,0.479213277
2.611802472,0.192111621,0.515306498,0.485721257
2.622085159,0.188572983,0.523332066,0.492229238
2.632367846,0.185034345,0.52987486,0.498737218
2.642650533,0.182489219,0.536417653,0.505245199
2.652933219,0.180941065,0.542960447,0.51175318
2.663215906,0.179392911,0.54950324,0.518236494
2.673498593,0.177844757,0.556046034,0.521465501
2.68378128,0.176296603,0.56129633,0.524694508
2.694063967,0.174748449,0.564108443,0.527923514
2.704346654,0.173200295,0.566920555,0.531152521
2.714629341,0.171652141,0.569732668,0.534381528
2.724912028,0.170103987,0.57254478,0.537610535
2.735194715,0.168555833,0.575356893,0.540839542
2.745477401,0.167007679,0.578169005,0.544068549
2.755760088,0.165459525,0.580981117,0.547297556
2.766042775,0.163911371,0.58379323,0.550526563
2.776325462,0.162363217,0.586605342,0.553755569
2.786608149,0.160815063,0.589417455,0.556984576
2.796890836,0.160117594,0.592229567,0.560213583
2.807173523,0.160117594,0.59504168,0.56344259
2.81745621,0.160117594,0.594034306,0.564658779
2.827738897,0.160117594,0.592547188,0.56363365
2.838021584,0.160117594,0.59106007,0.562608521
2.84830427,0.160117594,0.589572952,0.561583392
2.858586957,0.160117594,0.588085834,0.560558263
2.868869644,0.160117594,0.586598716,0.559533134
2.879152331,0.160117594,0.585111598,0.558508005
2.889435018,0.160117594,0.58362448,0.557482876
2.899717705,0.160117594,0.582137362,0.556457747
2.910000392,0.160117594,0.580650244,0.555432618
2.920283079,0.160117594,0.579163126,0.554407489
2.930565766,0.160117594,0.577676008,0.55338236
2.940848453,0.160117594,0.57618889,0.552357231
2.951131139,0.160117594,0.574701772,0.551332102
2.961413826,0.160117594,0.571475041,0.550306973
2.971696513,0.160117594,0.567726632,0.54902938
2.9819792,0.160117594,0.563978223,0.54567156
2.992261887,0.160117594,0.560229814,0.542313739
3.002544574,0.160117594,0.556481405,0.538955919
3.012827261,0.160117594,0.552732995,0.535598098
3.023109948,0.160117594,0.548984586,0.532240278
3.033392635,0.160117594,0.545236177,0.528882457
3.043675321,0.160117594,0.541487768,0.525524637
3.053958008,0.160117594,0.537738368,0.522166816
3.064240695,0.160117594,0.533988395,0.518808996
3.074523382,0.161984193,0.530238422,0.515451175
3.084806069,0.163903904,0.526488449,0.511908984
3.095088756,0.165823615,0.522738476,0.508338006
3.105371443,0.167743326,0.517694923,0.504767029
3.11565413,0.169663037,0.511955407,0.501196051
3.125936817,0.171582748,0.50621589,0.497625073
3.136219504,0.173502459,0.500476374,0.494054095
3.14650219,0.17542217,0.494736858,0.490483117
3.156784877,0.177341881,0.488997341,0.48691214
3.167067564,0.179261592,0.483257825,0.483341162
3.177350251,0.181181303,0.477518309,0.479770184
3.187632938,0.183101014,0.472502621,0.476199206
3.197915625,0.185020725,0.468291674,0.472628228
3.208198312,0.186940436,0.464080727,0.469057251
3.218480999,0.188860146,0.45986978,0.465486273
3.228763686,0.190779857,0.455658833,0.462013519
3.239046373,0.192699568,0.451447886,0.458953724
3.249329059,0.194619279,0.447236939,0.455893929
3.259611746,0.19653899,0.443025992,0.452834135
3.269894433,0.198458701,0.438815044,0.44977434
3.28017712,0.200378412,0.434604097,0.446714545
3.290459807,0.202298123,0.43039315,0.44365475
3.300742494,0.204217834,0.426182203,0.440594955
3.311025181,0.206137545,0.42280447,0.43753516
3.321307868,0.208057256,0.419755076,0.434475365
3.331590555,0.209976967,0.416705681,0.43141557
3.341873241,0.211896678,0.413656287,0.428355775
3.352155928,0.213816389,0.410606893,0.425295981
3.362438615,0.215736099,0.407557499,0.422236186
3.372721302,0.21765581,0.404508105,0.419176391
3.383003989,0.219575521,0.401458711,0.41640045
3.393286676,0.221495232,0.398409317,0.413887213
3.403569363,0.223414943,0.395487615,0.411373976
3.41385205,0.225334654,0.392657839,0.408860739
3.424134737,0.227254365,0.389828063,0.406347502
3.434417424,0.229174076,0.386998287,0.403834265
3.44470011,0.231093787,0.384168511,0.401321028
3.454982797,0.233013498,0.381338735,0.398807791
3.465265484,0.234933209,0.378508959,0.396294555
3.475548171,0.23685292,0.375679184,0.393781318
3.485830858,0.238772631,0.372849408,0.391268081
3.496113545,0.241216558,0.370019632,0.388901727
3.506396232,0.244312866,0.367189856,0.386559126
3.516678919,0.247409174,0.364853653,0.384216525
3.526961606,0.250505482,0.362653063,0.381873923
3.537244293,0.25360179,0.360452473,0.379531322
3.547526979,0.256698098,0.358251883,0.37718872
3.557809666,0.259794406,0.356051292,0.374846119
3.568092353,0.262890714,0.353850702,0.372503517
3.57837504,0.265987022,0.351650112,0.370160916
3.588657727,0.26908333,0.349449521,0.367818315
3.598940414,0.272426881,0.347248931,0.365475713
3.609223101,0.27603924,0.345048341,0.363133112
3.619505788,0.279651599,0.34284775,0.36079051
3.629788475,0.283263959,0.34064716,0.358447909
3.640071162,0.286876318,0.33848785,0.356105308
3.650353848,0.290511941,0.336413721,0.353751727
3.660636535,0.294171214,0.334339591,0.351272941
3.670919222,0.297830487,0.332265462,0.348794155
3.681201909,0.30148976,0.330191333,0.346315369
3.691484596,0.305149033,0.328117203,0.343836583
3.701767283,0.308808306,0.326043074,0.341357797
3.71204997,0.312467579,0.323968944,0.338879011
3.722332657,0.316126852,0.321894815,0.336400226
3.732615344,0.319786125,0.319820686,0.33392144
3.74289803,0.323445398,0.317746556,0.331442654
3.753180717,0.327104671,0.315672427,0.328963868
3.763463404,0.330763945,0.313598298,0.326485082
3.773746091,0.334423218,0.311524168,0.324006296
3.784028778,0.338082491,0.309395483,0.321669902
3.794311465,0.341741764,0.307198647,0.319378227
3.804594152,0.345401037,0.305001812,0.317086552
3.814876839,0.34906031,0.302804977,0.314794877
3.825159526,0.352719583,0.300608141,0.312503201
3.835442213,0.356378856,0.298411306,0.310211526
3.845724899,0.360038129,0.296214471,0.307919851
3.856007586,0.363697402,0.294017635,0.305628175
3.866290273,0.367356675,0.2918208,0.3033365
3.87657296,0.371015948,0.289623965,0.301044825
3.886855647,0.374675221,0.287427129,0.298783082
3.897138334,0.378334494,0.285230294,0.296615666
3.907421021,0.381993767,0.283033459,0.29444825
3.917703708,0.38565304,0.281425776,0.292280835
3.927986395,0.389312313,0.280015238,0.290113419
3.938269082,0.392971586,0.278604699,0.287946004
3.948551768,0.396630859,0.277194161,0.285778588
3.958834455,0.400290132,0.275783622,0.283611172
3.969117142,0.403949405,0.274373084,0.281443757
3.979399829,0.407608678,0.272962545,0.279276341
3.989682516,0.411267951,0.271552007,0.277108926
3.999965203,0.414927224,0.270141468,0.27494151
4.01024789,0.418586497,0.26873093,0.272774095
4.020530577,0.422245771,0.267320391,0.270606679
4.030813264,0.423157448,0.265909853,0.268439263
4.04109595,0.423931525,0.264499314,0.266271848
4.051378637,0.424705602,0.263088776,0.264634418
4.061661324,0.425479679,0.261678237,0.263259997
4.071944011,0.426253756,0.260267699,0.261885576
4.082226698,0.427027833,0.25885716,0.260511155
4.092509385,0.42780191,0.257446622,0.259136734
4.102792072,0.428575987,0.256036083,0.257762313
4.113074759,0.429350064,0.254816042,0.256387892
4.123357446,0.430124141,0.253830854,0.255013471
4.133640133,0.430898218,0.252845665,0.25363905
4.143922819,0.431672295,0.251860476,0.252264629
4.154205506,0.432446372,0.250875287,0.250890208
4.164488193,0.433220449,0.249890098,0.249515787
4.17477088,0.433994526,0.248904909,0.248141366
4.185053567,0.434768603,0.24791972,0.246766945
4.195336254,0.43554268,0.246934531,0.245392524
4.205618941,0.436316757,0.245949342,0.244018103
4.215901628,0.437090834,0.244964154,0.242656817
4.226184315,0.437864911,0.243978965,0.242098761
4.236467002,0.438638988,0.242993776,0.241540706
4.246749688,0.439413065,0.242008587,0.24098265
4.257032375,0.440187142,0.241023398,0.240424595
4.267315062,0.440961219,0.240038209,0.239866539
4.277597749,0.441735296,0.23905302,0.239308484
4.287880436,0.442509373,0.238067831,0.238750428
4.298163123,0.44328345,0.237082642,0.238192373
4.30844581,0.444057527,0.236097454,0.237634317
4.318728497,0.444831604,0.235112265,0.237076262
4.329011184,0.445605681,0.234127076,0.236518206
4.33929387,0.446379758,0.233438629,0.235960151
4.349576557,0.447153835,0.233980483,0.235402095
4.359859244,0.447927912,0.234522337,0.234844039
4.370141931,0.448701989,0.235064191,0.235134944
4.380424618,0.449476066,0.235606044,0.235738461
4.390707305,0.450250143,0.236147898,0.236341979
4.400989992,0.450075062,0.236689752,0.236945497
4.411272679,0.448526908,0.237231606,0.237549014
4.421555366,0.446978754,0.23777346,0.238152532
4.431838053,0.4454306,0.238315314,0.238756049
4.442120739,0.443882445,0.238857168,0.239359567
4.452403426,0.442334291,0.239399022,0.239963085
4.462686113,0.440786138,0.239940876,0.240566602
4.4729688,0.439237984,0.240482729,0.24117012
4.483251487,0.43768983,0.241024583,0.241773638
4.493534174,0.436141676,0.241566437,0.242377155
4.503816861,0.434365274,0.242108291,0.242980673
4.514099548,0.432301069,0.242650145,0.243584191
4.524382235,0.430236864,0.243191999,0.244187708
4.534664922,0.428172658,0.243733853,0.244791226
4.544947608,0.426108453,0.244275707,0.245394744
4.555230295,0.423925793,0.245557905,0.245998261
4.565512982,0.421603562,0.246867882,0.246728745
4.575795669,0.419281331,0.248177858,0.248307255
4.586078356,0.4169591,0.249487835,0.249885765
4.596361043,0.41463687,0.250797811,0.251464275
4.60664373,0.412314639,0.252107787,0.253042785
4.616926417,0.409992408,0.253417764,0.254621294
4.627209104,0.407670177,0.25472774,0.256199804
4.637491791,0.405347946,0.256037717,0.257778314
4.647774477,0.403025715,0.257347693,0.259356824
4.658057164,0.400627214,0.25865767,0.260935334
4.668339851,0.398150168,0.259967646,0.262513844
4.678622538,0.395673122,0.261277623,0.264092354
4.688905225,0.393196075,0.263982243,0.265670864
4.699187912,0.390719029,0.267005501,0.267249374
4.709470599,0.388241982,0.270028758,0.268827884
4.719753286,0.385764936,0.273052016,0.270406394
4.730035973,0.38328789,0.276075274,0.271984904
4.740318659,0.380810843,0.279098531,0.273650352
4.750601346,0.378333797,0.282121789,0.275693055
4.760884033,0.375856751,0.284694688,0.277735759
4.77116672,0.373379704,0.286862103,0.279778462
4.781449407,0.370902658,0.289029519,0.281821165
4.791732094,0.368425612,0.291196934,0.283863868
4.802014781,0.365948565,0.29336435,0.285906571
4.812297468,0.363471519,0.295531766,0.287949274
4.822580155,0.360994473,0.297699181,0.289991978
4.832862842,0.358972547,0.299866597,0.292034681
4.843145528,0.357011552,0.302034012,0.294077384
4.853428215,0.355050557,0.304201428,0.296120087
4.863710902,0.353089562,0.306368843,0.29816279
4.873993589,0.351128567,0.308536259,0.300205493
4.884276276,0.349167572,0.310703675,0.302248197
4.894558963,0.347206577,0.31287109,0.304326055
4.90484165,0.345245582,0.315038506,0.306516693
4.915124337,0.343284587,0.317205921,0.308707331
4.925407024,0.341323592,0.319373337,0.310897969
4.935689711,0.339362597,0.321540752,0.313088607
4.945972397,0.337401602,0.323708168,0.315279245
4.956255084,0.335440607,0.325892657,0.317469883
4.966537771,0.333479612,0.328176184,0.31966052
4.976820458,0.331518617,0.330459712,0.321851158
4.987103145,0.329557622,0.332743239,0.324041796
4.997385832,0.327596626,0.335026766,0.326232434
5.007668519,0.325635631,0.337310293,0.328423072
5.017951206,0.323674636,0.33959382,0.33061371
5.028233893,0.321713641,0.341877347,0.332804348
5.038516579,0.319752646,0.344160874,0.334985804
5.048799266,0.317791651,0.346444401,0.337153219
5.059081953,0.315830656,0.348727929,0.339320635
5.06936464,0.313869661,0.351011456,0.341488051
5.079647327,0.311908666,0.353294983,0.343655466
5.089930014,0.310495943,0.355337972,0.345822882
5.100212701,0.309102604,0.357131865,0.347990297
5.110495388,0.307709266,0.358925758,0.350157713
5.120778075,0.306315927,0.36071965,0.352325129
5.131060762,0.304922589,0.362513543,0.354492544
5.141343448,0.30352925,0.364307436,0.35665996
5.151626135,0.302135911,0.366101328,0.358827375
5.161908822,0.300742573,0.367895221,0.360994791
5.172191509,0.299349234,0.369689114,0.363162206
5.182474196,0.297955896,0.371483007,0.365329622
5.192756883,0.296562557,0.373276899,0.366703228
5.20303957,0.295169219,0.375070792,0.368076373
5.213322257,0.29377588,0.376864685,0.369449518
5.223604944,0.292382541,0.378658577,0.370822663
5.233887631,0.290989203,0.38045247,0.372195809
5.244170317,0.289595864,0.381856352,0.373568954
5.254453004,0.288443592,0.382930154,0.374942099
5.264735691,0.287729059,0.384003956,0.376315245
5.275018378,0.287014527,0.385077757,0.37768839
5.285301065,0.286299994,0.386151559,0.379061535
5.295583752,0.285585462,0.387225361,0.38043468
5.305866439,0.284870929,0.388299163,0.381807826
5.316149126,0.284156396,0.389372964,0.383180971
5.326431813,0.283441864,0.390446766,0.384554116
5.336714499,0.282727331,0.391520568,0.385927261
5.346997186,0.282012799,0.392594369,0.387300407
5.357279873,0.281298266,0.393668171,0.388673552
5.36756256,0.280982561,0.394741973,0.390046697
5.377845247,0.280982561,0.395815775,0.391419842
5.388127934,0.280982561,0.396889576,0.391725615
5.398410621,0.280982561,0.397706103,0.391908949
5.408693308,0.280982561,0.39768986,0.392092284
5.418975995,0.280982561,0.397673616,0.392275618
5.429258682,0.280982561,0.397657372,0.392458952
5.439541368,0.280982561,0.397641128,0.392642286
5.449824055,0.280982561,0.397624885,0.39282562
5.460106742,0.280982561,0.397608641,0.393008954
5.470389429,0.280982561,0.397592397,0.393192288
5.480672116,0.280982561,0.397576153,0.393375622
5.490954803,0.280982561,0.39755991,0.393558956
5.50123749,0.280982561,0.397543666,0.39374229
5.511520177,0.280982561,0.397527422,0.393925624
5.521802864,0.280982561,0.397511178,0.394108958
5.532085551,0.280982561,0.397494935,0.394292292
5.542368237,0.280982561,0.397478691,0.394475626
5.552650924,0.280982561,0.397462447,0.39465896
5.562933611,0.280982561,0.397446203,0.394842294
5.573216298,0.280982561,0.39742996,0.395025628
5.583498985,0.280982561,0.397413716,0.395208962
5.593781672,0.280982561,0.397397472,0.395392296
5.604064359,0.280982561,0.397381228,0.39557563
5.614347046,0.280982561,0.397364985,0.395758964
5.624629733,0.280982561,0.397348741,0.395942298
5.634912419,0.280982561,0.397332497,0.396125632
5.645195106,0.280982561,0.397316253,0.396308966
5.655477793,0.280982561,0.39730001,0.3964923
5.66576048,0.280982561,0.397283766,0.396675634
5.676043167,0.280982561,0.397267522,0.396858968
5.686325854,0.280982561,0.396436523,0.397042302
5.696608541,0.280982561,0.395436673,0.397225636
5.706891228,0.280982561,0.394436824,0.397027626
5.717173915,0.280982561,0.393436974,0.39607846
5.727456602,0.280982561,0.392437125,0.395129294
5.737739288,0.280982561,0.391437275,0.394180128
5.748021975,0.280982561,0.390437426,0.393230962
5.758304662,0.280982561,0.389437576,0.392281796
5.768587349,0.280982561,0.388437727,0.391332631
5.778870036,0.281632793,0.387437878,0.390383465
5.789152723,0.282571837,0.386438028,0.389434299
5.79943541,0.283510882,0.385438179,0.388485133
5.809718097,0.284449926,0.384438329,0.387535967
5.820000784,0.28538897,0.38343848,0.386586802
5.830283471,0.286328014,0.38243863,0.385637636
5.840566157,0.287267059,0.381438781,0.38468847
5.850848844,0.288206103,0.380438931,0.383739304
5.861131531,0.289145147,0.379439082,0.382790138
5.871414218,0.290084191,0.378439233,0.381840972
5.881696905,0.291023235,0.377439383,0.380891807
5.891979592,0.29196228,0.376439534,0.379942641
5.902262279,0.292901324,0.375439684,0.378993475
5.912544966,0.293840368,0.374439835,0.378044309
5.922827653,0.294779412,0.373439985,0.377095143
5.93311034,0.295718456,0.372440136,0.376145977
5.943393026,0.296657501,0.371440287,0.375170188
5.953675713,0.297596545,0.37036903,0.373895238
5.9639584,0.298535589,0.369084903,0.372620287
5.974241087,0.299474633,0.367800775,0.371345337
5.984523774,0.300413677,0.366516647,0.370070387
5.994806461,0.301352722,0.36523252,0.368795436
6.005089148,0.302291766,0.363948392,0.367520486
6.015371835,0.30323081,0.362664264,0.366245536
6.025654522,0.304169854,0.361380136,0.364970585
6.035937208,0.305108898,0.360096009,0.363695635
6.046219895,0.306047943,0.358811881,0.362420684
6.056502582,0.306986987,0.357527753,0.361145734
6.066785269,0.307926031,0.356243626,0.359870784
6.077067956,0.308865075,0.354959498,0.358595833
6.087350643,0.30980412,0.35367537,0.357320883
6.09763333,0.310743164,0.352391242,0.356076482
6.107916017,0.311682208,0.351107115,0.354833267
6.118198704,0.312621252,0.349822987,0.353590053
6.128481391,0.313560296,0.348538859,0.352346838
6.138764077,0.314499341,0.347269789,0.351103624
6.149046764,0.315438385,0.346023815,0.349860409
6.159329451,0.316377429,0.34477784,0.348617195
6.169612138,0.317316473,0.343531866,0.34737398
6.179894825,0.318255517,0.342285892,0.346130766
6.190177512,0.319194562,0.341039917,0.344887551
6.200460199,0.320133606,0.339793943,0.343644337
6.210742886,0.32107265,0.338547969,0.342401122
6.221025573,0.322011694,0.337301994,0.341157908
6.23130826,0.322950738,0.33605602,0.339914693
6.241590946,0.323889783,0.334810045,0.338707039
6.251873633,0.324828827,0.333564071,0.337566844
6.26215632,0.325767871,0.332318097,0.33642665
6.272439007,0.326706915,0.331072122,0.335286455
6.282721694,0.327645959,0.329826148,0.334146261
6.293004381,0.328585004,0.328580173,0.333006066
6.303287068,0.329524048,0.327334199,0.331865872
6.313569755,0.330463092,0.326088225,0.330725677
6.323852442,0.331402136,0.32484225,0.329585483
6.334135128,0.332341181,0.323596276,0.328445288
6.344417815,0.333280225,0.322370965,0.327305094
6.354700502,0.334219269,0.321569055,0.326164899
6.364983189,0.335158313,0.320767145,0.325024705
6.375265876,0.336097357,0.319965235,0.32388451
6.385548563,0.337036402,0.319163325,0.322744316
6.39583125,0.337975446,0.318361415,0.321604121
6.406113937,0.33891449,0.317559505,0.320463927
6.416396624,0.339853534,0.316757596,0.319590069
6.426679311,0.340792578,0.315955686,0.318728487
6.436961997,0.341731623,0.315153776,0.317866906
6.447244684,0.342670667,0.314351866,0.317005325
6.457527371,0.343609711,0.313549956,0.316143743
6.467810058,0.344548755,0.312748046,0.315282162
6.478092745,0.345487799,0.311946136,0.314420581
6.488375432,0.346426844,0.311144226,0.313558999
6.498658119,0.347365888,0.310342317,0.312697418
6.508940806,0.348304932,0.309540407,0.311835837
6.519223493,0.349243976,0.308738497,0.310974255
6.52950618,0.350183021,0.307936587,0.310112674
6.539788866,0.351122065,0.307134677,0.309251092
6.550071553,0.352061109,0.306528109,0.308389511
6.56035424,0.353000153,0.305986255,0.30752793
6.570636927,0.353939197,0.305444401,0.306677765
6.580919614,0.354878242,0.304902547,0.306122018
6.591202301,0.355817286,0.304360693,0.30556627
6.601484988,0.35675633,0.303818839,0.305010522
6.611767675,0.357695374,0.303276985,0.304454775
6.622050362,0.358634418,0.302735131,0.303899027
6.632333048,0.359573463,0.302193277,0.30334328
6.642615735,0.360512507,0.301651424,0.302787532
6.652898422,0.361451551,0.30110957,0.302231785
6.663181109,0.362390595,0.300567716,0.301676037
6.673463796,0.363329639,0.300025862,0.301120289
6.683746483,0.364268684,0.299484008,0.300564542
6.69402917,0.365207728,0.298942154,0.300008794
6.704311857,0.366146772,0.2984003,0.299453047
6.714594544,0.367085816,0.297858446,0.298897299
6.724877231,0.36802486,0.297316592,0.298341551
6.735159917,0.368963905,0.296774739,0.297785804
6.745442604,0.369902949,0.296232885,0.29762552
6.755725291,0.370841993,0.29602057,0.297539511
6.766007978,0.371781037,0.296111638,0.297453503
6.776290665,0.372720082,0.296202706,0.297367494
6.786573352,0.373659126,0.296293774,0.297281486
6.796856039,0.37459817,0.296384842,0.297195477
6.807138726,0.375537214,0.296475909,0.297109469
6.817421413,0.376131577,0.296566977,0.29702346
6.8277041,0.376131577,0.296658045,0.296937452
6.837986786,0.376131577,0.296749113,0.296851443
6.848269473,0.376131577,0.296840181,0.296765434
6.85855216,0.376016693,0.296931249,0.296679426
