Composition,Source,Temperature (K),Average SCL (Å),Pair 1 Label,Pair 1 SCL_i (Å),Pair 1 Peak X (Å),Pair 1 Peak Y,Pair 1 Min X (Å),Pair 1 Min Y,Pair 1 CC Peak X (Å),Pair 1 CC Peak Y
1.0MgCl2,"Roy, 2021",1073,4.46044,Mg-Cl,4.46044,2.44233,1.73069,3.43613,0.10285,4.13479,0.24614
0.38MgCl2-0.21NaCl-0.41KCl,"Jiang, 2024",750,2.75775,Mg-Cl,2.35126,2.37476,1.36409,3.51334,0.03406,7.50602,0.05327,K-Cl,3.1473,3.12961,0.44016,4.54289,0.08756,4.91881,0.06464,Na-Cl,2.73277,2.73492,0.29413,4.10087,0.03797,4.13279,0.01865
