Composition,Method,Temperature_K,Thermal_Conductivity_W_mK
0.78NaF-0.22UF4 1100K,"Present Model, Mix Data",900.0,0.540815668056181
0.78NaF-0.22UF4 1100K,"Present Model, Mix Data",903.030303030303,0.5402125170807446
0.78NaF-0.22UF4 1100K,"Present Model, Mix Data",906.060606060606,0.5396087399163526
0.78NaF-0.22UF4 1100K,"Present Model, Mix Data",909.0909090909091,0.5390043361839949
0.78NaF-0.22UF4 1100K,"Present Model, Mix Data",912.1212121212121,0.5383993055115553
0.78NaF-0.22UF4 1100K,"Present Model, Mix Data",915.1515151515151,0.5377936475338632
0.78NaF-0.22UF4 1100K,"Present Model, Mix Data",918.1818181818181,0.5371873618927463
0.78NaF-0.22UF4 1100K,"Present Model, Mix Data",921.2121212121212,0.5365804482370856
0.78NaF-0.22UF4 1100K,"Present Model, Mix Data",924.2424242424242,0.5359729062228659
0.78NaF-0.22UF4 1100K,"Present Model, Mix Data",927.2727272727273,0.5353647355132314
0.78NaF-0.22UF4 1100K,"Present Model, Mix Data",930.3030303030303,0.5347559357785381
0.78NaF-0.22UF4 1100K,"Present Model, Mix Data",933.3333333333334,0.5341465066964082
0.78NaF-0.22UF4 1100K,"Present Model, Mix Data",936.3636363636364,0.5335364479517829
0.78NaF-0.22UF4 1100K,"Present Model, Mix Data",939.3939393939394,0.5329257592369772
0.78NaF-0.22UF4 1100K,"Present Model, Mix Data",942.4242424242424,0.5323144402517336
0.78NaF-0.22UF4 1100K,"Present Model, Mix Data",945.4545454545455,0.5317024907032761
0.78NaF-0.22UF4 1100K,"Present Model, Mix Data",948.4848484848485,0.531089910306365
0.78NaF-0.22UF4 1100K,"Present Model, Mix Data",951.5151515151515,0.5304766987833505
0.78NaF-0.22UF4 1100K,"Present Model, Mix Data",954.5454545454545,0.5298628558642283
0.78NaF-0.22UF4 1100K,"Present Model, Mix Data",957.5757575757576,0.5292483812866932
0.78NaF-0.22UF4 1100K,"Present Model, Mix Data",960.6060606060606,0.5286332747961946
0.78NaF-0.22UF4 1100K,"Present Model, Mix Data",963.6363636363636,0.528017536145991
0.78NaF-0.22UF4 1100K,"Present Model, Mix Data",966.6666666666666,0.5274011650972057
0.78NaF-0.22UF4 1100K,"Present Model, Mix Data",969.6969696969697,0.5267841614188804
0.78NaF-0.22UF4 1100K,"Present Model, Mix Data",972.7272727272727,0.5261665248880326
0.78NaF-0.22UF4 1100K,"Present Model, Mix Data",975.7575757575758,0.5255482552897085
0.78NaF-0.22UF4 1100K,"Present Model, Mix Data",978.7878787878788,0.5249293524170406
0.78NaF-0.22UF4 1100K,"Present Model, Mix Data",981.8181818181818,0.5243098160713021
0.78NaF-0.22UF4 1100K,"Present Model, Mix Data",984.8484848484849,0.5236896460619626
0.78NaF-0.22UF4 1100K,"Present Model, Mix Data",987.8787878787879,0.5230688422067437
