Composition,Method,Temperature_K,Thermal_Conductivity_W_mK
UF4,Present Model,1309.0,0.5404298894163863
UF4,Present Model,1310.9292929292928,0.5403043319750661
UF4,Present Model,1312.858585858586,0.540178774533746
UF4,Present Model,1314.7878787878788,0.5400532170924258
UF4,Present Model,1316.7171717171718,0.5399276596511057
UF4,Present Model,1318.6464646464647,0.5398021022097856
UF4,Present Model,1320.5757575757575,0.5396765447684655
UF4,Present Model,1322.5050505050506,0.5395509873271455
UF4,Present Model,1324.4343434343434,0.5394254298858254
UF4,Present Model,1326.3636363636363,0.5392998724445053
UF4,Present Model,1328.2929292929293,0.5391743150031852
UF4,Present Model,1330.2222222222222,0.5390487575618651
UF4,Present Model,1332.1515151515152,0.5389232001205451
UF4,Present Model,1334.080808080808,0.5387976426792248
UF4,Present Model,1336.010101010101,0.5386720852379048
UF4,Present Model,1337.939393939394,0.5385465277965846
UF4,Present Model,1339.8686868686868,0.5384209703552645
UF4,Present Model,1341.79797979798,0.5382954129139443
UF4,Present Model,1343.7272727272727,0.5381698554726243
UF4,Present Model,1345.6565656565656,0.5380442980313043
UF4,Present Model,1347.5858585858587,0.5379187405899841
UF4,Present Model,1349.5151515151515,0.5377931831486641
UF4,Present Model,1351.4444444444443,0.537667625707344
UF4,Present Model,1353.3737373737374,0.5375420682660239
UF4,Present Model,1355.3030303030303,0.5374165108247038
UF4,Present Model,1357.2323232323233,0.5372909533833836
UF4,Present Model,1359.1616161616162,0.5371653959420636
UF4,Present Model,1361.090909090909,0.5370398385007435
UF4,Present Model,1363.020202020202,0.5369142810594234
UF4,Present Model,1364.949494949495,0.5367887236181033
UF4,Present Model,1366.878787878788,0.5366631661767833
UF4,Present Model,1368.8080808080808,0.5365376087354631
UF4,Present Model,1370.7373737373737,0.536412051294143
UF4,Present Model,1372.6666666666667,0.5362864938528229
UF4,Present Model,1374.5959595959596,0.5361609364115029
UF4,Present Model,1376.5252525252524,0.5360353789701827
UF4,Present Model,1378.4545454545455,0.5359098215288627
UF4,Present Model,1380.3838383838383,0.5357842640875425
UF4,Present Model,1382.3131313131314,0.5356587066462226
UF4,Present Model,1384.2424242424242,0.5355331492049022
UF4,Present Model,1386.171717171717,0.5354075917635822
UF4,Present Model,1388.1010101010102,0.5352820343222622
UF4,Present Model,1390.030303030303,0.535156476880942
UF4,Present Model,1391.9595959595958,0.5350309194396219
UF4,Present Model,1393.888888888889,0.5349053619983019
UF4,Present Model,1395.8181818181818,0.5347798045569817
UF4,Present Model,1397.7474747474748,0.5346542471156617
UF4,Present Model,1399.6767676767677,0.5345286896743415
UF4,Present Model,1401.6060606060605,0.5344031322330216
UF4,Present Model,1403.5353535353536,0.5342775747917013
UF4,Present Model,1405.4646464646464,0.5341520173503812
UF4,Present Model,1407.3939393939395,0.5340264599090612
UF4,Present Model,1409.3232323232323,0.5339009024677411
UF4,Present Model,1411.2525252525252,0.533775345026421
UF4,Present Model,1413.1818181818182,0.5336497875851008
UF4,Present Model,1415.111111111111,0.5335242301437808
UF4,Present Model,1417.0404040404042,0.5333986727024608
UF4,Present Model,1418.969696969697,0.5332731152611404
UF4,Present Model,1420.8989898989898,0.5331475578198205
UF4,Present Model,1422.828282828283,0.5330220003785003
UF4,Present Model,1424.7575757575758,0.5328964429371803
UF4,Present Model,1426.6868686868686,0.5327708854958602
UF4,Present Model,1428.6161616161617,0.5326453280545401
UF4,Present Model,1430.5454545454545,0.53251977061322
UF4,Present Model,1432.4747474747476,0.5323942131718999
UF4,Present Model,1434.4040404040404,0.5322686557305798
UF4,Present Model,1436.3333333333333,0.5321430982892597
UF4,Present Model,1438.2626262626263,0.5320175408479395
UF4,Present Model,1440.1919191919192,0.5318919834066195
UF4,Present Model,1442.121212121212,0.5317664259652994
UF4,Present Model,1444.050505050505,0.5316408685239793
UF4,Present Model,1445.979797979798,0.5315153110826593
UF4,Present Model,1447.909090909091,0.531389753641339
UF4,Present Model,1449.8383838383838,0.531264196200019
UF4,Present Model,1451.7676767676767,0.5311386387586989
UF4,Present Model,1453.6969696969697,0.5310130813173789
UF4,Present Model,1455.6262626262626,0.5308875238760588
UF4,Present Model,1457.5555555555557,0.5307619664347387
UF4,Present Model,1459.4848484848485,0.5306364089934186
UF4,Present Model,1461.4141414141413,0.5305108515520985
UF4,Present Model,1463.3434343434344,0.5303852941107783
UF4,Present Model,1465.2727272727273,0.5302597366694582
UF4,Present Model,1467.2020202020203,0.5301341792281381
UF4,Present Model,1469.1313131313132,0.530008621786818
UF4,Present Model,1471.060606060606,0.5298830643454978
UF4,Present Model,1472.989898989899,0.5297575069041778
UF4,Present Model,1474.919191919192,0.5296319494628577
UF4,Present Model,1476.8484848484848,0.5295063920215376
UF4,Present Model,1478.7777777777778,0.5293808345802176
UF4,Present Model,1480.7070707070707,0.5292552771388975
UF4,Present Model,1482.6363636363635,0.5291297196975774
UF4,Present Model,1484.5656565656566,0.5290041622562572
UF4,Present Model,1486.4949494949494,0.5288786048149371
UF4,Present Model,1488.4242424242425,0.5287530473736172
UF4,Present Model,1490.3535353535353,0.5286274899322969
UF4,Present Model,1492.2828282828282,0.5285019324909768
UF4,Present Model,1494.2121212121212,0.5283763750496568
UF4,Present Model,1496.141414141414,0.5282508176083367
UF4,Present Model,1498.0707070707072,0.5281252601670164
UF4,Present Model,1500.0,0.5279997027256965
