Composition,Method,Temperature_K,Thermal_Conductivity_W_mK
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",900.0,0.5388445068402231
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",903.030303030303,0.538243554225301
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",906.060606060606,0.5376419777037524
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",909.0909090909091,0.5370397768979489
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",912.1212121212121,0.5364369514371301
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",915.1515151515151,0.5358335009574569
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",918.1818181818181,0.535229425102062
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",921.2121212121212,0.5346247235211065
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",924.2424242424242,0.5340193958718289
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",927.2727272727273,0.5334134418186012
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",930.3030303030303,0.5328068610329809
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",933.3333333333334,0.5321996531937653
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",936.3636363636364,0.5315918179870438
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",939.3939393939394,0.5309833551062527
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",942.4242424242424,0.5303742642522292
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",945.4545454545455,0.5297645451332643
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",948.4848484848485,0.5291541974651577
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",951.5151515151515,0.5285432209712718
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",954.5454545454545,0.5279316153825866
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",957.5757575757576,0.5273193804377525
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",960.6060606060606,0.526706515883147
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",963.6363636363636,0.5260930214729278
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",966.6666666666666,0.5254788969690889
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",969.6969696969697,0.5248641421415138
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",972.7272727272727,0.5242487567680326
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",975.7575757575758,0.5236327406344752
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",978.7878787878788,0.523016093534728
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",981.8181818181818,0.5223988152707884
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",984.8484848484849,0.5217809056528203
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",987.8787878787879,0.5211623644992103
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",990.9090909090909,0.5205431916366227
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",993.939393939394,0.5199233869000549
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",996.969696969697,0.5193029501328947
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",1000.0,0.5186818811869742
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",1003.030303030303,0.5180601799226279
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",1006.060606060606,0.5174378462087467
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",1009.0909090909091,0.5168148799228358
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",1012.1212121212121,0.5161912809510704
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",1015.1515151515151,0.5155670491883512
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",1018.1818181818182,0.5149421845383618
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",1021.2121212121212,0.5143166869136251
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",1024.2424242424242,0.5136905562355596
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",1027.2727272727273,0.5130637924345359
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",1030.3030303030303,0.5124363954499334
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",1033.3333333333333,0.5118083652301978
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",1036.3636363636365,0.5111797017328964
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",1039.3939393939395,0.5105504049247767
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",1042.4242424242425,0.5099204747818221
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",1045.4545454545455,0.5092899112893097
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",1048.4848484848485,0.5086587144418658
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",1051.5151515151515,0.5080268842435258
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",1054.5454545454545,0.5073944207077883
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",1057.5757575757575,0.5067613238576738
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",1060.6060606060605,0.5061275937257822
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",1063.6363636363635,0.505493230354349
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",1066.6666666666667,0.5048582337953034
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",1069.6969696969697,0.504222604110325
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",1072.7272727272727,0.5035863413709019
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",1075.7575757575758,0.5029494456583874
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",1078.7878787878788,0.5023119170640571
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",1081.8181818181818,0.5016737556891676
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",1084.8484848484848,0.5010349616450123
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",1087.878787878788,0.5003955350529803
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",1090.909090909091,0.4997554760446125
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",1093.939393939394,0.49911478476166043
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",1096.969696969697,0.4984734613561422
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",1100.0,0.4978315059904011
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",1103.030303030303,0.4971889188371628
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",1106.060606060606,0.4965457000795921
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",1109.090909090909,0.4959018499113514
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",1112.121212121212,0.4952573685366573
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",1115.1515151515152,0.49461225617033827
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",1118.1818181818182,0.4939665130378924
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",1121.2121212121212,0.4933201393755441
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",1124.2424242424242,0.4926731354303015
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",1127.2727272727273,0.49202550146001467
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",1130.3030303030303,0.4913772377334313
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",1133.3333333333333,0.49072834453025577
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",1136.3636363636365,0.49007882214120463
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",1139.3939393939395,0.4894286708680648
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",1142.4242424242425,0.4887778910237504
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",1145.4545454545455,0.4881264829323595
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",1148.4848484848485,0.4874744469292314
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",1151.5151515151515,0.4868217833610039
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",1154.5454545454545,0.48616849258566913
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",1157.5757575757575,0.48551457497263145
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",1160.6060606060605,0.48486003090276364
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",1163.6363636363635,0.4842048607684636
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",1166.6666666666667,0.4835490649737103
0.78NaF-0.22UF4 1000K,"Present Model, Mix Data",1169.6969696969697,0.48289264393412246
